@relation  wine
@attribute Alcohol real[11.0,14.9]
@attribute MalicAcid real[0.7,5.8]
@attribute Ash real[1.3,3.3]
@attribute AlcalinityOfAsh real[10.6,30.0]
@attribute Magnesium real[70.0,162.0]
@attribute TotalPhenols real[0.9,3.9]
@attribute flavanoids real[0.3,5.1]
@attribute NonflavanoidsPhenols real[0.1,0.7]
@attribute Proanthocyanins real[0.4,3.6]
@attribute ColorIntensity real[1.2,13.0]
@attribute Hue real[0.4,1.8]
@attribute OD280/OD315 real[1.2,4.0]
@attribute Proline real[278.0,1680.0]
@attribute Class{1,2,3}
@inputs Alcohol, MalicAcid, Ash, AlcalinityOfAsh, Magnesium, TotalPhenols, flavanoids, NonflavanoidsPhenols, Proanthocyanins, ColorIntensity, Hue, OD280/OD315, Proline
@outputs Class
@data
13.72, 1.43, 2.0018326247813722, 16.7, 108.0, 3.4, 3.67, 0.19, 2.04, 6.8, 0.5872702736843541, 2.87, 589.0144902027712, 1
12.33, 1.1, 2.28, 16.0, 147.21683033118416, 2.05, 1.09, 0.63, 0.41, 7.803140488919602, 1.25, 1.696562413148713, 680.0, 2
12.21, 1.19, 1.75, 16.8, 151.0, 1.85, 1.8570772841472825, 0.14, 2.5, 2.85, 1.28, 3.07, 718.0, 2
13.03, 0.9, 1.71, 10.895105195812672, 86.0, 1.95, 2.03, 0.24, 1.46, 6.3423990852531045, 1.19, 2.48, 392.0, 2
12.0, 0.92, 2.0825103809085, 16.773062712553205, 86.0, 2.42, 2.26, 0.3, 1.43, 2.5, 1.38, 3.12, 278.0, 2
12.72, 1.81, 2.2, 18.8, 86.0, 2.2, 1.8922064103167984, 0.26, 1.77, 3.9, 0.7985946964003598, 1.5433583397286381, 714.0, 2
12.994055273475604, 5.148303484252724, 2.51, 12.007258354315361, 78.0, 2.0, 4.84012441293805, 0.4, 2.0564650934321027, 2.2, 1.31, 2.276562014938463, 895.9667672533465, 2
12.67, 0.98, 2.24, 18.0, 99.0, 2.2, 1.94, 0.6015686341332198, 1.46, 2.62, 1.23, 3.16, 635.2849333084387, 2
12.16, 1.61, 2.31, 22.8, 159.3536245034434, 1.78, 1.69, 0.3110256787880849, 1.56, 2.45, 1.33, 2.3953305916849823, 495.0, 2
11.65, 1.67, 2.62, 26.0, 161.35857923407076, 1.92, 2.3985496876059447, 0.4, 1.4257713931207014, 2.6, 1.1002273136517564, 2.6455948786450536, 562.0, 2
12.08, 1.83, 2.32, 18.5, 81.0, 1.6, 1.5, 0.52, 1.64, 12.18210428701297, 1.08, 2.27, 480.0, 2
12.931075263892085, 1.51, 2.5595061360065605, 21.5, 85.0, 1.8143450485808645, 2.17, 0.52, 2.01, 1.9, 1.71, 2.87, 407.0, 2
12.42, 1.61, 1.81610960404298, 22.5, 108.0, 2.0, 2.09, 0.22859001702829032, 1.61, 2.06, 1.06, 2.96, 345.0, 2
12.0, 3.43, 2.0, 19.0, 87.0, 2.0, 1.64, 0.37, 1.87, 1.28, 0.93, 3.05, 564.0, 2
13.49, 3.59, 2.19, 19.5, 88.0, 1.62, 0.48, 0.58, 0.88, 1.5108169025999532, 0.81, 3.404420132330716, 580.0, 3
13.88, 5.04, 2.23, 20.0, 80.0, 0.98, 0.34, 0.4, 0.68, 4.9, 0.58, 1.33, 415.0, 3
12.79, 2.67, 2.48, 22.0, 112.0, 1.48, 1.36, 0.24, 1.26, 10.8, 0.48, 1.47, 480.0, 3
13.84, 1.6937128775505612, 2.38, 19.5, 121.8134337774975, 1.8, 0.83, 0.30162141616493965, 1.56, 9.01, 0.57, 1.64, 480.0, 3
11.200248132622859, 1.67, 2.64, 22.5, 126.5655058213895, 2.6, 1.1, 0.52, 2.29, 11.75, 0.57, 1.78, 620.0, 3
13.73, 4.685968754157882, 2.26, 12.085321626319857, 88.0, 1.28, 0.47, 0.26759174255830975, 1.15, 6.62, 0.78, 1.75, 520.0, 3
14.16, 2.51, 2.48, 17.007506559837495, 91.0, 1.68, 0.7, 0.44, 1.24, 9.7, 0.62, 1.71, 660.0, 3
13.71, 0.8217038356982412, 2.45, 20.5, 95.0, 1.68, 0.61, 0.52, 1.06, 7.7, 1.6540180163583758, 1.74, 740.0, 3
13.49, 1.66, 2.24, 24.0, 87.0, 2.272574198379315, 0.4725672249152714, 0.27, 1.03, 3.74, 0.98, 2.78, 893.3560004242128, 2
12.36, 3.83, 2.7103079297138164, 21.0, 88.0, 2.460390846468599, 0.92, 0.5, 2.8750724559824614, 7.65, 0.56, 1.58, 1588.4629834639986, 3
12.82, 3.37, 2.3, 19.5, 88.0, 1.48, 0.66, 0.4, 0.9555084065896247, 1.9279173683672952, 0.72, 1.75, 685.0, 3
