@relation  wine
@attribute Alcohol real[11.0,14.9]
@attribute MalicAcid real[0.7,5.8]
@attribute Ash real[1.3,3.3]
@attribute AlcalinityOfAsh real[10.6,30.0]
@attribute Magnesium real[70.0,162.0]
@attribute TotalPhenols real[0.9,3.9]
@attribute flavanoids real[0.3,5.1]
@attribute NonflavanoidsPhenols real[0.1,0.7]
@attribute Proanthocyanins real[0.4,3.6]
@attribute ColorIntensity real[1.2,13.0]
@attribute Hue real[0.4,1.8]
@attribute OD280/OD315 real[1.2,4.0]
@attribute Proline real[278.0,1680.0]
@attribute Class{1,2,3}
@inputs Alcohol, MalicAcid, Ash, AlcalinityOfAsh, Magnesium, TotalPhenols, flavanoids, NonflavanoidsPhenols, Proanthocyanins, ColorIntensity, Hue, OD280/OD315, Proline
@outputs Class
@data
12.96, 3.45, 1.8240758695928556, 18.5, 106.0, 1.39, 0.7, 0.4, 3.111741749083563, 5.28, 0.4768235995613094, 1.75, 1596.8532933403862, 3
13.58, 2.3668917246318637, 2.69, 24.5, 85.42973782574519, 2.7421476841536694, 0.84, 0.39, 1.54, 8.66, 0.74, 1.2568716170398684, 750.0, 3
13.4, 4.6, 2.86, 25.0, 112.0, 1.98, 0.96, 0.27, 1.11, 8.5, 0.67, 1.92, 630.0, 3
12.043854675848003, 3.03, 1.3169731471727075, 19.0, 78.17108257584532, 3.5631377739047485, 0.49, 0.4, 0.73, 5.5, 0.66, 1.5049703974986846, 510.0, 3
14.13, 4.1, 2.74, 24.5, 96.0, 2.05, 0.76, 0.56, 1.35, 9.2, 0.61, 1.6, 560.0, 3
13.07, 1.5, 2.1, 15.5, 98.0, 2.4, 2.64, 0.28, 1.37, 3.7, 1.18, 2.69, 1020.0, 1
13.74, 1.67, 2.25, 16.4, 160.72201359894171, 3.876998648135224, 2.9, 0.21, 1.62, 12.495283152744006, 0.92, 3.2, 1060.0, 1
13.11, 1.2736390213886366, 1.7, 24.340139878992957, 78.0, 2.98, 3.18, 0.26, 2.28, 12.255927717931552, 1.12, 3.18, 502.0, 2
12.25, 1.73, 1.4924771541246393, 19.0, 80.0, 1.6418457418079129, 2.03, 0.37, 1.63, 3.4, 1.0, 3.17, 510.0, 2
12.7, 3.1614204575916336, 2.36, 10.888681086452836, 106.0, 1.7, 1.2, 0.22017106346790005, 1.1216875219535287, 5.0, 0.78, 1.29, 600.0, 3
