@relation  ionosphere
@attribute Pulse1 integer[0,1]
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class{g,b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, -0.7907592653741033, -0.008, 0.067, 0.008, 0.6177422808524553, -0.011, 0.8827963731910093, -0.039, -0.34155295308249833, -0.075, -0.006, 0.053, 0.064, -0.034, 0.0, 0.095, -0.064, 0.16681852824213417, -0.047, 0.025, 0.5476975798485098, -0.006, 0.008, 0.006, 0.103, -0.008, 0.031, -0.7069909944448134, 0.045, 0.0, 0.047, -0.7938028713208164, b
1, 0.055, -0.5351494507713126, -0.026, 0.046, 0.014, 0.046, -0.078, 0.009, 0.017, -0.066, 0.8144533549934749, 0.043, -0.8663727463843237, -0.046, -0.14599754548305588, 0.08, -0.04, 0.052, -0.4629128695146444, -0.4856645705843494, -0.037, -0.011, 0.38925193701620486, -0.009, 0.009, 0.017, 0.026, 0.011, 0.37834317082966296, 0.08776280355820498, -0.046, -0.006, b
0, 0.087, 0.007, 0.14, -0.688827893624275, 0.105, -0.082, 0.126, -0.062, 0.233, -0.011, -0.5728485816095137, 0.078, 0.01622847584454079, -0.135, 0.291, -0.048, 0.0768959697049334, 0.073, 0.117, 0.0, 0.112, -0.002, 0.151, -0.103, 0.085, 0.014, 0.5016100028300681, -0.066, 0.096, -0.073, 0.117, -0.23295212519191022, b
1, 0.02, 0.21071693934749747, 0.041, -0.008, 0.021, 0.49012302921389295, 0.011, 0.044, 0.003, 0.001, -0.7596805537491294, -0.6119316927185123, -0.6294870119610538, 0.061, -0.041, 0.027, -0.024, -0.004, 0.044, -0.025, 0.018, 0.17352267894277418, 0.0, -0.6277654035081541, 0.018, -0.44242055608015984, 0.006, -0.016, -0.017, -0.024, 0.007, 0.9897165675623614, b
1, 0.42719204105138586, 0.001, 0.819, -0.057, 0.775, -0.042, 0.5320292239850455, 0.09, 0.2705500608474365, -0.7402758229850502, 0.881, -0.6939609916168175, 0.783, 0.035, 0.837, -0.068, 0.836, -0.142, 0.881, 0.4338972697579062, 0.905, 0.022, 0.8151532304042841, -0.019, 0.824, -0.037, 0.881, -0.8695547412777214, 0.5960607541715868, 0.08334522393609989, 0.791, -0.092, g
1, 1.0, 0.0, 1.0, 0.0, 0.667, 0.111, 1.0, -0.111, 0.889, 0.6536045082969602, 1.0, -0.222, 0.778, 0.0, 0.778, 0.0, 1.0, -0.111, 0.778, -0.111, 0.667, -0.111, 0.667, -0.9073766353324467, 0.903, -0.054, -0.9285971028564025, 0.111, 0.889, -0.111, 1.0, 0.0, g
1, 1.0, 0.118, 1.0, 0.235, 1.0, 0.412, 1.0, 0.6703513058997577, 1.0, 0.235, 1.0, 0.118, 1.0, 0.471, 1.0, -0.059, 1.0, -0.47863139479389216, 1.0, 0.353, 0.7563212760156768, 0.412, 1.0, -0.118, -0.844177415092517, 0.05547550578030647, 1.0, 0.059, -0.9941139812567537, 0.353, 1.0, 0.235, g
1, -1.0, -1.0, -0.507, 1.0, -0.8591603138156143, -1.0, 1.0, 0.538, 0.0, 0.0, 0.8658813712806164, -1.0, 1.0, -0.6993398735531, 0.0, 0.0, 0.7137712123137365, 1.0, -0.8046148311823176, 1.0, 0.0, 0.0, 0.5772119801438442, 1.0, 0.333, -1.0, 1.0, -1.0, 0.567830746427139, 0.965718428596323, 0.476, 0.044461974185999065, b
1, 1.0, -0.284, 1.0, -0.21801506476896237, 0.634853808589944, -0.351, 1.0, -0.306, 0.927, -0.491, 0.908, -0.441, 0.757, 0.8073816969542256, 0.697, -0.29350633483694544, 0.596, -0.576, 0.685, -0.71, -0.1168751579515811, -0.873, 0.7380235087447855, -0.733, 0.355, -0.761, 0.264, -0.782, 0.166, -0.731, 0.9742076988271922, -0.7, g
1, 0.455, -0.3658187951347369, 0.211598677377123, 0.091, 0.273, 0.182, 0.636, -0.9918018514271364, 0.364, -0.18668875498387238, 0.455, -0.091, 0.486, -0.013, -0.9184571956094487, -0.182, -0.10535536871882045, -0.2108446930560387, 0.364, -0.091, 0.273, 0.182, 0.8513646274459001, -0.091, 0.344, -0.9238788368934483, 0.273, 0.22183866315098455, 0.364, 0.0, 0.29, -0.018, g
1, -0.048184736410198936, 0.47, 0.539, 0.822, 0.104, 0.953, -0.38, 0.879, -0.6669060964293094, 0.39864056264018655, -0.921, 0.167, -0.5889586335022372, -0.249, -0.594, -0.633, -0.24, -0.829, 0.188, 0.2033998717561829, 0.516, 0.1330907175161622, 0.693, -0.248, 0.691, -0.5497298225643416, 0.528, 0.9537378381830031, 0.26, 0.566, -0.067, 0.576, g
0, 0.975, 0.131, 0.941, 0.2, 0.888, 0.6841365712890719, 0.89, 0.327, 0.856, 0.452, 0.723, 0.523, 0.699, 0.588, 0.585, 0.669, 0.489, 0.704, 0.442, 0.682, 0.353, -0.21390942326139417, 0.5454607851676319, 0.762, 0.21667470066265082, 0.785, 0.075, 0.804, -0.03, -0.09573261977539693, -0.103, 0.742, g
1, 0.888, 0.381, 0.659, 0.694, 0.291, 0.879, -0.067, 0.901, -0.4969227531684849, 0.804, -0.646, 0.565, 0.616634901523738, 0.269, -0.789, -0.082, 0.9058244796250539, -0.309, -0.466, -0.556, -0.164, -0.2617272942470683, 0.096, -0.611, -0.2039389873863987, -0.29130660446623957, 0.02295997529825189, -0.34709372216535117, 0.47, 0.2811564037765275, -0.9569669994425417, 0.126, g
0, 1.0, 1.0, -1.0, -1.0, -1.0, -0.647958719555279, 0.0, 0.0, 0.0, 0.0, -0.0419088306468699, -1.0, -0.1526681075693732, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -0.7327200029354356, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -0.9317073039551516, -1.0, -1.0, b
1, 0.763, 0.36637797610982736, 1.0, -0.296, 1.0, -0.6300378608587286, 0.8, -0.8704999978352571, 0.456, -0.428, 1.0, -0.126, 1.0, -0.835, 0.493, 0.019, -0.18151156678365343, -0.059, 0.982, -0.199, 1.0, 0.22, 0.696, -0.265, 0.921, -0.245, 0.789, 0.02, -0.8182263313369421, -0.271, -0.9375120638724211, 0.29924124276713493, g
1, 0.253, 0.359, 0.0, -0.45129388604576093, -0.296, 0.9477678388235551, 0.0, 0.0, 0.076, -0.073, 0.0, 0.0, 0.0, -0.021166529744203744, 0.0, 0.5096877509517799, 0.0, 0.0, 0.250073821109271, 0.681, -0.3095277294771578, 0.337, -0.104, 0.357, 0.056, -1.0, 0.0, 0.0, 0.063, -1.0, 0.0, 0.0, b
1, 0.0, 0.0, -0.48671573062583706, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 0.552, -0.8451204662781955, 0.0, 0.0, 0.0, 0.986265371550402, 0.0, 0.0, -0.26113069925017907, 0.0, 0.6154786305538096, 1.0, -0.055729262310948546, -0.8059212504434216, 0.0, 0.5221379821938783, 0.0, 0.0, 0.0, b
1, 0.328, 0.025, 0.451084081421393, 0.213, 0.149, 0.74, -0.257, -0.560289831264012, -0.103, 0.194, -0.614, 0.258, -0.941, -0.054, -0.131, -0.143, -0.303, -0.446, -0.114, -0.856, 0.027, -0.228, 0.279, -0.063, 0.337, -0.119, 0.277, -0.114, 0.151, 0.133, 0.122, 0.01781009207894324, g
0, -0.3836108477282363, -0.609, 0.854, 0.553, 0.811, -0.6964093553126811, 0.566, 0.162, 0.328, 0.242, 0.503, 0.8605482517416934, 0.639, 0.199, 0.719, 0.427, 0.543, 0.139, 0.652, 0.278, 0.689, 0.073, 0.519, 0.267, 0.49, -0.6139972223001526, 0.462, 0.286, 0.435, 0.293, 0.408, 0.299, g
1, 0.479, -0.124, 0.428, -0.124, 0.701, -0.5080760953733875, 0.732, 0.072, 0.263, -0.216, 0.8330240062980503, -0.7736735371345825, 0.454, -0.119, 0.423, 0.062, 0.8840993428332962, -0.273, 0.546, 0.186, 0.5900009664683605, 0.082, 0.706, 0.9131900896116136, 0.534, -0.124, 0.155, 0.38471895116025556, 0.474, 0.041, 0.454, 0.859058443889734, g
0, -0.4835853300717625, -0.355, 1.0, 0.353, 0.754, -0.006, 0.825, -0.07331447793946477, 0.502, -0.276, 0.66, 0.064, 0.91978640107433, 0.147, 0.724, -0.427, 0.7714817602586657, 0.045, 0.5683718429804714, -0.030667683815273405, 0.92981650864934, -0.41, 0.648, -0.047, 0.568, -0.106, 0.528, -0.133, 0.156, -0.122, 0.448, -0.103, g
1, -0.29914498825071967, 0.132, 0.722, 0.061, 0.658, 0.083, 0.239, 0.13, 0.8758204634943558, 0.203, 0.494, 0.127, 0.447, 0.135, 0.09265696888152908, 0.029, 0.482, 0.3152813961066496, 0.328, 0.146, 0.295, 0.146, 0.264, 0.145, 0.236, 0.143, -0.9518837476968495, 0.161, 0.188, 0.136, 0.167, 0.132, g
1, 0.749, 0.025, 0.99, 0.098, 0.759, -0.9367621834242629, 0.743, -0.092, 0.958, 0.025, 0.979, -0.005, 0.961, 0.102, 0.915, 0.038, 0.28588128958034353, 0.027, 0.812, -0.08, 1.0, 0.0, 0.718, -0.012, 0.823, -0.8068655845259469, 0.724, -0.011, 0.10321777619030748, 0.111, 0.728, 0.028, g
1, 0.931, -0.5147812803077467, 0.799, 0.558, 0.6, 0.716, 0.262, -0.791216768275764, 0.046, 0.8146284762338336, -0.232, 0.951, -0.559, 0.81, -0.733, 0.624, -0.91, 0.362, -0.923, 0.06, -0.936, -0.6280447695469589, 0.08924576479225554, -0.469, 0.6685890247273698, -0.696, -0.412, -0.857, -0.136, -0.94, 0.1, -0.948, g
1, 0.835, 0.29, 0.693, 0.477, 0.1312239950362648, 0.684, 0.22, 0.868, -0.081, 0.85, -0.356, 0.777, -0.527, 0.584, 0.33938501480486827, 0.313, -0.35127118494158405, 0.039, 0.20048524001624557, -0.153, -0.583, -0.18385370568927695, -0.1777287403069736, -0.53, -0.17, -0.609, 0.084, -0.615, 0.252, -0.485, 0.406, -0.353, g
1, 0.525, -0.034, 0.949, 0.085, 0.525, -0.169, 0.6824391236720697, -0.017, 0.508, 0.41308721839755, 0.644, 0.288, 0.831, -0.356, -0.6347413066855495, 0.017, 0.559, 0.034, 0.593, 0.305, 0.864, 0.051, 0.407, 0.153, 0.673, -0.003, 0.661, -0.034, 0.831, -0.153, 0.5304184284830509, -0.102, g
1, 0.937, 0.351, 0.753, 0.9064122540658368, 0.456, 0.886, 0.153, 0.958, -0.218, 0.963, -0.565, 0.834, -0.788, 0.58, -0.931, 0.26, -0.7268810034093636, -0.064, -0.87, -0.409, 0.6470740404089619, -0.675, -0.368, -0.85, -0.046, -0.912, 0.273, -0.858, 0.548, 0.5076084908814189, 0.748, -0.8780015860400167, g
1, -0.5450448443985183, -0.241, 1.0, -0.203, 0.5965469064182944, -0.101, 0.886, 0.013, 0.041209165249301405, 0.114, 0.924, 0.063, 0.848, -0.6643203603253515, 0.633, -0.367, 0.873, -0.013, 0.937, 0.063, 1.0, 0.253, 0.62, -0.38, 0.846, -0.055, 1.0, -0.063, -0.705286239670889, -0.7799422810273111, 0.835, -0.025, g
1, 0.975, 0.007, -0.6819651531246409, 0.02, -0.9411393673953459, 0.02, -0.5367719152795085, 0.016, 0.957, 0.023, 0.972, 0.036, 1.0, 0.037, 0.979, -0.44864851735733646, 0.986, -0.1435665551441644, 0.972, -0.04414070328793973, 0.945, 0.055, 0.984, 0.036, 0.5957316801873342, -0.17805442148308603, 0.948, 0.082, 0.991, 0.062, -0.08609444347352124, 0.099, g
1, 0.195, 0.057, 0.042, 0.252, -0.106, 0.489, -0.183, -0.183, -0.42, 0.061, -0.454, 0.092, -0.164, -0.305, -0.103, 0.791120648801122, 0.187, -0.176, 0.34, -0.12, 0.286, -0.16, 0.216, 0.32715840202922886, 0.039, 0.311, -0.038, 0.263, -0.168, 0.168, -0.302, -0.336, g
