@relation  ionosphere
@attribute Pulse1 integer[0,1]
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class{g,b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 1.0, 0.1678847840912372, 1.0, 0.108, 1.0, 0.195, 1.0, 0.285, 1.0, 0.348, 0.08807137447597269, 0.383, 0.946, -0.1355216477847475, 0.891, 0.504, 0.759, 0.35854381540756286, 0.806, 0.6, 0.796, 0.628, 0.666, 0.639, 0.10568820804024304, -0.07604382631276818, 0.495, 0.727, 0.47, 0.717, 0.334, 0.752, g
1, 1.0, -0.066, 1.0, 0.629, 1.0, 0.096, 1.0, 0.203, 1.0, -1.0, 0.8909122803925797, -0.406, 0.7164630838009676, -0.159, 0.4857116833994426, 0.049, 1.0, 0.9206115472876959, 0.6531654404600071, -0.266, 1.0, 0.682550894488243, 1.0, -0.58, -0.3152135972201856, -0.814, 0.016180653827307045, -1.0, 1.0, -0.786, 1.0, -0.483, g
0, 1.0, -0.32468274592530977, 1.0, 0.45737190997632493, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8263731863876742, -1.0, 1.0, -1.0, 1.0, 0.22394068893602603, 1.0, -1.0, 1.0, 1.0, 1.0, -0.6315363747141176, 1.0, -1.0, 1.0, 0.5291035919285154, -0.47725163201737486, -0.7636608243369639, 1.0, 1.0, 1.0, 0.6958376629501204, b
0, 0.741, 0.05, 0.791, 0.025, -0.7787470221004326, 0.038, 0.662, -0.6348942144855145, 0.678, 0.312, 0.759, 0.073, 0.6382942869417123, -0.41718753553395804, 0.9933997555620502, -0.079, -0.1990003253330943, 0.0, 0.16299593522283162, 0.114, 0.682, 0.122, 0.67, 0.154, 0.642, -0.05694360496870787, 0.657, 0.175, 0.598, 0.147, 0.575, 0.151, g
1, 0.42, -0.61, 0.0, 0.0, 1.0, -1.0, 0.9, 1.0, -0.6964328460619862, 0.64, 0.0, 0.0, 0.0, -0.546695703535037, 0.1350505340693171, -0.29, 0.84, -1.0, 0.0, -0.03936989536494251, 0.0, -0.3617549960878107, 0.21, 0.68, 1.0, 0.22, 0.0, -0.3555225183618075, -0.6673552453674738, 0.0, 0.0, 0.0, b
1, 0.5012377606474883, 0.816, -0.8816996197872096, 1.0, -0.395, -0.46983513735929394, -0.13369667835852517, 0.297, 0.15821085617835884, -0.102, -0.032, -0.09, -0.48095991124421356, -0.034, 0.011, -0.005, 0.9852159908006937, 0.001, 0.0, 0.001, -0.0, 0.0, -0.0, 0.0, 0.7322440561215031, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, 0.436, 0.7299792635557194, 0.582, -0.145, 0.182, -0.673, 0.345, -0.036, 0.34893957370634654, 0.02291203826268018, -0.3382434340515741, 0.291, 0.364, -0.418, 0.2, -0.5669533749034055, -0.2577811231039886, 0.055, 0.127, 0.491, 0.618, 0.164, 0.327, 0.164, 0.411, -0.07, 0.345, 0.03548145085467991, 0.127, 0.6904887863645537, 0.291, -0.291, b
1, 0.738, 0.833, -0.762, 0.37653470071417616, 0.333, 0.6010047466496482, -0.16542847062587474, -0.143, -0.673, 0.128, 0.333, 0.0, -0.09105391872372803, -0.071, -0.382, 0.512, 0.238, 0.024, 0.452, -0.19738592142178346, 0.167, -0.262, -0.573, -0.102, 0.249, -0.511, 1.0, 0.0, -0.667, -0.11033658895416576, 0.262, -0.9949184656131357, b
1, 0.641, 0.014, 0.341, -0.024, 0.528, 0.035, 0.195, 0.122, 0.433, 0.048, 0.22, -0.7492603295830219, 0.293, 0.8401343789510742, 0.366, 0.0, -0.06598095154994654, 0.073, 0.268, 0.122, 0.1480303823826905, 0.058, 0.22, 0.098, 0.193, 0.056, 0.174, 0.055, 0.195, 0.22966665756648097, -0.9513305635078183, 0.073, g
1, 0.0, 0.0, 1.0, 0.07670874266808592, 0.0, 0.0, 0.0, 0.8885033251458088, 1.0, 1.0, 0.43081229213411265, -0.253, 1.0, 0.233, -0.5742243550657817, -1.0, 0.0, 0.0, 0.0, -0.41767494506614167, 1.0, 1.0, 0.0, 0.0, 0.18977251816302831, -1.0, 0.0, 0.0, 1.0, 0.9165992885633836, 0.7023520576074609, -0.8565593645573965, b
0, 1.0, -0.378, 0.9771660133211795, 0.297, 0.649, -0.243, 0.0988799508425593, 0.189, 1.0, 0.8451642398361965, 0.6606029918558436, 0.0, 0.622, -0.054, 0.324, -0.216, 0.718, 0.4076181667408949, 0.622, 0.054, 0.757, 0.135, 0.351, -0.297, -0.03172658640698678, -0.222, 0.585, -0.23, -0.7891941959478879, -0.595, 0.514, -0.243, g
1, 0.945, -0.6169889708089151, -1.0, -0.332, -1.0, -0.016, 0.973, 0.8436130792469747, 0.934, -0.4989481134104887, -1.0, 0.164, -1.0, -0.004, 0.953, -0.035, 0.922, -0.027, -0.992, -0.1834881075619459, -0.934, 0.348, 0.957, -0.004, 0.82, 0.9466598802121962, 0.902, -0.066, -1.0, -0.188, -1.0, -0.344, b
1, 0.627, -0.078, -0.5717000005700859, 0.0, 0.3033821213299832, -0.078, 0.627, -0.118, 0.686, -0.39780032387883413, 0.667, -0.137, 0.647, -0.098, 0.549, 0.004601716297818692, -0.1983374276194576, -0.216, 0.588, -0.196, 0.4357758917463421, -0.235, 0.451, -0.255, 0.524, -0.247, 0.569, -0.314, 0.431, -0.216, 0.471, -0.275, b
1, -0.656, 0.156, -0.9311640835206872, -0.5159372136732417, 0.0, 0.062, 0.625, 0.062, 0.188, 0.0, -0.031, 0.094, 0.062, 0.0, 0.156, -0.156, 0.438, 0.7736850184792852, -0.28131607065007935, -0.094, 0.0, 0.0, 0.031, -0.469, 0.08976077593158949, 0.0, -0.719, 0.031, -0.031, 0.0, 0.0, 0.094, b
1, 0.444, 0.444, 0.537, 0.908, -0.222, 1.0, -0.333, 0.889, -0.4918132330039081, 0.333, -1.0, 0.9164837444937983, -1.0, -0.222, 0.9495451804133004, -0.778, -0.3578476480575855, -1.0, -0.3036213878783447, -0.778, 0.778, -0.222, 0.333, -0.9638894614679482, -0.9682532572113567, 0.45, 0.575, -0.1999253358691757, 0.222, 1.0, -0.3416393230067658, 1.0, g
1, 1.0, 0.5033650718404366, 1.0, 0.5721670900406706, 0.5, 0.5, 0.75, 0.0, 0.912, 0.121, 0.891, 0.142, 0.869, 0.162, 0.75, 0.25, -0.5694499000835814, 0.5, 0.75, -0.08087977931855239, 0.48335782752450496, -0.25, 0.5, 0.5, 0.739, 0.264, 0.75, 0.25, 0.696, 0.291, 0.675, 0.303, g
0, -1.0, 1.0, 0.6159564754031497, 0.75199823029153, 0.0, 0.0, 1.0, -1.0, -0.1894409282108398, -1.0, 1.0, -1.0, 0.39413218558629337, -1.0, 0.4192320842806325, -0.515518406758904, 0.551690581150281, -1.0, -0.3096301689067926, 0.7367388451790295, -0.9976027198130272, 0.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, b
1, -0.9761184970792659, -0.082, 1.0, -0.113, 0.35709045160494046, -0.298, -0.4402745048143609, -0.4836906389062504, 0.967, -0.343, 0.858, -0.473, 0.919, 0.9172180699923118, 0.731, -0.652, 0.681, -0.635, 0.824, -0.783, 0.588, -0.748, 0.67, -0.963, 0.488, 0.9557952210204199, -0.8958126920964132, -0.839, 0.241, -0.888, 0.292, -0.896, g
1, -0.6856940378634477, -0.095, -1.0, -1.0, 0.04456238426374326, -1.0, 1.0, 0.317, 0.813, 0.762, -1.0, -1.0, -1.0, 1.0, 0.474, 1.0, 1.0, 0.8454661368963927, 0.688, -0.30740843278062724, -1.0, -0.03275098489428663, 0.829, -0.6020949239847471, 1.0, 1.0, 1.0, 0.508, 0.5378762654815512, 0.33119334078654483, -1.0, 0.728, b
1, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 0.07697283687930856, -0.5, 1.0, 1.0, 1.0, 1.0, 0.11233951968893874, 0.5650874813005997, 0.0, 0.8970006885698532, 1.0, 0.24547239142597466, -0.09312669585764566, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 0.625, 1.0, -0.75, -0.8640881469156798, 1.0, 1.0, 1.0, b
1, -0.9001862760400834, -0.2703914095811526, 0.808, -0.46466745703124146, 0.7488549230035522, 0.9161069085626181, 0.982, 0.6959724351055856, 0.702, -0.3189939757154775, 0.997, 0.021, 0.982, 0.025, 1.0, -0.131, 0.957, 0.077, 1.0, 0.002, -0.6759225064134045, 0.308, -0.021810943498697832, -0.145, 1.0, 0.050231134763506935, 0.756, -0.11483719691513972, 1.0, -0.188, 0.7875853147794458, -0.057, g
0, 1.0, 0.091, 0.955, -0.091, 0.773, 0.0, 1.0, 0.0, 0.955, 0.0, 1.0, 0.045, 0.909, -0.29048916075622877, 0.9397788424835958, 0.0, 1.0, 0.0, 0.864, 0.091, -0.920340576656242, 0.091, 0.909, 0.045, 0.915, 0.029, 0.955, 0.05814792240461064, 0.864, -0.091, 0.864, 0.045, g
0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, -1.0, 0.1914116440320881, -1.0, -0.312, -1.0, -1.0, -0.9056325023774133, -1.0, 1.0, 0.7894329442152364, 0.0, -0.026057089917840726, 1.0, -1.0, -1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, b
0, -1.0, 1.0, -1.0, 0.152, 0.284, -0.4691462496922226, -1.0, 1.0, 0.030053286587366168, -0.0527791043400716, 1.0, 1.0, -1.0, -0.235, 0.283, 0.020627081631828803, 1.0, 1.0, -0.314, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -0.036, 1.0, -1.0, -1.0, -0.9175175782101037, 0.22925389819528297, 1.0, b
1, 0.474, -0.105, 0.838, 0.018, 0.832, 0.026, 0.684, -0.053, -0.9257441647177898, 0.0, 0.799, 0.05, 0.783, -0.9544082763498668, 0.842, 0.474, 1.0, 0.053, 0.726, 0.076, 0.703, 0.025257127132559454, 0.8035715068233134, 0.211, 0.654, -0.9976025223726412, -0.9773364644444865, -0.211, 0.602, 0.095, 0.574, 0.7619233242613086, g
1, -0.09959857377679981, -0.5, 0.0, 0.0, -0.019, 1.0, 0.4271284224062992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8528499253682909, 0.314, -0.5170222645432274, -0.353, 0.744, -0.346, -0.808, 0.0, 0.0, -0.615, -0.513, -0.5211609614829442, 0.0, 0.0, 0.0, 0.7870097960780864, 0.0, b
0, 1.0, 0.24757966940467702, 1.0, 1.0, 1.0, -1.0, -0.6397852817642934, 1.0, 1.0, -0.1597357041108738, 1.0, 1.0, 1.0, -1.0, -0.7506657544874273, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -0.3989716156849106, 0.17559272823286998, -1.0, 0.8492325367054978, 1.0, 1.0, -1.0, 1.0, 1.0, b
0, 0.0, 0.16784571836885198, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9234063485458974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
0, 0.385, 0.156, 0.412, 0.074, 0.5066131673535827, 0.241, 0.233, 0.132, 0.195, 0.253, 0.245, 0.21790957432657243, 0.089, 0.23, -0.039, 0.37, -0.6766165480196049, 0.249, 0.42006526780781916, 0.097, -0.7069673425767029, 0.6923922471917217, -0.025, 0.285, -0.06, 0.263, -0.148, 0.148, -0.093, 0.311, -0.191, 0.288, b
0, 0.0, 0.0, 0.0, 0.0, -0.06975233300350425, 0.5161872011414235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5077551974700194, 0.0, 0.3790845254853099, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -0.04667298706403766, -0.39777713487804334, b
0, 0.623, -0.035, 0.591, 0.005, 0.604, -0.075, -0.781378155988962, 0.01, 0.625, -0.3521680215727929, 0.67, 0.072, 0.629, -0.084, 0.675, 0.091, 0.671, 0.0, 0.59, 0.101, 0.501, 0.031, 0.659, 0.141, 0.605, 0.02, 0.514, 0.045, 0.617, -0.01, 0.614, 0.8555991830899379, g
1, -0.11586223987766131, -0.024, 0.708, 0.033, -0.3587107633610048, 0.3982171847946516, 0.792, 0.077, 0.814, 0.439, 0.638, 0.006, 0.708, 0.217, -0.8315654210354121, -0.8349174954544095, 0.61, 0.051, 0.675, 0.042, 0.52, -0.25, 0.73, -0.9557835291968154, 0.617, 0.071, -0.08792602249605719, 0.086, 0.23037517565078458, 0.075, 0.603, 0.217, g
1, 0.615, 0.189, 0.782, 0.018, 0.775, 0.026, 0.651, -0.103, -0.7763230613843359, 0.08, -0.892892329928673, 0.051, 0.723, 0.058, 0.686, -0.089, 0.617, 0.163, 0.662, 0.076, 0.639, 0.7698825462185503, -0.26276257989526786, -0.072, 0.588, 0.088, -0.13458059009504053, 0.257, 0.534, 0.092, 0.6624591396335651, -0.35432981125878393, g
1, 0.894, 0.134, 0.87, 0.315, 0.789, -0.651479292114144, 0.634, -0.8580482173380555, 0.54, 0.71, 0.397, 0.762, 0.243, 0.795, 0.091, 0.796, -0.092, 0.763, -0.202, 0.669, -0.303, 0.626, -0.406, -0.3969434633378274, -0.462, 0.408, 0.5078955212393532, 0.273, -0.528, 0.192, -0.488, 0.06, g
1, 0.918, 0.182, -0.9234902257852932, 0.355, 0.729, 0.457, -0.7135753733370396, 0.699, 0.504, 0.749, 0.361, 0.818, 0.157, 0.836, 0.004, 0.852, -0.164, 0.5740834236084678, -0.36, 0.762, -0.431, 0.654, -0.531, 0.539, 0.8217187602589184, 0.41, -0.645, 0.273, -0.657, 0.24771254073076698, -0.641, 0.054, g
1, 0.766, 0.211, 0.639, 0.381, 0.484, 0.525, 0.15, 0.223, 0.138, 0.596, -0.077, 0.445, 0.0, 0.486, -0.28012910794469736, 0.42, -0.561, 0.368, -0.366, -0.9512199154010089, -0.405, 0.076, -0.385, -0.032, -0.339, -0.125, -0.275, -0.197, -0.4663204833553919, -0.246, -0.119, -0.272, g
1, 1.0, 0.114, 0.7, 0.5150053504656547, 0.816, 0.097, 0.712, 0.182851728327305, 0.562, -0.5815231459172263, 0.691, 0.125, 0.2015707151036641, 0.4773279422608503, 0.44097936140396143, -0.034, 0.694, 0.169, 0.727, 0.072, 0.321, 0.059, 0.533, 0.5636627701026533, 0.491, 0.18, 0.152, 0.324, 0.441, 0.189, 0.562, 0.152, g
1, 0.848, 0.068, 0.806, -0.023, 0.77, -0.4984888870964034, 0.667, -0.066, 0.596, -0.077, 0.6531848236110958, -0.058, 0.643, -0.064, 0.392, 0.045, 0.713, 0.014, 0.04658356333304736, -0.08, 0.534, -0.085, -0.8819785923422264, -0.228, 0.8297608089236916, -0.091, 0.526, -0.085, 0.443, 0.633543423291655, 0.422, 0.09335699563225663, g
1, 0.1152729757864197, -0.036, -0.9079100093589886, 0.013, 0.589, 0.016, 0.589, 0.025, 0.667, -0.004, 0.717, -0.047, 0.665, 0.009, 0.573, 0.025, 0.647, -0.074, 0.569, -0.9063866496799483, 0.575, -0.036, -0.9008912550986026, 0.049, -0.2664274958116998, 0.008, 0.476, -0.036, 0.546, 0.106, 0.607, -0.081, g
1, 0.681, 0.104, 0.5444173886311281, 0.035, 0.652, 0.081, 0.61, -0.16900090527930323, 0.79, 0.17827312629164038, 0.598, 0.049, 0.625, 0.096, 0.783, 0.8657635235846424, 0.738, -0.109, -0.9397420594328414, 0.01, 0.61, 0.081, -0.5736923500834248, 0.9118410553577918, 0.638, -0.025, 0.5212868064458684, 0.022, 0.612, -0.072, 0.5587332736604691, -0.047, g
1, -0.5228563983745074, 0.010796915975119115, 0.28360313393259484, 0.622, 0.439, 0.12230963146367801, -0.036, 0.805, -0.228, 0.753, -0.01993033173958081, 0.488, -0.574, 0.284, -0.668, 0.106, -0.474, -0.062, -0.811, -0.06, -0.332, -0.476, 0.8216079608121905, -0.6400475408043823, 0.072, -0.519, 0.243, -0.8239871831200987, 0.366, -0.301, 0.428, 0.133, g
1, 0.473, 0.195, 0.8396222684158996, -0.183, 0.623, 0.01, 0.456, -0.044, 0.565, 0.018, 0.08441485396689141, 0.275, 0.716, -0.038, 0.556, 0.124, 0.414, -0.6906635956118496, 0.528, 0.028, 0.512, -0.107, 0.479, -0.024, 0.465, 0.5735978417968373, 0.536, 0.251, 0.004877010594326325, -0.145, -0.6289750257574429, -0.003, g
1, 0.882, 0.306, 0.732, 0.578, 0.341, 0.585, 0.057, 1.0, -0.092, 0.072969861578422, -0.624, -0.4685959251291575, -0.698, 0.1294485263362175, -0.814, 0.412, -1.0, -0.45426295079622947, -0.79, -0.411, -0.769, -0.455, -0.572, -0.676, -0.316, -0.819, -0.03, -0.868, 0.254, -0.821, 0.002, 0.1440572070758923, g
0, 0.834, 0.315, 0.655, 0.577, -0.9482173272287979, 0.707, 0.10156782229933148, -0.47700025082496, -0.19, 0.799, -0.046034466718797185, -0.1701485885237689, -0.684, 0.477, -0.747, 0.195, -0.722, -0.6742208217443482, -0.62, -0.282, -0.492, -0.535, -0.052940897888723026, -0.66, -0.015, -0.697, -0.7287461323963353, -0.644, 0.431, -0.512, 0.647, -0.7982588358685045, g
1, 0.333, -0.25, 0.444, 0.222, 0.389, 0.167, 0.417, 0.139, 0.7225057682307683, -0.111, 0.549, -0.084, 0.583, 0.333, 0.556, 0.028, 0.25, -0.194, 0.472, -0.056, 0.528, -0.028, 0.389, 0.083, 0.415, -0.143, 0.194, 0.0043280131659302334, 0.369, -0.148, 0.083, -0.5, g
1, 0.12820392407667924, 0.352, 0.684, 0.651, 0.348, 0.798, 0.058, 0.908, -0.298, 0.865, -0.626, 0.696, -0.771, 0.393, 0.7039442965071518, 0.084, -0.816, -0.24, -0.646, -0.5, -0.398, -0.683, -0.9350443295983235, -0.755, 0.17, -0.715, 0.407, -0.576, 0.566, -0.368, 0.628, -0.133, g
1, 0.52982406819468, -0.5725392153422673, 0.833, 0.017, 0.826, 0.025, 0.7661116518466993, 0.017, 0.605, 0.059, 0.791, 0.047, -0.038602920490923065, 0.054, 0.647, 0.193, 0.84, 0.042, 0.713, 0.071, -0.016095728384353136, -0.5907311592229482, -0.9636657908474249, 0.084, 0.637, 0.083, 0.613, 0.6296473796548432, -0.7027544890769651, -0.8697709575923558, 0.9501188890892358, 0.089, g
1, 0.895, 0.3644064737866648, 0.5436114844734807, -0.6550159583927635, 0.895, 0.014, 0.929, 0.028, 0.913, -0.01, 0.941, -0.016, 0.919, 0.034, -0.9326895950205367, 0.0, 0.943, 0.014, 0.905, 0.40209330092232975, 0.887, -0.018, 0.893, 0.024, 0.89, 0.016, 0.881, 0.18226958466280951, 0.873, 0.6308568119143267, 0.867, 0.024, g
1, 0.394, -0.242, 0.627, 0.013, 0.455, -0.7099131261254459, 0.636, 0.091, 0.212, -0.212, 0.576, 0.152, 0.394, 0.0, 0.562, 0.9474122230772424, -0.7569476048827515, 0.03, -0.9046053010748246, 0.182, -0.7049853619432509, -0.152, 0.485, 0.059, 0.464, 0.061, 0.333, -0.03, 0.419, 0.064, 0.394, -0.1518911181837067, g
1, 0.905, 0.411, 0.654, 0.748, 0.9525668905006179, 0.959, -0.6585606815429779, 0.978, -0.5240395347410904, -0.6063793621972156, -0.797, 0.551, -0.966, 0.152, -0.93, 0.6971887926797355, -0.719, -0.594, -0.415, -0.852, -0.022, -0.938, 0.363, -0.854, 0.675, 0.8850721572258211, 0.86, -0.281, 0.887, 0.098, 0.755, 0.463, g
1, 1.0, -0.6037250481554598, 0.455, 0.333, -0.8618061337298262, 0.364, -0.30452888535906764, 0.731, -0.455, 0.485, -0.576, -0.5066078942051642, -0.576, -0.121, -0.333, -0.485, -0.091, -0.848, 0.485, -0.576, -0.3005981602008916, -0.424, 0.34460697121559813, -0.394, 0.73, 0.123, 0.97, 0.576, 0.242, 0.364, 0.091, 0.333, g
