@relation  ionosphere
@attribute Pulse1 integer[0,1]
@attribute Pulse3 real[-1.0,1.0]
@attribute Pulse4 real[-1.0,1.0]
@attribute Pulse5 real[-1.0,1.0]
@attribute Pulse6 real[-1.0,1.0]
@attribute Pulse7 real[-1.0,1.0]
@attribute Pulse8 real[-1.0,1.0]
@attribute Pulse9 real[-1.0,1.0]
@attribute Pulse10 real[-1.0,1.0]
@attribute Pulse11 real[-1.0,1.0]
@attribute Pulse12 real[-1.0,1.0]
@attribute Pulse13 real[-1.0,1.0]
@attribute Pulse14 real[-1.0,1.0]
@attribute Pulse15 real[-1.0,1.0]
@attribute Pulse16 real[-1.0,1.0]
@attribute Pulse17 real[-1.0,1.0]
@attribute Pulse18 real[-1.0,1.0]
@attribute Pulse19 real[-1.0,1.0]
@attribute Pulse20 real[-1.0,1.0]
@attribute Pulse21 real[-1.0,1.0]
@attribute Pulse22 real[-1.0,1.0]
@attribute Pulse23 real[-1.0,1.0]
@attribute Pulse24 real[-1.0,1.0]
@attribute Pulse25 real[-1.0,1.0]
@attribute Pulse26 real[-1.0,1.0]
@attribute Pulse27 real[-1.0,1.0]
@attribute Pulse28 real[-1.0,1.0]
@attribute Pulse29 real[-1.0,1.0]
@attribute Pulse30 real[-1.0,1.0]
@attribute Pulse31 real[-1.0,1.0]
@attribute Pulse32 real[-1.0,1.0]
@attribute Pulse33 real[-1.0,1.0]
@attribute Pulse34 real[-1.0,1.0]
@attribute Class{g,b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 1.0, 0.678, 0.813, 0.82, 0.43, 1.0, 0.206, 0.805, -0.439, 1.0, -0.791, 0.771, -1.0, 0.403, -0.39, -0.586, -0.979, -0.428, -0.731, -0.763, -0.377, -0.975, 0.414, -1.0, 0.418, -0.933, 0.258, -1.0, 0.936, -0.352, 0.988, 0.034, g
1, 1.0, 0.035, 1.0, 0.183, 1.0, 0.27, 1.0, 0.251, 1.0, 0.288, 1.0, 0.386, 1.0, 0.317, 1.0, 0.657, 1.0, 0.538, 1.0, 0.613, 1.0, 0.595, 0.896, 0.683, 0.17744347433965735, 0.714, 0.856, 0.671, 0.744, 0.856, 0.715, 0.758, g
1, 0.694, 0.389, 0.0, 0.0, -0.329, 0.8334464476987362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.206, -0.242, 0.21, 0.194, 0.464, 0.782, 0.0, 0.0, 0.0, 0.0, 0.734, 0.274, 0.762, 0.635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8221177877444117, 1.0, 0.27444943535943733, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -0.4725331872404863, -1.0, -0.8213193961003142, -1.0, 1.0, b
1, 0.576, -0.016, 0.404, 0.0, 0.384, 0.129, 0.4, -0.059, 0.565, 0.141, 0.467, 0.082, 0.525, -0.055, 0.58, -0.6704028261989361, 0.502, 0.0, 0.459, 0.067, 0.58, 0.082, 0.498, 0.0040, 0.486, 0.1, 0.463, 0.082, -0.8047212077781375, 0.235, 0.431, 0.173, g
1, 0.419, 0.125, 0.35, 0.125, 0.232, 0.28, -0.036, 0.443, 0.045, 0.362, -0.191, 0.336, -0.134, 0.273, 0.027, 0.405, -0.348, 0.127, -0.2, 0.051, -0.186, 0.364, -0.7344457236431645, -0.048, -0.1, -0.071, -1.0, -1.0, -0.029, -0.075, -0.0050, -0.063, b
1, 0.101, 0.108, 0.0, 0.0, 0.0, 0.0, 0.547, 0.824, 0.311, 1.0, 0.0, 0.0, 0.0, 0.0, 0.372, -1.0, 0.331, -1.0, 0.0, 0.0, 0.0, 0.0, -0.426, -1.0, 1.0, -1.0, 0.554, -0.236, 0.0, 0.0, 0.0, 0.0, b
0, 0.393, 0.524, -0.788, 0.113, -0.166, -0.764, 0.667, 0.012, 0.821, 0.405, -0.672, 0.307, -0.348, -0.637, 0.464, 0.155, 0.548, 0.06, -0.518, 0.45, -0.477, -0.476, 0.321, 0.702, 0.52, 0.388, 0.571, 0.393, -0.549, -0.299, 0.254, -0.558, b
1, 1.0, -0.925, 1.0, 0.755, 0.491, -0.057, 0.623, -0.27247108548704324, 1.0, -0.0010, 0.453, 0.075, 0.7705707540201421, 0.15402820919501314, 0.989, -0.0010, 0.528, 0.0, 0.528, 0.075, 0.952, -0.0010, 1.0, 0.792, 0.922, -0.0010, 0.943, -1.0, 1.0, 0.434, 0.434, -0.113, g
1, 0.438, 0.042, 0.583, -0.104, 0.396, 0.0, 0.333, -0.062, 0.479, 0.0, 0.292, 0.104, 0.542, 0.021, 0.438, -0.229, 0.354, -0.229, 0.333, 0.083, -8.390147706585083E-4, 0.008513815004498104, 0.396, -0.188, 0.44, -0.101, 0.417, -0.083, 0.583, -0.312, 0.333, -0.062, g
1, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.477, -0.891, -0.515, 0.455, -0.955, 0.286, 0.647, 1.0, 0.0, 0.0, 0.0, 0.0, 0.62, 0.203, -1.0, -1.0, 1.0, -1.0, 1.0, -0.7688187369538515, 0.0, 0.0, -0.1325943584396957, 0.0, b
1, 0.267, -0.1, 0.533, 0.0, 0.333, -0.133, 0.367, 0.117, 0.567, 0.017, 0.717, 0.083, 0.7, -0.067, 0.533, 0.2, 0.417, -0.017, 0.317, 0.2, 0.7, 0.0, 0.25, 0.133, -0.04921261338731564, 0.054, 0.4, 0.033, 0.467, 0.033, 0.417, -0.05, g
1, 0.25, 0.167, 0.467, 0.267, 0.19, 0.24, 0.078, 0.199, 0.011, 0.149, -0.024, 0.102, -0.037, 0.063, -0.038, 0.035, 0.5018915002005853, 0.015, -0.025, 0.0040, -0.017, -0.0030, -0.011, -0.0050, -0.0060, -0.0060, -0.0030, -0.0050, -0.0010, -0.0040, 0.0, -0.0030, g
1, 0.947, 0.287, 0.726, 0.672, 0.476, 0.825, 0.013, 0.891, -0.249, 0.845, -0.476, 0.561, -0.759, 0.417, -0.665, 0.072, -0.654, -0.195, -0.525, -0.44, -0.309, -0.551, -0.041, -0.648, 0.161, -0.564, 0.368, -0.419, -0.6498274299432122, -0.225, 0.504, -0.06, g
1, 0.7619968233075918, 1.0, 1.0, 0.512, 0.625, -1.0, 1.0, 1.0, 0.025, 0.031, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 0.312, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.944, 1.0, 0.0, 0.7028941818752545, b
1, 0.186, -0.167, 0.0, 0.0, 0.0, -0.5751329077349819, 0.0, 0.0, 0.0, 0.0, 0.115, -0.191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.051, -0.066, 0.079, 0.09, 0.173, -0.109, 0.125, 0.096, 0.026, -0.048, 0.168, 0.9206522707642644, b
1, 1.0, 1.0, -1.0, 1.0, -1.0, -0.825, 0.346, 0.211, -0.7216860795676909, 0.07, 0.228, 0.057, 0.351, 0.346, 0.728, -0.039, 0.228, -0.47568036557074644, 0.0, 0.0, -0.298, -0.162, 1.0, -0.667, 1.0, -1.0, 1.0, -0.246, 0.351, 0.202, 0.829, 0.079, b
1, 1.0, 0.241, 0.998, -0.3554919779662723, 0.802, -0.301, 0.899, -0.235, 0.706, -0.241, 0.739, -0.305, -0.5237601412282697, -0.361, 0.472, -0.612, 0.405, -0.551, 0.61, -0.393, 0.532, -0.327, 0.24, -0.521, 0.292, -0.484, 0.128, -0.391, 0.157, -0.513, 0.184, -0.466, g
1, 0.842, 0.435, 0.5, 0.762, 0.099, 0.935, -0.378, 0.882, -0.724, 0.612, -0.939, 0.194, -0.867, 0.7192067554498107, -0.629, -0.656, -0.251, -0.857, 0.162, -0.865, 0.515, -0.669, 0.749, -0.289, 0.779, 0.079, 0.641, 0.428, 0.314, 0.624, -0.0040, 0.694, g
1, 1.0, 0.068, 1.0, 0.142, 1.0, 0.221, 1.0, -0.125, 1.0, 0.395, 1.0, 0.49, 1.0, 0.59, -0.375, 1.0, 1.0, 0.0, 1.0, 0.92, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 1.0, 1.0, g
0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.8195047024217212, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, -0.983355448577403, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -0.40890305428973006, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, b
1, 0.0, 0.0, -0.16187645661688332, 0.0, 0.0, 0.0, -0.85, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -0.6, -1.0, 1.0, 1.0, -1.0, -0.2, 1.0, -0.27346017241325704, 0.0, 1.0, 0.0, 0.0, b
1, 1.0, 0.455, 1.0, 0.545, 0.818, 0.636, 1.0, -0.091, 1.0, 0.0, 0.818, -0.455, 0.636, 0.273, 0.48679629468517294, -0.636, 0.40625979458127626, -0.273, 0.909, -0.455, 1.0, 0.078, 1.0, -0.09466371617621361, 1.0, 0.05477923412220065, 1.0, 0.364, 1.0, 0.636, 0.727, 0.273, g
1, -0.805784737646064, -0.597, 0.0, 0.0, -1.0, 0.645, -0.871, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.298, 0.234, 1.0, 0.516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
0, 0.6865053171493358, -0.9067257758944123, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -0.4932738746267915, 1.0, 1.0, -1.0, 0.7634557792366146, 1.0, 1.0, 1.0, -0.14480417946931068, 1.0, 1.0, 1.0, 1.0, -1.0, b
1, 0.927, 0.042, 0.893, 0.158, 0.861, 0.198, 0.837, 0.365, 0.806, 0.402, 0.762, 0.406, 0.666, 0.484, 0.601, 0.518, 0.534, 0.522, 0.484, 0.542, 0.09060226732180499, 0.557, 0.333, 0.553, 0.27, 0.542, 0.223, 0.534, 0.143, 0.491, 0.116, 0.466, g
1, 0.935, 0.136, 0.937, 0.254, 0.857, 0.388, 0.79, 0.471, 0.724, 0.599, 0.653, 0.75, 0.508, 0.736, 0.416, 0.827, 0.255, 0.86, 0.137, 0.856, 0.0050, 0.889, -0.074, 0.798, -0.21, 0.78, -0.332, 0.715, -0.385, 0.644, -0.474, 0.558, g
1, 0.806, 0.131, 0.731, 0.243, 0.646, 0.19, 0.369, 0.456, 0.448, 0.464, 0.25, 0.573, 0.252, 0.371, 0.152, 0.519, -0.098, 0.575, -0.035, 0.429, -0.089, 0.444, -0.149, 0.4, -0.199, 0.35, -0.238, 0.295, -0.266, 0.239, -0.238, 0.312, g
1, 0.923, 0.155, 0.864, 0.298, 0.726, 0.368, 0.706, 0.568, 0.574, 0.627, 0.433, 0.747, 0.317, 0.677, 0.191, 0.768, 0.047, 0.762, -0.121, 0.77, -0.185, 0.713, -0.293, 0.657, -0.388, 0.586, -0.468, 0.501, -0.531, 0.407, -0.562, 0.351, g
0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -0.8172331274992863, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, b
1, 0.735, -0.383, 0.802, 0.103, 0.788, 0.153, 0.556, 0.053, 1.0, 0.212, 0.719, 0.29, 0.688, 0.329, 0.497, 0.173, 0.643, -0.028, 0.574, 0.425, 0.531, 0.449, 0.945, 0.575, 0.660289466301978, 0.482, 0.125, 1.0, 0.351, 0.497, 0.306, 0.498, g
1, 0.619, 0.108, 0.707, -0.069, -0.35234853051424686, 0.017, -0.5431425263041496, 0.0020, 0.71, 0.158, 0.716, -0.0020, 0.798, 0.066, 0.837, -0.166, 0.687, -0.091, 0.625, -0.013, 0.61, 0.117, 0.713, -0.095, 0.698, -0.017, 0.633, 0.048, 0.789, -0.051, 0.652, -0.047, g
1, 0.0, 0.0, 1.0, 0.129, 0.884, -0.02, 0.0, 0.0, 1.0, -0.424, 1.0, 0.196, 1.0, 0.5218857367341141, 1.0, -0.816, 0.0, 0.9335843943836131, 1.0, -0.04, 1.0, -0.187, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 1.0, 0.118, 0.907, -0.096, b
1, 0.882, 0.435, 0.596, 0.777, 0.197, 0.945, -0.241, 0.925, -0.625, 0.713, -0.864, 0.337, -0.924, -0.053, -0.774, -0.447, -0.47, -0.733, -0.102, -0.822, 0.264, -0.776, 0.56, -0.559, 0.721, -0.244, 0.725, 0.096, 0.581, 0.389, 0.347, 0.577, g
1, 0.946, 0.175, 0.909, 0.331, 0.851, 0.5, 0.737, 0.638, 0.592, 0.738, 0.487, 0.836, 0.305, 0.907, 0.18, 0.934, -0.0070, 0.931, -0.189, 0.894, -0.33, 0.825, -0.465, 0.765, -0.586, 0.663, -0.679, 0.526, -0.753, 0.425, -0.812, 0.261, g
1, 0.635, -0.044, 0.765, 0.03, 0.614, 0.36, 0.654, -0.0050, 0.642, 0.083, 0.794, -0.434, 0.725, 0.55, 0.596, 0.139, 0.635, 0.3900357217970387, 0.633, -0.254, 0.71, 0.154, 0.647, 0.231, 0.688, 0.177, 0.617, 0.076, 0.663, 0.198, 0.691, 0.367, g
1, 0.715, -0.0060, 0.667, -0.042, 0.631, -0.052, 0.78, 0.081, 0.673, 0.05257297983685816, 0.647, 0.159, 0.602, -0.019, 0.544, -0.045, 0.469, -0.1, 0.647, 0.149, 0.392, 0.217, 0.524, -0.055, 0.451, 0.0, 0.8004484860693217, -0.068, 0.492, -0.107, 0.304, -0.052, g
1, 0.988, 0.022, 0.931, 0.341, 0.839, 0.352, 0.747, 0.056967288501786006, 0.736, 0.519, 0.551, 0.602, 0.431, 0.662, 0.318, 0.704, 0.284, 0.689, 0.075, 0.737, 0.063, 0.713, -0.165, 0.697, -0.166, 0.605, -0.162, 0.558, -0.347, 0.442, -0.335, 0.375, g
1, 0.997, 0.217, 0.92, 0.47, 0.769, 0.624, 0.533, 0.781, 0.368, 0.883, 0.101, 0.833, -0.068, 0.893, 0.6142440656233217, 0.721, -0.437, 0.617, -0.558, 0.481, -0.65, 0.355, -0.647, 0.159, -0.667, 0.023, -0.649, -0.135, -0.546, -0.229, -0.472, -0.35, g
1, 0.94, 0.281, 0.805, 0.528, 0.582, 0.732, 0.35, 0.805, -0.005009440473515925, 0.904, -0.2, 0.893, -0.397, 0.822, -0.588, 0.629, -0.763, 0.404, -0.813, 0.189, -0.813, -0.39859346891720626, -0.753, -0.269, -0.632, -0.464, -0.464, -0.614, -0.264, -0.708, 0.7667580330201327, -0.713, g
1, 0.291, 0.1, 0.233, 0.173, 0.038, 0.343, 0.12, 0.263, 0.063, 0.213, -0.047, 0.128, -0.063, 0.079, -0.063, 0.041, -0.054, 0.014, -0.042, -0.0030, -0.029, -0.012, 0.5005610882073084, -0.015, -0.0090, -0.015, -0.0030, -0.012, 0.0010, -0.0090, 0.0030, 0.3701418292173515, g
1, 0.871, 0.043, 0.799, 0.183, 0.99, 0.293, 0.895, -0.083, 0.886, -0.02, 0.904, -0.267, 0.894, 0.2, 0.886, -0.046, 0.845, -0.01, 0.979, -0.34, 0.79, -0.251, 0.867, -0.092, 0.86, -0.029, 0.788, -0.041, 0.759, 0.218, 0.882, 0.092, g
1, 0.878, -0.082, 0.834, 0.073, 0.848, 0.041, 0.772, -0.022, 0.772, -0.057, -0.2830484987429922, -0.106, 0.679, -0.0050, 0.88, -0.209, 0.834, 0.033, 0.864, -0.06, 0.973, -0.28, 0.851, -0.188, 0.837, -0.102, 0.859, -0.033, 0.785, -0.109, 0.791, -0.0050, g
1, 0.881, 0.275, 0.721, 0.429, 0.616, 0.637, 0.388, 0.905, 0.098, 0.961, -0.201, 0.892, -0.357, 0.775, -0.651, 0.622, -0.788, 0.455, 0.2899233077862122, 0.191, -0.839, -0.081, -0.783, -0.264, -0.676, -0.455, -0.547, -0.609, -0.305, -0.667, -0.193, -0.756, g
1, 0.941, -0.015, 0.942, 0.01, 0.95, -0.015, 0.959, -0.011, 0.946, -0.037, 0.972, -0.018, 0.971, -0.039, -0.7855201740249805, -0.041, 0.952, -0.047, 0.942, -0.022, 0.928, -0.044, 0.92, -0.045, 0.927, -0.058, 0.903, -0.075, 0.92, -0.072, 0.92, -0.074, g
1, 0.924, 0.369, 0.72, 0.684, 0.293, 0.941, -0.111, 0.765, 0.5891569400180963, 0.925, -0.666, 0.788, -0.921, -0.8275926401437244, -0.943, 0.096, -1.0, 0.032, -0.664, -0.663, -0.46, -0.782, -0.135, -0.881, -0.09424016370769595, -0.851, 0.489, -0.702, 0.699, -0.46, 0.761, -0.132, g
1, 0.85, 0.018, 0.922, 0.015, 0.92, 0.022, 0.928, 0.08, 0.876, -0.1458760055587338, 0.912, 0.043, 0.907, 0.05, 0.873, 0.028, 0.959, 0.0, 0.891, 0.07, 0.884, 0.077, 0.837, 0.109, 0.869, 0.09, 0.876, 0.088, 0.852, 0.101, 0.843, 0.107, g
1, 0.901, 0.018, 1.0, -0.018, 0.901, 0.0070, 0.848, 0.057, 1.0, 0.035, 0.979, 0.011, 0.975, 0.035, 1.0, -0.032, -0.5184722015444357, -0.032, 0.862, 0.078, 1.0, 0.092, 0.901, 0.046, 0.943, 0.032, 0.947, 0.025, 1.0, 0.011, 0.936, 0.021, g
1, 0.881, 0.0, 0.948, -0.027, 0.936, -0.012, 0.902, 0.018, 0.902, 0.018, 0.939, 0.0090, 0.957, 0.0030, 1.0, 0.027, 0.942, -0.012, 0.909, 0.024, 0.915, 0.055, 0.997, 0.049, 0.897, 0.576069911843182, 0.909, 0.0090, 1.0, 0.055, 0.976, -0.012, g
1, 0.658, 0.436, 0.447, 0.748, 0.053, 0.851, -0.32, 0.821, -0.683, 0.524, -0.842, 0.071, -0.828, -0.287, -0.47, -0.717, -0.048, -0.86, 0.233, -0.763, 0.567, -0.521, 0.743, -0.186, 0.748, 0.237, 0.452, 0.591, 0.205, 0.768, -0.185, 0.744, g
1, 0.996, 0.065, 1.0, 0.3436657500787792, 0.978, 0.025, 0.961, 0.023, 0.993, 0.078, 0.893, 0.103, 0.942, 0.053, 0.888, 0.111, 0.861, 0.086, 0.816, 0.118, 0.837, 0.144, 0.813, 0.134, 0.795, 0.136, 0.791, 0.154, 0.771, 0.159, 0.709, 0.12, g
1, 0.284, -0.318, 0.0, 0.0, 0.682, -1.0, 0.307, 0.958, 0.644, 0.064, 0.348, 0.6601940811751863, 0.0, 0.0, 0.591, -0.36, 0.451, -0.807, 0.0, 0.0, 0.0, 0.0, 0.242, 0.178, 1.0, -0.239, 0.061, -0.485, 0.163, -0.701, 0.0, 0.0, b
1, 0.904, 0.9728377181973396, 1.0, 0.08, 1.0, 0.016, 0.93, 0.0050, 0.936, -0.016, 1.0, 0.0, 1.0, 0.064, 1.0, 0.048, 0.914, 0.043, -0.6225619599275668, 0.021, 0.989, -0.016, 0.963, 0.053, 0.97, 0.045, 0.877, 0.011, 1.0, 0.091, 0.979, 0.064, g
0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.4072431850729611, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -0.8604946974340115, 0.0, 1.0, 0.75, 0.0, 0.0, 0.0, -0.17276271366811424, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, -1.0, -0.991568689698253, 1.0, 1.0, 0.0, 0.0, b
0, -1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 0.16531414286357204, 0.0, 1.0, -1.0, 0.0, 0.0, 0.892822272584965, 0.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -0.3013413747077206, 0.0, 0.0, b
1, 0.575, -0.032, 0.752, -0.7150662675767825, 0.615, -0.012, 0.54, 0.034, 0.617, 0.099, 0.591, -0.024, 0.627, 0.012, 0.708, 0.026, 0.603, -0.26167606778016217, 0.478, -0.028, 0.591, 0.038, 0.5, 0.04, 0.613, -0.012, 0.617, -0.135, 0.688, -0.014, 0.625, -0.032, g
1, 0.798, 0.094, 0.781, 0.207, 0.716, 0.281, 0.693, 0.413, 0.659, 0.501, 0.579, 0.7961692632632724, 0.492, 0.584, 0.334, 0.679, 0.296, 0.635, 0.096, 0.681, 0.021, 0.722, -0.087, 0.632, -0.119, 0.34334748316168495, -0.182, 0.56, -0.255, 0.517, -0.273, 0.425, g
1, 1.0, -0.013, 1.0, 0.016, 1.0, -0.0020, 1.0, 0.063, 0.978, 0.045, 0.96, 0.029, 1.0, 0.065, 0.989, 0.034, 1.0, 0.036, 0.998, 0.094, 0.957, 0.074, 1.0, 0.101, 1.0, 0.088, 0.991, 0.085, 1.0, 0.101, 1.0, 0.101, g
1, 0.884, 0.367, 0.671, 0.674, 0.396, 0.864, 0.024, 0.932, -0.351, 0.837, -0.603, 0.588, -0.787, 0.388, -0.833, -0.0060, -0.693, -0.33, -0.525, -0.539, -0.274, -0.681, 0.0080, -0.698, 0.26, -0.607, 0.446, -0.434, 0.542, -0.215, 0.563, 0.028, g
