@relation  yeast
@attribute Mcg real[0.11,1.0]
@attribute Gvh real[0.13,1.0]
@attribute Alm real[0.21,1.0]
@attribute Mit real[0.0,1.0]
@attribute Erl real[0.5,1.0]
@attribute Pox real[0.0,0.83]
@attribute Vac real[0.0,0.73]
@attribute Nuc real[0.0,1.0]
@attribute Class{MIT,NUC,CYT,ME1,ME2,ME3,EXC,VAC,POX,ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.22355627096108077, 0.65, 0.52, 0.16, 0.5, 0.0, 0.5483906599386573, 0.22, CYT
0.47, 0.47, 0.57, 0.48, 0.5, 0.06165318774796398, 0.48, 0.19549843603640293, MIT
0.35, 0.52, 0.48, 0.22, 0.5, 0.0, 0.26, 0.22, MIT
0.4361310258824683, 0.55, 0.34, 0.31, 0.5, 0.0, 0.54, 0.22, ME3
0.4, 0.38, 0.53, 0.16, 0.5, 0.0, 0.52, 0.27, NUC
0.5, 0.64, 0.57, 0.15, 0.5, 0.0, 0.47, 0.22, CYT
0.39, 0.58, 0.5, 0.26, 0.5, 0.0, 0.54, 0.59, ME3
0.39, 0.47, 0.56, 0.16, 0.5, 0.0, 0.47, 0.22, CYT
0.58, 0.48, 0.51, 0.47, 0.5, 0.0, 0.55, 0.22, NUC
0.43, 0.57, 0.53, 0.16, 0.5, 0.0, 0.54, 0.22, CYT
0.26, 0.36, 0.47, 0.34, 0.5, 0.0, 0.53, 0.72, NUC
0.8503720502719218, 0.68, 0.7681453845016997, 0.16, 0.5, 0.0, 0.53, 0.28, NUC
0.42, 0.31, 0.5, 0.3988387413320222, 0.5, 0.0, 0.53, 0.22, NUC
0.67, 0.71, 0.52, 0.65, 0.5, 0.0, 0.53, 0.36, NUC
0.26, 0.5, 0.33, 0.28, 0.5, 0.0, 0.51, 0.22, ME3
0.31, 0.44, 0.53, 0.23, 0.5, 0.0, 0.4784539904232263, 0.32, NUC
0.38, 0.68, 0.44, 0.45, 0.5, 0.0, 0.53, 0.22, MIT
0.48, 0.64, 0.61, 0.23, 0.8768462300945181, 0.0, 0.6, 0.22, CYT
0.32, 0.42, 0.52, 0.24, 0.5, 0.0, 0.6, 0.22, CYT
0.42, 0.58, 0.41, 0.65, 0.5, 0.6682466930356451, 0.46, 0.26, MIT
0.59, 0.61, 0.34, 0.22, 0.5, 0.0, 0.51, 0.22, MIT
0.52, 0.77, 0.38, 0.34, 0.5, 0.0, 0.51, 0.22, MIT
0.5, 0.8019273860291408, 0.6, 0.51, 0.5, 0.0, 0.48, 0.22, MIT
0.77, 0.79, 0.58, 0.23, 0.5, 0.0, 0.48, 0.22, EXC
0.82, 0.75, 0.54, 0.23, 0.5, 0.0, 0.46, 0.22, EXC
0.4, 0.56, 0.48, 0.14, 0.5, 0.0, 0.47, 0.22, MIT
0.42, 0.57, 0.72, 0.22, 0.5, 0.26046069393410826, 0.57, 0.22, MIT
0.44, 0.53, 0.52, 0.23, 0.5, 0.83, 0.51, 0.22, POX
0.31251818540564696, 0.58, 0.56, 0.21, 0.5, 0.0, 0.54, 0.33, NUC
0.27, 0.36, 0.4721732728653991, 0.33, 0.5, 0.0, 0.37, 0.31, NUC
0.35, 0.4, 0.59, 0.22, 0.5, 0.0, 0.47, 0.37, NUC
0.83, 0.58, 0.33, 0.04, 0.5, 0.0, 0.014218625566973031, 0.22, ME2
0.52, 0.54, 0.5, 0.21, 0.5, 0.0, 0.48, 0.3, CYT
0.55, 0.6563140569828251, 0.53, 0.11, 0.5, 0.0, 0.52, 0.48, CYT
0.92, 0.61, 0.4, 0.22, 0.5, 0.0, 0.54, 0.22, ME2
0.55, 0.56, 0.45, 0.14, 0.5, 0.0, 0.54, 0.22, CYT
0.63, 0.61, 0.41, 0.22, 0.5, 0.0, 0.51, 0.22, ME3
0.630087841553634, 0.38, 0.45, 0.19, 0.5, 0.0, 0.51, 0.22, ME2
0.77, 0.8, 0.849686982566418, 0.4, 1.0, 0.0, 0.54, 0.22, ERL
0.57, 0.61, 0.45, 0.9828247863293683, 0.5, 0.0, 0.5, 0.7159684725841434, CYT
0.25, 0.4, 0.51, 0.18, 0.5, 0.0, 0.5, 0.27, CYT
0.54, 0.57, 0.52, 0.8123714355315015, 0.5, 0.0, 0.59, 0.17287115989552604, NUC
0.42, 0.52, 0.4, 0.17, 0.9008245452774746, 0.0, 0.5, 0.26, ME3
0.91, 0.77, 0.34, 0.47, 0.5, 0.0, 0.36471570175716556, 0.31, ME1
0.41, 0.39, 0.51, 0.52, 0.5, 0.0, 0.49, 0.22, CYT
0.69, 0.6, 0.5, 0.8098264846042326, 0.5, 0.0, 0.55, 0.22, CYT
0.55, 0.66, 0.57, 0.32, 0.5, 0.0, 0.57, 0.34, CYT
0.23, 0.3, 0.58, 0.22, 0.5, 0.0, 0.48, 0.27, NUC
0.31, 0.31, 0.54, 0.18, 0.5, 0.0, 0.52, 0.29, NUC
0.91, 0.69, 0.57, 0.9164235903686899, 0.5, 0.0, 0.56, 0.22, ME2
0.59, 0.43, 0.52, 0.19, 0.5, 0.0, 0.55, 0.27, CYT
0.49, 0.31, 0.34, 0.13, 0.5, 0.0, 0.52, 0.22, ME3
0.58, 0.48, 0.56, 0.1, 0.5, 0.0, 0.7205656316644897, 0.25, NUC
0.58, 0.48, 0.56, 0.12, 0.5, 0.0, 0.46, 0.25, NUC
0.58, 0.45, 0.48, 0.6432724824741651, 0.5, 0.0, 0.52, 0.37, CYT
0.41, 0.6, 0.53, 0.2030868654146527, 0.5, 0.0, 0.47, 0.43, NUC
0.69, 0.5, 0.49, 0.42, 0.5, 0.0, 0.49, 0.22, MIT
0.21, 0.38, 0.49, 0.16, 0.5, 0.0, 0.51, 0.45, CYT
0.46, 0.57, 0.57, 0.15, 0.5, 0.0, 0.52, 0.26, NUC
0.57, 0.59, 0.5, 0.58, 0.5, 0.0, 0.53, 0.22, MIT
0.44, 0.42, 0.62, 0.6738309535835476, 0.5, 0.0, 0.55, 0.37, NUC
0.39, 0.39, 0.55, 0.52, 0.5, 0.0, 0.37, 0.16, NUC
0.51, 0.48, 0.58, 0.22, 0.7664147562501986, 0.0, 0.5, 0.28, NUC
0.53, 0.53, 0.53, 0.17, 0.6545600744789839, 0.0, 0.49, 0.37, NUC
0.32, 0.34, 0.61, 0.17, 0.7083860685137068, 0.0, 0.52, 0.32, NUC
0.41, 0.43, 0.5, 0.28, 0.5, 0.0, 0.5, 0.22, CYT
0.49, 0.4, 0.34, 0.26, 0.5, 0.0, 0.5, 0.22, ME3
0.52, 0.5, 0.53, 0.1, 0.5, 0.0, 0.48, 0.22, POX
0.53, 0.56, 0.49, 0.46, 0.7120940159568783, 0.0, 0.52, 0.22, MIT
0.51, 0.52, 0.48, 0.5, 0.5, 0.0, 0.51, 0.22, MIT
0.45, 0.7615604125129899, 0.53, 0.74, 0.5, 0.0, 0.47, 0.25, MIT
0.47, 0.63, 0.66, 0.45, 0.5, 0.0, 0.37, 0.11, MIT
0.56, 0.45, 0.59, 0.14, 0.5, 0.0, 0.51, 0.26, NUC
0.5, 0.46, 0.42, 0.32, 0.5, 0.0, 0.56, 0.8332755672357222, ME3
0.81, 0.76, 0.32, 0.015863340817360055, 0.5, 0.0, 0.51, 0.22, ME2
0.42, 0.25, 0.6, 0.14, 0.5, 0.0, 0.45, 0.22, CYT
0.67, 0.63, 0.34, 0.41, 0.5, 0.0, 0.6, 0.33, ME1
0.57, 0.49, 0.48, 0.16, 0.5, 0.0, 0.51, 0.27883137000697467, NUC
0.43, 0.32, 0.56, 0.27, 0.5, 0.0, 0.47, 0.27, NUC
0.84, 0.87, 0.45, 0.54, 0.5, 0.0, 0.28, 0.22, ME1
0.89, 0.82, 0.44380164960953444, 0.49, 0.5, 0.0, 0.55, 0.22, ME2
0.37, 0.55, 0.29, 0.32, 0.5, 0.0, 0.51, 0.22, ME3
0.52, 0.48, 0.54, 0.28, 0.5, 0.1248826181783533, 0.54, 0.22, NUC
0.52, 0.62, 0.54, 0.19, 0.5, 0.0, 0.5, 0.22, MIT
0.46, 0.4, 0.38, 0.18, 0.5, 0.0, 0.49, 0.22, ME3
0.5, 0.45, 0.48, 0.17, 0.5, 0.0, 0.5, 0.26, CYT
0.39, 0.37, 0.33, 0.23, 0.5, 0.0, 0.52, 0.26, ME3
0.41, 0.41, 0.51, 0.19, 0.5, 0.0, 0.57, 0.22, MIT
0.5, 0.49, 0.52, 0.2, 0.9939410256906276, 0.0, 0.43, 0.52, NUC
0.32, 0.47, 0.55, 0.25, 0.5, 0.0, 0.49, 0.22, MIT
0.49, 0.48, 0.46, 0.63, 0.5, 0.0, 0.52, 0.22, MIT
0.34, 0.54, 0.54, 0.13, 0.5, 0.0, 0.52, 0.22, CYT
0.43, 0.83, 0.55, 0.2, 0.5933304318677006, 0.0, 0.47, 0.4, NUC
0.36, 0.4, 0.53, 0.04968600884305453, 0.5, 0.0, 0.48, 0.22, MIT
0.57, 0.4, 0.62, 0.3, 0.5, 0.0, 0.48, 0.11, MIT
0.42, 0.53, 0.53, 0.64, 0.5, 0.0, 0.47, 0.22, MIT
0.41, 0.52, 0.53, 0.41, 0.5, 0.0, 0.39, 0.33, MIT
0.58, 0.52, 0.61, 0.33, 0.5, 0.0, 0.38, 0.11, MIT
0.64, 0.64, 0.56, 0.21, 0.5, 0.0, 0.5, 0.22, MIT
0.53, 0.52, 0.61, 0.35, 0.5, 0.0, 0.5, 0.22, MIT
0.55, 0.59, 0.47, 0.64, 0.5, 0.0, 0.54, 0.33, MIT
0.54, 0.64, 0.5, 0.13, 0.5, 0.0, 0.49, 0.22, MIT
0.76, 0.76, 0.35, 0.27, 0.5, 0.0, 0.44, 0.22, ME1
0.49, 0.44, 0.45, 0.55, 0.5, 0.0, 0.10582380703087518, 0.22, MIT
0.63, 0.47, 0.56, 0.12, 0.5, 0.0, 0.5, 0.22, MIT
0.51, 0.65, 0.8686725719409698, 0.19, 0.5, 0.0, 0.49, 0.22, EXC
0.42, 0.28, 0.57, 0.18, 0.5, 0.0, 0.42, 0.22, NUC
0.45, 0.41, 0.58, 0.48, 0.5, 0.0, 0.53, 0.64, NUC
0.9, 0.54, 0.59, 0.2, 0.5, 0.0, 0.48, 0.22, NUC
0.6776874701766501, 0.59, 0.54, 0.7003607525723895, 0.5, 0.0, 0.41, 0.3, NUC
0.69, 0.62, 0.49, 0.0, 1.0, 0.0, 0.47, 0.5458030313127216, NUC
0.43, 0.38, 0.38, 0.12, 0.5, 0.0, 0.5, 0.22, ME2
0.39, 0.42, 0.49709304622772454, 0.1, 0.5, 0.0, 0.49, 0.65, NUC
0.8508205401247415, 0.28, 0.54, 0.14, 0.5, 0.0, 0.59, 0.22, MIT
0.49, 0.27, 0.57, 0.18, 0.5, 0.83, 0.54, 0.22, POX
0.64, 0.52, 0.5, 0.26, 0.5, 0.0, 0.51, 0.31, NUC
0.6, 0.5859207514384577, 0.54, 0.53, 0.5, 0.0, 0.52, 0.27, MIT
0.49, 0.8344610022018806, 0.53, 0.16, 0.5, 0.0, 0.49, 0.31, CYT
0.52, 0.46, 0.51, 0.18, 0.5, 0.0, 0.5, 0.22, CYT
0.55, 0.59, 0.52, 0.1, 0.5, 0.0, 0.53, 0.22, CYT
0.6924129280057766, 0.38, 0.45, 0.19, 0.5, 0.0, 0.54, 0.37, NUC
0.41, 0.48, 0.38, 0.13, 0.5, 0.0, 0.51, 0.35, ME3
0.51, 0.46, 0.49, 0.21, 0.5, 0.0, 0.55, 0.22, VAC
0.4, 0.36, 0.55, 0.15, 0.5, 0.0, 0.53, 0.6820835575186842, VAC
0.59, 0.58, 0.47, 0.61, 0.5, 0.0, 0.44, 0.3, MIT
0.62, 0.43, 0.49, 0.29, 0.5, 0.0, 0.5, 0.27, CYT
0.48, 0.42, 0.48, 0.19, 0.5, 0.0, 0.58, 0.22, CYT
0.47, 0.61, 0.5, 0.23, 0.5, 0.0, 0.49, 0.22, ME3
0.27, 0.56, 0.3, 0.14, 0.5, 0.0, 0.52, 0.39, ME3
0.38, 0.48, 0.51, 0.13, 0.5, 0.0, 0.5, 0.32, NUC
0.49, 0.71, 0.54, 0.13, 0.5, 0.0, 0.58, 0.22, NUC
0.63, 0.55, 0.53, 0.51, 0.5, 0.0, 0.55, 0.22, VAC
0.56, 0.48, 0.5, 0.17, 0.5, 0.0, 0.51, 0.26, CYT
0.62, 0.41, 0.52, 0.17, 0.5, 0.0, 0.48, 0.22, NUC
0.35, 0.47, 0.53, 0.19, 0.5, 0.0, 0.219367801020706, 0.22, CYT
0.6, 0.59, 0.6038075444111153, 0.8319913313798586, 0.5, 0.0, 0.53, 0.22, MIT
0.33, 0.28, 0.5, 0.4, 0.5, 0.0, 0.46, 0.61, NUC
0.45, 0.54, 0.49, 0.29, 0.5, 0.0, 0.49, 0.25, NUC
0.41, 0.52, 0.56, 0.26, 0.5, 0.0, 0.48, 0.32, NUC
0.59, 0.47, 0.51, 0.53, 0.5, 0.004813693253047226, 0.53, 0.26, CYT
0.57, 0.7070249944196606, 0.52, 0.16, 0.5, 0.6783941193736144, 0.49, 0.39, NUC
0.64, 0.44, 0.51, 0.35, 0.5, 0.0, 0.53, 0.22, CYT
0.45, 0.43, 0.5, 0.25, 0.5, 0.0, 0.47, 0.22, MIT
0.7941576305786514, 0.36, 0.64, 0.37, 0.5, 0.0, 0.37, 0.33, NUC
0.6101666420675271, 0.44, 0.64, 0.19, 0.5, 0.0, 0.38, 0.33, NUC
0.61, 0.38, 0.57, 0.36, 0.5, 0.0, 0.44, 0.21, CYT
0.35, 0.41, 0.53, 0.27, 0.5, 0.0, 0.47, 0.29, NUC
0.4, 0.3, 0.57, 0.13, 0.5, 0.0, 0.46, 0.22, NUC
0.44, 0.5, 0.55, 0.24, 0.5, 0.0, 0.48, 0.22, NUC
0.37, 0.45, 0.53, 0.14, 0.5, 0.0, 0.49, 0.22, NUC
0.37, 0.3, 0.51, 0.15, 0.5, 0.0, 0.58, 0.26, NUC
0.57, 0.43, 0.52, 0.3, 0.5, 0.0, 0.37, 0.11, CYT
0.44, 0.56, 0.52, 0.18, 0.5, 0.0, 0.5, 0.11, CYT
0.36, 0.56, 0.52, 0.18, 0.5, 0.0, 0.45, 0.16, CYT
0.72, 0.37, 0.63, 0.38, 0.5, 0.0, 0.4, 0.14, CYT
0.44, 0.36, 0.64, 0.45, 0.5, 0.0, 0.53, 0.11, CYT
0.34, 0.34, 0.65, 0.4, 0.5, 0.0, 0.32, 0.16, CYT
0.54, 0.44, 0.55, 0.48, 0.5, 0.0, 0.47, 0.22, CYT
0.69, 0.9986156960992645, 0.55, 0.23, 0.5, 0.0, 0.73, 0.22, CYT
0.46, 0.39, 0.54, 0.22, 0.5, 0.0, 0.48, 0.25, CYT
0.46, 0.39, 0.54, 0.22, 0.5, 0.0, 0.48, 0.25, CYT
0.42, 0.5, 0.64, 0.13, 0.5, 0.0, 0.49, 0.22, CYT
0.38, 0.5, 0.52, 0.44, 0.5, 0.0, 0.54, 0.11, CYT
0.51, 0.7432806220914425, 0.58, 0.17, 0.5, 0.0, 0.47, 0.28, CYT
0.6, 0.57, 0.52, 0.14, 0.5, 0.0, 0.46, 0.48, NUC
0.56, 0.65, 0.9255170701852806, 0.56, 0.5, 0.0, 0.49, 0.22, MIT
0.54, 0.64, 0.4, 0.56, 0.5, 0.0, 0.51, 0.7729521239579078, MIT
0.6, 0.51, 0.49, 0.18, 0.5, 0.0, 0.53, 0.38, CYT
0.34, 0.46, 0.52, 0.19, 0.5, 0.0, 0.53, 0.9844854054936407, CYT
0.44, 0.71, 0.5, 0.21, 0.5, 0.0, 0.54, 0.27, CYT
0.56, 0.49, 0.32, 0.22, 0.5, 0.0, 0.5, 0.22, ME2
0.44, 0.51, 0.53, 0.3, 0.5, 0.0, 0.53, 0.22, CYT
0.52, 0.55, 0.39, 0.09, 1.0, 0.0, 0.55, 0.25, ME3
0.85, 0.69, 0.34, 0.31, 0.5, 0.0, 0.57, 0.3, ME1
0.47, 0.56, 0.53, 0.44, 0.5, 0.0, 0.53, 0.22, MIT
0.45, 0.41, 0.53, 0.49, 0.5, 0.0, 0.49, 0.31, NUC
0.56, 0.55, 0.57, 0.15, 0.5, 0.0, 0.54, 0.25, CYT
0.37, 0.47, 0.49, 0.12, 0.5, 0.7642533725882539, 0.47, 0.31, NUC
0.32, 0.6, 0.48, 0.13, 0.5, 0.0, 0.53, 0.22, NUC
0.48, 0.55, 0.58, 0.18, 0.5, 0.0, 0.49413107820417057, 0.69, NUC
0.6187329347102747, 0.5, 0.51, 0.26, 0.5, 0.0, 0.52, 0.22, CYT
0.6, 0.64, 0.56, 0.36, 0.5, 0.0, 0.46, 0.27, CYT
0.27, 0.41, 0.24, 0.7151678110741004, 0.5, 0.0, 0.49, 0.22, ME3
0.25, 0.35, 0.22, 0.18, 0.5, 0.0, 0.46, 0.22, ME3
0.39, 0.45, 0.51, 0.29, 0.5, 0.0, 0.54, 0.22, CYT
0.66, 0.43, 0.57, 0.6, 0.5, 0.0, 0.19, 0.33, NUC
0.51, 0.5, 0.54, 0.11, 0.5, 0.0, 0.6, 0.22, NUC
0.5, 0.45, 0.51, 0.19, 0.5, 0.0, 0.53, 0.25, CYT
0.44, 0.43, 0.46, 0.28, 0.5, 0.0, 0.45, 0.29, NUC
0.32, 0.68, 0.51, 0.16, 0.5, 0.83, 0.55, 0.22, POX
0.73, 0.52, 0.59, 0.25, 0.5, 0.0, 0.51, 0.22, NUC
0.49, 0.6, 0.54, 0.35, 0.5, 0.0, 0.53, 0.46, NUC
0.49, 0.6, 0.42, 0.18, 0.5, 0.0, 0.58, 0.28, NUC
0.53, 0.48, 0.51, 0.18, 0.5, 0.0, 0.51, 0.27, CYT
0.49, 0.31, 0.43, 0.24, 0.5, 0.0, 0.54, 0.22, ME3
0.46, 0.41, 0.43, 0.18, 0.9655232158176422, 0.0, 0.54, 0.22, ME3
0.32, 0.36, 0.28, 0.38, 0.5, 0.0, 0.5, 0.4, ME3
0.45, 0.57, 0.52, 0.21, 0.5, 0.0, 0.54, 0.38, NUC
0.39, 0.39, 0.65, 0.16, 0.5, 0.0, 0.45, 0.22, CYT
0.41, 0.35, 0.6, 0.22, 0.5, 0.0, 0.56, 0.79, CYT
0.41, 0.39, 0.61, 0.17, 0.5, 0.0, 0.5, 0.61, NUC
0.54, 0.67, 0.56, 0.15, 0.5, 0.0, 0.57, 0.33, NUC
0.7353057749558487, 0.59, 0.65, 0.14, 0.5, 0.0, 0.49, 0.33, NUC
0.47, 0.38, 0.5, 0.15, 0.5, 0.0, 0.49, 0.47, NUC
0.42, 0.5, 0.59, 0.17, 0.5, 0.0, 0.51, 0.22, CYT
0.55, 0.69, 0.51, 0.12, 0.5, 0.0, 0.51, 0.22, CYT
0.47, 0.46, 0.53, 0.12, 0.5, 0.0, 0.51, 0.25, NUC
0.57, 0.29, 0.63, 0.07039312787130315, 0.5, 0.0, 0.49, 0.27, NUC
0.41, 0.7058211959283383, 0.53, 0.17, 0.9032455694170776, 0.0, 0.48, 0.58, NUC
0.42, 0.45, 0.75, 0.21, 0.5, 0.0, 0.48, 0.22, CYT
0.63, 0.54, 0.53, 0.27, 0.5, 0.0, 0.49, 0.22, CYT
0.4, 0.44, 0.5, 0.13, 0.5, 0.0, 0.12793046066722144, 0.39, CYT
0.55, 0.39, 0.39, 0.47, 0.5, 0.0, 0.5, 0.83, ME3
0.57, 0.36, 0.51, 0.25, 0.5, 0.0, 0.54, 0.25, CYT
0.45, 0.21559603729182764, 0.51, 0.25, 0.5, 0.0, 0.59, 0.22, CYT
0.59, 0.64, 0.44, 0.26, 0.5, 0.0, 0.5, 0.22, CYT
0.53, 0.42, 0.53, 0.19, 0.5, 0.0, 0.47, 0.22, CYT
0.59, 0.46, 0.55, 0.17, 0.6078309078253412, 0.0, 0.52, 0.25, CYT
0.46, 0.47, 0.62, 0.3, 0.5, 0.0, 0.38, 0.22, CYT
0.59, 0.7, 0.46, 0.19, 0.5, 0.0, 0.54, 0.44, CYT
0.53, 0.44, 0.54, 0.52, 0.6437071074367751, 0.0, 0.49, 0.38, NUC
0.4, 0.28, 0.58, 0.44, 0.5, 0.0, 0.41, 0.22, CYT
0.44, 0.35, 0.55, 0.14, 0.5, 0.0, 0.52, 0.22, VAC
0.48, 0.49, 0.49, 0.19367161118278084, 0.5, 0.0, 0.39, 0.27, VAC
0.65, 0.38994086355668045, 0.30958645544936564, 0.22, 0.5, 0.0, 0.52, 0.27, CYT
0.49, 0.53, 0.36, 0.15, 0.5, 0.0, 0.52, 0.27, ME3
0.71, 0.79, 0.41, 0.38, 0.5, 0.0, 0.54, 0.22, ME1
0.9004706442753018, 0.3, 0.37, 0.15, 0.5, 0.0, 0.53, 0.25, ME3
0.4, 0.44, 0.47, 0.25, 0.5, 0.0, 0.54, 0.56, NUC
0.29, 0.39, 0.46, 0.36, 0.5, 0.0, 0.51, 0.22, NUC
0.43, 0.6, 0.4, 0.12, 0.5, 0.0, 0.49, 0.29, ME3
0.65, 0.8592060921991259, 0.26, 0.33, 0.5, 0.0, 0.55, 0.22, ME3
0.3, 0.68, 0.41, 0.17, 0.5, 0.0, 0.51, 0.22, ME3
0.69, 0.57, 0.895473474703141, 0.19, 0.5, 0.0, 0.48, 0.39, ME2
0.51, 0.38, 0.42, 0.21, 0.5, 0.0, 0.46, 0.34, ME3
0.54, 0.54, 0.56, 0.18, 0.5, 0.0, 0.46, 0.29, NUC
0.71, 0.64, 0.42, 0.28, 0.5, 0.0, 0.43, 0.22, EXC
0.58, 0.44, 0.45, 0.32, 0.5, 0.0, 0.52, 0.37, NUC
0.9480835685013057, 0.58, 0.47, 0.17, 0.5, 0.0, 0.53, 0.74, CYT
0.38, 0.37, 0.36, 0.14, 0.5, 0.0, 0.54, 0.22, ME3
0.4, 0.4, 0.44, 0.37, 0.5, 0.0, 0.53, 0.25, NUC
0.8, 0.79, 0.43, 0.25, 0.9968719108721409, 0.0, 0.52, 0.22, EXC
0.49, 0.56, 0.37, 0.2, 0.5, 0.0, 0.53, 0.22, ME3
0.49, 0.55, 0.35, 0.23, 0.5, 0.0, 0.57, 0.22, ME3
0.47, 0.5, 0.6, 0.63, 0.7198990664258365, 0.0, 0.38, 0.16, CYT
0.58, 0.67, 0.49, 0.16, 0.5, 0.0, 0.47, 0.28, MIT
0.85, 0.85, 0.3, 0.31, 0.5, 0.0, 0.55, 0.7128151468263975, ME1
0.41, 0.25, 0.59, 0.44, 0.5, 0.0, 0.6, 0.69, NUC
0.57, 0.59, 0.49, 0.86, 0.5, 0.0, 0.47, 0.22, NUC
0.5, 0.61, 0.44, 0.2, 0.5, 0.0, 0.49, 0.22, MIT
0.41, 0.45, 0.46, 0.23, 0.5, 0.0, 0.5, 0.7, CYT
0.32, 0.29, 0.5054023870721931, 0.08, 0.8250128809188058, 0.0, 0.19334092524213273, 0.9784665787542394, ME3
0.38, 0.48, 0.57, 0.3, 0.5, 0.0, 0.41, 0.11, CYT
0.71, 0.5, 0.5, 0.18, 0.5, 0.0, 0.46, 0.7480452542072268, CYT
0.38, 0.32, 0.64, 0.41, 0.5, 0.0, 0.44, 0.11, CYT
0.47, 0.43, 0.61, 0.4, 0.5, 0.0, 0.48, 0.47, NUC
0.59, 0.45, 0.53, 0.19, 0.5, 0.0, 0.59, 0.27, CYT
0.8, 0.88, 0.36, 0.39, 0.5, 0.0, 0.56, 0.33, ME1
0.56, 0.48, 0.58, 0.27, 0.5, 0.0, 0.51, 0.22, CYT
0.41, 0.39, 0.44, 0.34, 0.5, 0.0, 0.6851223179826332, 0.4, NUC
0.39, 0.45, 0.53, 0.18, 0.5, 0.0, 0.54, 0.22, CYT
0.41, 0.52, 0.41, 0.11, 0.5, 0.0, 0.54, 0.35, CYT
0.43, 0.42, 0.54, 0.22, 0.5, 0.0, 0.57, 0.33, NUC
0.54, 0.52, 0.54, 0.2, 0.5, 0.0, 0.55, 0.2410065751152594, NUC
0.36, 0.9417231784764964, 0.51, 0.17, 0.5, 0.0, 0.6, 0.19, NUC
0.33, 0.48, 0.55, 0.16, 0.5, 0.0, 0.53, 0.75, NUC
0.55, 0.51, 0.54, 0.2, 0.5, 0.0, 0.56, 0.22, CYT
0.42, 0.65, 0.58, 0.34, 0.5, 0.0, 0.5, 0.22, MIT
0.42, 0.28, 0.51, 0.23, 0.5, 0.19144686114309514, 0.53, 0.27, NUC
0.47, 0.47, 0.54, 0.19, 0.5, 0.0, 0.51, 0.33, NUC
0.6, 0.48, 0.7258232048563248, 0.32, 0.6366209769939587, 0.0, 0.4, 0.33, CYT
0.47, 0.539447636122221, 0.48, 0.51, 0.5, 0.0, 0.54, 0.22, MIT
0.61, 0.53, 0.59, 0.17, 0.5, 0.0, 0.44, 0.28, CYT
0.66, 0.6, 0.52, 0.6853373604093999, 0.5, 0.0, 0.69, 0.22, CYT
0.57, 0.48, 0.54, 0.22, 0.5, 0.0, 0.5, 0.11, CYT
0.85, 0.66, 0.49, 0.18, 0.8102752550761856, 0.0, 0.51, 0.22, ME1
0.3, 0.33, 0.55, 0.12, 0.5, 0.0, 0.53, 0.38, CYT
