@relation  ecoli
@attribute Mcg real[0.0,89.0]
@attribute Gvh real[1.0,88.0]
@attribute Lip real[1.0,48.0]
@attribute Chg real[1.0,5.0]
@attribute Aac real[0.0,88.0]
@attribute Alm1 real[1.0,94.0]
@attribute Alm2 real[0.0,99.0]
@attribute Site{cp,im,imS,imL,imU,om,omL,pp}
@inputs Mcg, Gvh, Lip, Chg, Aac, Alm1, Alm2
@outputs Site
@data
79.47212169702912, 51.0, 3.262129282639858, 5.0, 53.0, 75.0, 78.0, im
31.907307590336377, 56.0, 48.0, 5.0, 55.0, 8.0, 82.0, im
51.0, 4.0, 48.0, 5.0, 57.0, 62.0, 80.44183429247742, im
36.0, 47.0, 48.0, 5.0, 51.0, 69.0, 72.0, im
31.0, 36.0, 48.0, 5.0, 58.0, 94.0, 94.0, im
36.0, 45.0, 48.0, 5.0, 38.0, 10.827672279166913, 17.0, im
63.0, 49.0, 7.6691765716926135, 5.0, 54.0, 76.0, 79.0, imS
69.0, 43.0, 48.0, 5.0, 59.0, 74.0, 77.0, imU
64.0, 46.0, 48.0, 5.0, 48.0, 73.0, 76.0, imU
47.0, 46.0, 48.0, 5.0, 62.0, 74.0, 77.0, imU
7.0, 53.0, 48.0, 4.5050050326401845, 7.0, 86.0, 87.0, imU
64.0, 45.0, 48.0, 5.0, 67.0, 61.0, 66.0, imU
81.0, 52.0, 48.0, 5.0, 67.18531593382016, 78.0, 8.0, imU
84.0, 54.0, 48.0, 5.0, 75.0, 92.0, 7.0, imU
63.0, 55.8756631200378, 48.0, 5.0, 65.0, 41.0, 28.0, om
61.0, 75.0, 48.0, 5.0, 51.0, 33.0, 33.0, om
64.0, 57.0, 48.0, 5.0, 7.0, 33.0, 26.0, om
69.0, 59.0, 48.0, 5.0, 77.0, 39.0, 21.0, om
77.0, 57.0, 1.0, 5.0, 37.0, 54.0, 1.0, omL
25.645405450753262, 61.0, 48.0, 5.0, 56.0, 52.0, 43.0, pp
65.0, 57.0, 48.0, 5.0, 83.30318283180314, 47.0, 51.0, pp
66.0, 74.0, 4.655607580592765, 5.0, 31.0, 38.0, 33.21150982058875, pp
7.0, 64.0, 48.0, 5.0, 47.0, 51.0, 47.0, pp
69.0, 67.0, 48.0, 5.0, 3.0, 39.0, 24.0, pp
76.0, 73.0, 48.0, 5.0, 44.0, 39.0, 39.0, pp
69.0, 66.0, 48.0, 5.0, 72.2716698814816, 5.0, 25.0, pp
69.0, 65.0, 18.744212631076625, 5.0, 63.0, 48.0, 41.0, pp
74.0, 56.0, 48.0, 5.0, 47.0, 68.0, 3.0, pp
71.0, 57.0, 48.0, 5.0, 48.0, 35.0, 32.0, pp
59.0, 24.411455646951556, 48.0, 5.0, 42.0, 42.0, 37.0, pp
59.0, 49.0, 48.0, 5.0, 52.0, 45.0, 36.0, cp
42.0, 4.0, 48.0, 5.0, 56.0, 18.0, 3.0, cp
39.0, 32.0, 48.0, 5.0, 46.0, 24.0, 35.0, cp
23.0, 4.0, 48.0, 5.0, 39.0, 28.0, 97.44353753152386, cp
29.0, 37.0, 41.73819623439065, 5.0, 48.0, 53.18814249667063, 52.0, cp
29.0, 52.0, 48.0, 5.0, 42.0, 29.0, 43.47633044525895, cp
33.0, 45.0, 48.0, 5.0, 52.0, 69.2857267535957, 41.0, cp
17.0, 38.0, 48.0, 5.0, 45.0, 42.0, 5.0, cp
4.0, 35.0, 48.0, 5.0, 45.0, 33.0, 42.0, cp
23.28049289115716, 29.0, 48.0, 5.0, 51.0, 33.0, 43.0, cp
35.0, 48.0, 48.0, 5.0, 56.0, 4.0, 48.0, cp
26.0, 26.0, 48.0, 5.0, 34.0, 25.0, 35.0, cp
37.0, 5.0, 48.0, 5.0, 42.0, 36.0, 45.0, cp
42.0, 3.0, 48.0, 5.0, 48.0, 26.0, 36.0, cp
29.0, 47.0, 48.0, 5.0, 41.0, 23.0, 34.0, cp
4.0, 46.0, 48.0, 5.0, 52.0, 49.0, 56.0, cp
4.0, 42.0, 48.0, 5.0, 37.0, 27.0, 27.0, cp
65.0, 55.0, 48.0, 5.0, 34.0, 37.0, 28.0, cp
24.0, 57.0, 48.0, 5.0, 63.0, 34.0, 43.0, cp
29.49426217947487, 31.6612000888356, 48.0, 5.0, 44.0, 32.0, 41.0, cp
34.0, 35.0, 48.0, 5.0, 51.0, 49.0, 56.0, cp
38.0, 3.0, 48.0, 5.0, 43.0, 29.0, 11.434571649980398, cp
29.0, 28.0, 48.0, 5.0, 5.0, 42.0, 5.0, cp
24.0, 41.0, 48.0, 5.0, 49.0, 23.0, 34.0, cp
4.0, 31.0, 48.0, 5.0, 41.0, 29.0, 39.0, cp
34.0, 51.0, 48.0, 5.0, 30.32828646859347, 37.0, 46.0, cp
0.0, 38.0, 48.0, 4.419661392322663, 42.0, 48.0, 55.0, cp
26.0, 4.0, 48.0, 5.0, 36.0, 26.0, 35.09646626401145, cp
44.0, 35.0, 48.0, 5.0, 44.0, 52.0, 59.0, cp
46.0, 61.0, 48.0, 5.0, 48.0, 86.0, 87.0, im
48.0, 45.0, 48.0, 5.0, 6.0, 78.0, 8.0, im
5.0, 66.0, 48.0, 5.0, 31.0, 92.0, 92.0, im
45.0, 4.0, 48.0, 5.0, 61.0, 74.0, 77.0, im
5.0, 37.0, 48.0, 5.0, 66.0, 64.0, 69.0, im
83.0, 37.0, 48.0, 5.0, 61.0, 71.0, 74.0, im
16.0, 51.0, 48.0, 5.0, 33.0, 54.13001872066641, 48.0, im
7.0, 46.0, 48.0, 5.0, 56.0, 78.0, 73.0, im
63.0, 65.0, 39.99910178408006, 5.0, 66.0, 67.0, 71.0, im
34.0, 67.0, 48.0, 5.0, 52.0, 76.0, 79.0, im
5.0, 57.0, 48.0, 5.0, 71.0, 61.0, 66.0, im
35.0, 51.0, 48.0, 5.0, 61.0, 71.0, 74.0, im
68.0, 51.0, 48.0, 5.0, 71.0, 75.0, 78.0, im
0.0, 51.0, 48.0, 5.0, 35.0, 67.0, 44.0, im
3.0, 51.0, 48.0, 5.0, 42.0, 61.0, 34.0, im
85.0, 53.0, 48.0, 5.0, 53.0, 52.0, 35.0, imS
79.0, 36.0, 48.0, 5.0, 46.0, 82.0, 55.66798663015198, imU
75.0, 37.0, 48.0, 5.0, 64.0, 7.0, 74.0, imU
84.0, 29.04022761086007, 48.0, 5.0, 55.0, 78.0, 78.45654149550398, imU
49.0, 61.0, 1.0, 5.0, 29.105435692962594, 71.0, 74.0, imU
63.0, 51.0, 48.0, 5.0, 64.0, 72.0, 76.0, imU
79.0, 54.0, 48.0, 5.0, 5.0, 66.0, 68.0, imU
57.0, 38.0, 48.0, 5.0, 6.0, 49.0, 33.0, imU
67.0, 88.0, 48.0, 5.0, 73.0, 5.0, 25.0, om
67.0, 84.0, 48.0, 5.0, 74.0, 54.0, 37.0, om
56.0, 68.0, 48.0, 5.0, 5.946730557351077, 36.0, 45.0, om
71.0, 71.0, 23.162638110379373, 5.0, 68.0, 43.0, 36.0, om
67.0, 55.0, 1.0, 4.826706407551352, 66.0, 58.0, 16.0, omL
74.0, 49.0, 48.0, 5.0, 42.0, 54.0, 36.0, pp
66.0, 86.0, 48.0, 5.0, 34.0, 41.0, 36.0, pp
72.0, 86.0, 48.0, 5.0, 17.0, 55.0, 21.0, pp
57.0, 59.0, 48.0, 5.0, 39.0, 47.0, 33.0, pp
74.0, 82.0, 48.0, 5.0, 49.0, 49.0, 41.0, pp
63.0, 83.0, 48.0, 5.0, 4.0, 39.0, 19.0, pp
74.0, 47.0, 48.0, 5.0, 5.0, 57.0, 42.0, pp
75.0, 84.0, 48.0, 5.0, 35.0, 52.0, 33.0, pp
7.0, 71.0, 48.0, 5.0, 42.0, 84.0, 85.0, pp
69.0, 59.0, 48.0, 5.0, 46.0, 44.0, 52.0, pp
56.0, 4.0, 48.0, 5.0, 49.0, 37.0, 46.0, cp
67.0, 39.0, 48.0, 5.0, 36.0, 38.0, 94.32978034283262, cp
2.0, 44.0, 48.0, 5.0, 46.0, 51.0, 57.0, cp
51.0, 5.0, 48.0, 5.0, 46.0, 32.0, 35.0, cp
44.0, 27.0, 48.0, 5.0, 55.0, 52.0, 17.414989411927525, cp
4.0, 45.0, 48.0, 5.0, 38.0, 22.0, 0.0, cp
3.0, 16.0, 48.0, 5.0, 56.0, 11.0, 23.0, cp
32.0, 42.0, 48.0, 5.0, 35.0, 28.0, 38.0, cp
38.0, 46.0, 48.0, 5.0, 48.0, 22.0, 29.0, cp
44.0, 35.0, 48.0, 5.0, 55.0, 55.0, 61.0, cp
29.0, 3.0, 48.0, 5.0, 45.0, 3.0, 17.0, cp
54.0, 47.0, 48.0, 5.0, 28.0, 33.0, 42.0, cp
81.09248272727534, 36.0, 48.0, 5.0, 23.48662122327057, 28.0, 38.0, cp
36.0, 41.0, 48.0, 5.0, 48.0, 47.0, 54.0, cp
24.0, 43.0, 48.0, 5.0, 54.0, 52.0, 59.0, cp
25.0, 37.0, 48.0, 5.0, 41.0, 33.0, 42.0, cp
41.0, 48.0, 48.0, 5.0, 51.0, 44.0, 51.0, cp
29.0, 41.0, 48.0, 5.0, 48.0, 38.0, 46.0, cp
38.0, 26.0, 48.0, 5.0, 54.0, 16.0, 28.0, cp
24.0, 34.0, 48.0, 5.0, 38.0, 3.0, 4.0, cp
44.0, 49.0, 48.0, 5.0, 39.0, 38.0, 4.0, cp
43.0, 32.0, 48.0, 5.0, 33.0, 45.0, 52.0, cp
49.0, 24.07382011345444, 48.0, 5.0, 49.0, 3.4598617803910425, 4.0, cp
35.0, 34.0, 48.0, 5.0, 46.0, 3.0, 27.0, cp
51.0, 49.0, 48.0, 5.0, 59.797781220590174, 14.0, 26.0, cp
25.0, 26.0, 48.0, 5.0, 39.0, 4.6715629186182195, 42.0, cp
61.0, 36.0, 48.0, 5.0, 49.0, 35.0, 44.0, cp
88.61781797293057, 31.0, 48.0, 5.0, 38.0, 34.0, 43.0, cp
3.0, 72.06796458854059, 48.0, 5.0, 43.0, 18.0, 3.0, cp
44.0, 52.0, 48.0, 5.0, 77.79168586567782, 47.0, 54.0, im
29.0, 71.66740602340256, 48.0, 5.0, 71.0, 65.0, 69.0, im
4.0, 5.0, 48.0, 5.0, 65.0, 82.0, 84.0, im
84.0, 44.0, 48.0, 1.249392821511578, 48.0, 35.865232292065684, 74.0, im
33.0, 56.0, 48.0, 5.0, 33.0, 78.0, 40.12373113728215, im
64.0, 58.0, 48.0, 5.0, 48.0, 78.0, 73.0, im
33.0, 45.0, 48.0, 5.0, 45.0, 88.0, 89.0, im
71.0, 4.0, 48.0, 5.0, 71.0, 7.0, 74.0, im
66.0, 53.0, 48.0, 5.0, 59.0, 66.0, 66.0, im
63.0, 54.0, 48.0, 5.0, 65.0, 79.0, 81.0, im
6.0, 5.0, 1.0, 5.0, 54.0, 77.0, 8.0, im
6.0, 46.0, 48.0, 5.0, 45.0, 81.0, 83.0, im
39.0, 41.0, 48.0, 5.0, 52.0, 72.0, 75.0, im
11.0, 5.0, 48.0, 3.9502504381701002, 58.0, 72.0, 68.0, im
61.0, 47.0, 48.0, 5.0, 0.0, 8.0, 32.0, im
7.0, 39.0, 1.0, 5.0, 51.0, 82.0, 84.0, imL
78.0, 33.0, 48.0, 5.0, 57.0, 77.0, 79.0, imU
59.0, 29.0, 48.0, 5.0, 64.0, 75.0, 77.0, imU
67.0, 37.0, 48.0, 5.0, 54.0, 64.0, 68.0, imU
76.0, 71.0, 48.0, 5.0, 5.0, 71.0, 75.0, imU
77.0, 55.0, 19.585340348441466, 5.0, 51.0, 54.12563941584099, 74.0, imU
58.0, 6.0, 48.0, 5.0, 59.0, 73.0, 76.0, imU
86.0, 55.0, 48.0, 5.0, 63.0, 81.0, 83.0, imU
74.06870049169954, 57.0, 48.0, 5.0, 88.0, 53.0, 2.0, om
65.0, 51.0, 48.0, 5.0, 66.0, 54.0, 21.06663367014067, om
6.0, 76.0, 1.0, 5.0, 64.35087882921819, 59.0, 52.0, om
68.0, 63.0, 48.0, 5.0, 73.0, 4.0, 3.0, om
66.0, 49.0, 1.0, 5.0, 54.0, 56.0, 36.0, omL
73.0, 78.0, 48.0, 5.0, 58.0, 51.0, 31.0, pp
67.0, 61.0, 48.0, 5.0, 51.0, 37.0, 38.0, pp
67.0, 81.0, 15.781799507975066, 3.8260827005901565, 25.0, 42.0, 25.0, pp
13.338728426801676, 57.0, 48.0, 5.0, 49.0, 7.0, 2.0, pp
71.0, 86.0, 48.0, 5.0, 4.0, 54.0, 32.0, pp
68.0, 78.0, 48.0, 5.0, 63.97950030676543, 44.0, 42.0, pp
69.0, 8.0, 48.0, 5.0, 46.0, 57.0, 26.0, pp
66.0, 71.0, 48.0, 5.0, 41.0, 5.0, 35.0, pp
29.0, 39.0, 48.0, 5.0, 52.0, 4.0, 48.0, pp
43.0, 59.0, 48.0, 5.0, 52.0, 49.0, 56.0, pp
49.0, 29.0, 48.0, 3.4949651515332434, 56.0, 24.0, 35.0, cp
23.0, 32.0, 48.0, 5.0, 55.0, 25.0, 35.0, cp
29.0, 28.0, 48.0, 5.0, 44.0, 23.0, 34.0, cp
25.0, 17.542233892377055, 48.0, 5.0, 46.0, 44.0, 52.0, cp
34.0, 45.0, 48.0, 5.0, 38.0, 24.0, 35.0, cp
41.0, 57.0, 48.0, 5.0, 39.0, 26.409245712079397, 32.0, cp
31.0, 23.0, 48.0, 5.0, 73.0, 5.0, 14.0, cp
21.0, 51.0, 48.0, 5.0, 5.0, 32.0, 41.0, cp
43.0, 37.0, 48.0, 5.0, 53.0, 35.0, 44.0, cp
53.0, 38.0, 48.0, 5.0, 44.0, 26.0, 36.0, cp
34.0, 33.0, 48.0, 5.0, 38.0, 80.08612440365509, 44.0, cp
56.0, 51.0, 48.0, 5.0, 34.0, 37.0, 46.0, cp
36.0, 54.0, 48.0, 5.0, 41.0, 38.0, 46.0, cp
3.0, 37.0, 48.0, 5.0, 59.0, 41.0, 49.0, cp
37.0, 52.0, 48.0, 5.0, 42.0, 42.0, 36.0, cp
23.0, 58.0, 48.0, 5.0, 37.0, 53.0, 59.0, cp
44.0, 34.0, 47.86218191749933, 5.0, 3.0, 33.0, 43.0, cp
52.0, 57.0, 48.0, 5.0, 42.0, 47.0, 54.0, cp
44.0, 28.0, 48.0, 5.0, 43.0, 27.0, 37.0, cp
34.0, 28.0, 48.0, 5.0, 41.0, 35.0, 44.0, cp
52.0, 44.0, 48.0, 5.0, 37.0, 54.55734201230978, 42.0, cp
5.0, 51.0, 39.651798368117724, 5.0, 27.0, 23.0, 34.0, cp
34.0, 46.0, 48.0, 5.0, 52.0, 35.0, 44.0, cp
41.0, 43.0, 9.734353770905722, 5.0, 5.0, 24.0, 25.0, cp
31.0, 47.0, 48.0, 5.0, 29.0, 28.0, 39.0, cp
33.0, 47.0, 48.0, 5.0, 53.0, 18.0, 29.0, cp
34.0, 42.0, 48.0, 5.0, 41.0, 34.0, 43.0, cp
28.0, 33.0, 18.700372273032638, 5.0, 45.0, 22.0, 33.0, cp
43.0, 4.0, 48.0, 5.0, 58.0, 75.0, 78.0, im
52.0, 39.0, 48.0, 5.0, 65.0, 71.0, 73.0, im
73.0, 36.0, 48.0, 5.0, 53.0, 91.0, 92.0, im
72.0, 46.0, 48.0, 5.0, 51.0, 66.0, 7.0, im
54.0, 57.0, 48.0, 5.0, 56.0, 81.0, 83.0, im
6.0, 61.0, 48.0, 5.0, 54.0, 67.0, 71.0, im
7.0, 4.0, 48.0, 5.0, 56.0, 86.0, 83.0, im
74.0, 7.0, 48.0, 3.0899726194539046, 66.0, 65.0, 69.0, im
61.0, 52.0, 48.0, 5.0, 54.0, 67.0, 52.0, im
58.0, 34.0, 48.0, 5.0, 56.0, 87.0, 81.0, im
31.0, 44.0, 48.0, 5.0, 5.0, 79.0, 82.0, im
48.0, 49.0, 48.0, 5.0, 52.0, 77.0, 71.0, im
69.0, 39.0, 39.54922085850249, 5.0, 57.0, 76.0, 79.0, im
46.0, 59.0, 48.0, 5.0, 36.0, 76.0, 23.0, im
63.0, 75.0, 37.86352453796741, 5.0, 66.36117060351212, 73.0, 66.0, im
71.0, 52.21307795523039, 48.0, 5.0, 64.0, 1.0, 99.0, im
75.0, 55.0, 1.0, 1.0, 4.0, 47.0, 3.0, imL
66.0, 48.0, 48.0, 5.0, 54.0, 7.0, 74.0, imU
5.224024808319291, 42.0, 11.507035333548448, 4.21742371358383, 58.0, 79.0, 81.0, imU
81.0, 53.0, 48.0, 5.0, 57.0, 87.0, 88.0, imU
76.0, 41.0, 48.0, 5.0, 41.85494630454456, 59.0, 62.0, imU
73.0, 26.0, 48.0, 5.0, 57.0, 75.0, 78.0, imU
88.0, 42.0, 48.0, 5.0, 52.0, 73.0, 75.0, imU
78.0, 44.0, 48.0, 5.0, 45.0, 73.0, 68.0, imU
73.0, 84.0, 48.0, 5.0, 86.0, 58.0, 29.0, om
68.0, 76.0, 48.0, 5.0, 84.0, 45.0, 27.0, om
52.0, 81.0, 48.0, 5.0, 72.0, 38.0, 38.0, om
63.0, 49.0, 48.0, 5.0, 79.0, 45.0, 28.0, om
68.0, 49.0, 1.0, 5.0, 62.0, 55.0, 28.0, omL
63.0, 1.0, 48.0, 5.0, 35.0, 51.0, 49.0, pp
64.0, 72.0, 48.0, 5.0, 49.0, 42.0, 19.0, pp
63.0, 86.0, 48.0, 5.0, 39.0, 47.0, 34.0, pp
63.0, 7.3726295894879454, 48.0, 5.0, 6.0, 4.0, 39.0, pp
63.0, 65.0, 48.0, 5.0, 39.0, 44.0, 35.0, pp
64.0, 66.0, 48.0, 5.0, 41.0, 39.0, 2.0, pp
68.0, 67.0, 48.0, 5.0, 49.0, 4.0, 34.0, pp
64.0, 78.0, 48.0, 5.0, 5.0, 36.0, 38.0, pp
64.0, 81.0, 48.0, 5.0, 37.0, 39.0, 44.0, pp
74.0, 74.0, 48.0, 5.0, 31.0, 53.0, 52.0, pp
