@relation  ecoli
@attribute Mcg real[0.0,89.0]
@attribute Gvh real[1.0,88.0]
@attribute Lip real[1.0,48.0]
@attribute Chg real[1.0,5.0]
@attribute Aac real[0.0,88.0]
@attribute Alm1 real[1.0,94.0]
@attribute Alm2 real[0.0,99.0]
@attribute Site{cp,im,imS,imL,imU,om,omL,pp}
@inputs Mcg, Gvh, Lip, Chg, Aac, Alm1, Alm2
@outputs Site
@data
74.0, 44.0, 48.0, 5.0, 55.0, 61.52184230543716, 89.0, im
44.787793016244606, 51.0, 48.0, 5.0, 67.0, 9.0, 9.0, im
2.0, 46.0, 12.407218820044589, 5.0, 57.0, 78.0, 81.0, im
89.0, 1.1211796272828196, 41.03972743941465, 5.0, 51.0, 72.0, 76.0, im
36.76072945300506, 47.0, 48.0, 1.2865527468469349, 39.0, 76.0, 39.01302192570013, im
58.0, 55.0, 48.0, 5.0, 57.0, 7.0, 74.0, im
68.50355832034339, 27.05124303606601, 48.0, 5.0, 46.0, 87.0, 88.0, im
52.0, 54.0, 48.0, 5.0, 62.0, 76.0, 79.0, im
72.38829545988429, 49.0, 48.0, 5.0, 46.88205148067373, 67.0, 21.0, im
72.0, 42.0, 48.0, 5.0, 65.0, 77.0, 89.5935119235873, imU
79.0, 41.0, 48.0, 5.0, 66.0, 81.0, 83.0, imU
9.426294214191449, 48.0, 48.0, 5.0, 65.0, 76.0, 79.0, imU
81.0, 44.0, 48.0, 5.0, 42.0, 67.0, 68.0, imU
63.0, 42.0, 48.0, 2.599606168828813, 48.0, 49.58503136890592, 8.0, imU
86.0, 39.0, 48.0, 5.0, 59.0, 22.97879785857601, 9.0, imU
30.42831094712678, 49.0, 48.0, 5.0, 61.0, 76.0, 79.0, imU
88.37458736807447, 36.09547855730529, 48.0, 5.0, 17.725284679263197, 86.789345562409, 29.0, om
74.0, 9.0, 48.0, 5.0, 57.0, 53.0, 29.0, om
75.0, 76.0, 48.0, 5.0, 83.0, 57.0, 61.772682193613775, om
74.0, 78.0, 48.0, 5.0, 75.0, 10.568673232004203, 15.0, om
17.322171959635376, 46.0, 14.901369281555844, 5.0, 52.0, 59.0, 3.0, omL
67.0, 7.0, 48.0, 5.0, 35.15062271131916, 45.0, 33.0, pp
76.81977969776368, 4.283844603524507, 48.0, 5.0, 54.0, 49.0, 23.0, pp
71.0, 71.0, 48.0, 1.5717375577827304, 4.0, 54.0, 39.0, pp
68.0, 82.0, 18.25513246591555, 1.4126145980350242, 38.0, 65.0, 56.0, pp
32.0, 39.0, 48.0, 5.0, 53.0, 28.0, 38.0, pp
64.0, 84.0, 41.96110578928169, 2.5265981027685567, 78.09720548570557, 45.0, 4.0, pp
63.0, 8.0, 48.0, 5.0, 46.0, 9.325642872677566, 29.0, pp
62.0, 83.89536345631242, 48.0, 4.1934375081196045, 47.0, 49.0, 54.0, pp
62.0, 83.0, 48.0, 5.0, 46.0, 36.0, 95.45506470125518, pp
56.0, 54.0, 48.0, 5.0, 43.0, 37.0, 3.0, pp
61.0, 6.0, 48.0, 5.0, 44.0, 39.0, 38.0, pp
