@relation  ecoli
@attribute Mcg real[0.0,89.0]
@attribute Gvh real[1.0,88.0]
@attribute Lip real[1.0,48.0]
@attribute Chg real[1.0,5.0]
@attribute Aac real[0.0,88.0]
@attribute Alm1 real[1.0,94.0]
@attribute Alm2 real[0.0,99.0]
@attribute Site{cp,im,imS,imL,imU,om,omL,pp}
@inputs Mcg, Gvh, Lip, Chg, Aac, Alm1, Alm2
@outputs Site
@data
24.0, 43.0, 48.0, 5.0, 54.0, 52.0, 59.0, cp
25.0, 37.0, 48.0, 5.0, 41.0, 33.0, 15.20379012548453, cp
41.0, 48.0, 9.772079617663305, 5.0, 51.0, 44.0, 51.0, cp
29.0, 22.745290585268588, 48.0, 5.0, 27.69586902942878, 38.0, 46.0, cp
38.0, 26.0, 48.0, 1.460430393102679, 54.0, 60.52095205442071, 28.0, cp
72.16355805615045, 34.0, 48.0, 5.0, 38.0, 3.0, 17.179973262636917, cp
44.0, 34.85420641951594, 48.0, 5.0, 39.0, 38.0, 4.0, cp
43.0, 32.0, 48.0, 5.0, 1.7687206123417059, 45.0, 52.0, cp
49.0, 43.0, 48.0, 5.0, 49.0, 25.89929329415301, 4.0, cp
35.0, 31.94826318043011, 48.0, 5.0, 46.0, 31.1707275177284, 69.85474337121815, cp
51.0, 49.0, 26.853598878684824, 5.0, 53.0, 14.0, 26.0, cp
80.93286344128029, 26.0, 48.0, 1.5581197693380806, 39.0, 32.0, 42.0, cp
61.0, 36.0, 48.0, 5.0, 49.0, 35.0, 44.0, cp
39.0, 15.023192990809491, 6.169411062535227, 5.0, 38.0, 34.0, 43.0, cp
22.326891949010758, 46.00347988959483, 48.0, 5.0, 81.98837705189091, 18.0, 3.0, cp
44.0, 52.0, 48.0, 5.0, 43.0, 47.0, 54.0, im
29.0, 47.0, 1.3028825624619802, 4.8273144997254285, 71.0, 65.0, 62.886436064468334, im
4.0, 5.0, 48.0, 5.0, 65.0, 82.0, 84.0, im
84.0, 12.337663894364997, 48.0, 5.0, 48.0, 85.6578517427337, 74.0, im
33.0, 56.0, 48.0, 5.0, 33.0, 12.668022779903382, 8.0, im
57.10622250198066, 58.0, 48.0, 4.6317935268468675, 48.0, 78.0, 73.0, im
40.52466484334428, 45.0, 48.0, 5.0, 45.0, 88.0, 89.0, im
71.0, 4.0, 48.0, 5.0, 31.516875130943223, 7.0, 74.0, im
66.0, 53.0, 4.902121951780776, 5.0, 59.0, 66.0, 67.73321179899695, im
63.0, 61.92788818896001, 48.0, 5.0, 65.0, 19.00385868316606, 81.0, im
81.3555155995664, 5.0, 1.0, 5.0, 54.0, 77.0, 8.0, im
46.56415300456904, 46.0, 48.0, 1.8738401431762242, 45.0, 81.0, 83.0, im
4.2359388492153816, 41.0, 48.0, 5.0, 13.95631172460418, 72.0, 75.0, im
11.0, 5.0, 48.0, 4.4564587668181534, 58.0, 72.0, 68.0, im
61.0, 47.0, 48.0, 5.0, 64.20345281255511, 64.59262827122413, 32.0, im
7.0, 80.51641201752155, 1.0, 3.2579791877088087, 51.0, 82.0, 84.0, imL
78.0, 33.0, 48.0, 5.0, 57.0, 77.0, 79.0, imU
59.0, 29.0, 48.0, 3.992869862120801, 64.0, 75.0, 60.17445233282039, imU
67.0, 37.0, 48.0, 2.3228033458168627, 54.0, 64.0, 68.0, imU
76.0, 71.0, 48.0, 5.0, 5.0, 71.0, 75.0, imU
27.044926519516142, 55.0, 48.0, 5.0, 51.0, 38.806338156994045, 74.0, imU
58.0, 6.0, 48.0, 5.0, 59.0, 73.0, 53.882523708483795, imU
86.0, 55.0, 48.0, 5.0, 5.486949921931827, 81.0, 91.39469358334195, imU
77.0, 57.0, 48.0, 5.0, 88.0, 53.0, 2.0, om
65.0, 51.0, 48.0, 5.0, 25.47548619692109, 54.0, 33.0, om
6.0, 60.61217305823513, 1.0, 5.0, 77.0, 59.0, 52.0, om
68.0, 38.96743872993799, 40.043334340686755, 5.0, 73.0, 83.6977036627237, 3.0, om
66.0, 49.0, 1.0, 5.0, 54.0, 56.0, 36.0, omL
73.0, 78.0, 48.0, 5.0, 58.0, 51.0, 31.0, pp
40.636222851610796, 61.0, 48.0, 5.0, 30.498852440737853, 37.0, 68.02278430178362, pp
67.0, 81.0, 48.0, 5.0, 25.0, 42.0, 25.0, pp
63.0, 57.0, 20.861982202125244, 5.0, 49.0, 7.0, 2.0, pp
71.0, 86.0, 48.0, 5.0, 4.0, 54.0, 32.0, pp
68.0, 78.0, 48.0, 5.0, 43.1641130547887, 44.0, 42.0, pp
69.0, 8.0, 48.0, 5.0, 46.0, 57.0, 26.0, pp
66.0, 71.0, 48.0, 5.0, 75.46077562576643, 5.0, 35.0, pp
29.0, 39.0, 48.0, 5.0, 52.0, 4.0, 59.07024370205362, pp
43.0, 59.0, 48.0, 1.039262183951042, 52.0, 12.556965621550793, 56.0, pp
87.76083166984861, 29.0, 48.0, 5.0, 56.0, 24.0, 35.0, cp
23.0, 18.372483381855414, 48.0, 3.428617291717934, 80.34284922302301, 25.0, 35.0, cp
29.0, 28.0, 48.0, 5.0, 44.0, 23.0, 34.0, cp
25.0, 30.569296967836397, 48.0, 5.0, 46.0, 10.355312674621892, 52.0, cp
34.0, 45.0, 48.0, 1.4020376485777175, 38.0, 66.36396663830708, 35.0, cp
41.0, 78.66466777717338, 48.0, 5.0, 39.0, 21.0, 32.0, cp
31.0, 23.0, 48.0, 5.0, 73.0, 5.0, 14.0, cp
21.0, 51.0, 31.62223404846672, 5.0, 64.58318594856728, 32.0, 41.0, cp
61.942929146332425, 41.10971731741673, 48.0, 5.0, 27.465190916197653, 35.0, 44.0, cp
53.0, 38.0, 48.0, 4.354468237458372, 44.0, 26.289610337300605, 36.0, cp
34.0, 33.0, 48.0, 5.0, 38.0, 35.0, 97.93797703109169, cp
56.0, 51.0, 17.463376342892502, 5.0, 34.0, 37.0, 46.0, cp
74.95571431795966, 54.0, 48.0, 5.0, 41.0, 38.0, 46.0, cp
3.0, 37.0, 48.0, 5.0, 59.0, 41.0, 49.0, cp
37.0, 52.0, 48.0, 5.0, 42.0, 42.0, 2.9888448142420603, cp
23.0, 34.4602792494605, 48.0, 3.346133223349725, 37.0, 53.0, 59.0, cp
44.0, 34.0, 48.0, 5.0, 3.0, 44.54328732787242, 8.482939271368771, cp
12.329848925427033, 57.0, 48.0, 5.0, 42.0, 47.0, 54.0, cp
44.0, 28.0, 48.0, 5.0, 43.0, 27.0, 37.0, cp
34.0, 28.0, 19.90081612879895, 4.474007294390818, 9.24583900376359, 35.0, 44.0, cp
52.0, 44.0, 48.0, 5.0, 37.0, 39.692594262699735, 42.0, cp
5.0, 51.0, 39.548725861019626, 1.4310194003467958, 27.0, 23.0, 34.0, cp
34.0, 46.0, 48.0, 5.0, 52.0, 35.0, 44.0, cp
41.0, 43.0, 48.0, 5.0, 5.0, 24.0, 45.861347302995, cp
31.0, 47.0, 34.720407273089606, 5.0, 79.90126118434156, 28.0, 65.09741180974464, cp
33.0, 47.0, 48.0, 2.329591805424912, 53.0, 18.0, 3.2295336952036093, cp
34.0, 42.0, 48.0, 5.0, 52.80687909126442, 34.0, 43.0, cp
28.0, 33.0, 48.0, 5.0, 45.0, 22.0, 76.99526284658239, cp
22.956502470410545, 4.0, 48.0, 5.0, 58.0, 64.9875600982894, 78.0, im
52.0, 39.0, 48.0, 2.8347403923596115, 65.0, 26.757579334023777, 73.0, im
73.0, 36.0, 48.0, 5.0, 53.0, 91.0, 92.0, im
86.40089399958981, 46.0, 3.183675409803091, 5.0, 51.0, 5.480313186878412, 7.0, im
54.0, 61.975923493033264, 48.0, 5.0, 56.0, 81.0, 83.0, im
6.0, 61.0, 18.56443266187898, 5.0, 54.0, 67.0, 94.27665397973654, im
39.076053881104116, 4.0, 48.0, 5.0, 56.0, 86.0, 83.0, im
74.0, 7.0, 48.0, 1.2885916270987576, 66.0, 65.0, 69.0, im
61.0, 34.849586714722584, 17.74812461336798, 5.0, 54.0, 67.0, 52.0, im
9.77675753943081, 34.0, 48.0, 5.0, 56.0, 87.0, 81.0, im
41.08283902776493, 44.0, 48.0, 5.0, 52.91572903583658, 79.0, 73.85398909562593, im
48.0, 49.0, 48.0, 5.0, 52.0, 77.0, 71.0, im
69.0, 39.0, 48.0, 5.0, 57.0, 76.0, 79.0, im
79.84803944403492, 59.0, 48.0, 1.8546750128396496, 36.0, 76.0, 23.0, im
86.07149293857428, 75.0, 4.525028647511506, 5.0, 84.71947055419895, 73.0, 66.0, im
71.0, 52.0, 48.0, 5.0, 35.137782132983624, 1.0, 99.0, im
75.0, 29.734829374294453, 1.0, 4.873374471411429, 81.469970206141, 47.0, 70.45203066255246, imL
66.0, 48.0, 48.0, 5.0, 49.02907812246798, 7.0, 74.0, imU
62.0, 29.648232014069386, 1.7827292857185775, 5.0, 58.0, 79.0, 81.0, imU
81.0, 34.113291357437454, 48.0, 5.0, 57.0, 87.0, 88.0, imU
76.0, 41.0, 48.0, 5.0, 5.0, 59.0, 62.0, imU
73.0, 26.0, 48.0, 5.0, 57.0, 75.0, 78.0, imU
88.0, 42.0, 48.0, 5.0, 52.0, 64.8599056373024, 75.0, imU
78.0, 44.0, 48.0, 5.0, 45.0, 73.0, 68.0, imU
73.0, 84.0, 48.0, 5.0, 86.0, 58.0, 29.0, om
68.0, 76.0, 48.0, 5.0, 84.0, 45.0, 27.0, om
52.0, 78.25745128124427, 48.0, 5.0, 42.945291018799246, 21.10962120911796, 38.0, om
64.29455524131063, 49.0, 26.064674267327568, 5.0, 79.0, 45.0, 28.0, om
68.0, 49.0, 1.0, 3.08203295014846, 62.0, 8.245514827371927, 28.0, omL
54.34531563179225, 1.0, 32.939431378370955, 5.0, 35.0, 51.0, 49.0, pp
64.0, 72.0, 48.0, 5.0, 49.0, 42.0, 19.73042628092934, pp
63.0, 86.0, 48.0, 5.0, 39.0, 47.0, 50.51483622461438, pp
63.0, 71.0, 48.0, 5.0, 6.0, 4.0, 39.0, pp
63.0, 65.0, 48.0, 5.0, 39.0, 44.0, 35.0, pp
64.0, 21.635314681948003, 48.0, 2.251869750500626, 32.29463406845336, 39.0, 2.0, pp
68.0, 67.0, 48.0, 5.0, 49.0, 4.0, 34.0, pp
64.0, 78.0, 48.0, 5.0, 5.0, 36.0, 38.0, pp
64.0, 36.081700852858305, 48.0, 5.0, 37.0, 32.058832919238796, 46.08526667791541, pp
74.0, 74.0, 5.2631024828327595, 5.0, 31.0, 47.57306251478686, 52.0, pp
7.0, 4.0, 33.02329859813287, 4.002490579849689, 58.963855297063446, 35.0, 44.0, cp
42.0, 24.0, 48.0, 5.0, 57.0, 27.0, 37.0, cp
25.0, 48.0, 48.0, 5.0, 58.97128478693107, 17.0, 47.83157091746842, cp
51.0, 19.104287357792327, 48.0, 2.1133417610808607, 41.0, 34.0, 43.0, cp
36.0, 39.0, 13.102171638072974, 5.0, 48.0, 23.395229782069855, 23.0, cp
25.0, 84.26690451527641, 48.0, 5.0, 47.0, 33.0, 42.0, cp
43.0, 39.0, 48.0, 5.0, 47.0, 31.0, 41.0, cp
24.0, 35.0, 48.0, 5.0, 31.0, 54.87923638822493, 45.14701099394518, cp
4.0, 5.0, 48.0, 2.33485428274955, 45.0, 39.0, 47.0, cp
88.51336557569759, 4.0, 17.365902907998745, 5.0, 55.97301203011838, 28.0, 39.0, cp
23.0, 33.0, 48.0, 5.0, 43.0, 33.0, 43.0, cp
18.0, 3.0, 46.23082290222655, 5.0, 46.0, 24.0, 35.0, cp
44.0, 51.0, 31.460828570989154, 4.4207324523992675, 47.0, 26.0, 26.27269323642195, cp
48.0, 42.0, 48.0, 5.0, 45.0, 11.056110297575618, 35.0, cp
41.0, 83.9613266091238, 48.0, 5.0, 45.0, 31.0, 41.0, cp
34.0, 55.0, 48.0, 5.0, 58.0, 11.57540600620569, 41.0, cp
53.0, 42.0, 48.0, 1.7927214989421705, 16.0, 29.0, 39.0, cp
11.075295807578437, 76.0, 19.174756744917193, 5.0, 55.68786555893902, 35.0, 38.0, cp
57.0, 82.41403943496151, 48.0, 4.804306550837193, 37.0, 28.0, 3.5417275129681753, cp
32.0, 33.0, 48.0, 5.0, 6.0, 6.0, 2.0, cp
4.0, 46.0, 48.0, 5.0, 42.0, 86.62395691397226, 44.0, cp
61.3632580345411, 23.99954611854617, 48.0, 5.0, 43.0, 26.0, 37.0, cp
3.0, 44.0, 48.0, 5.0, 49.0, 22.0, 33.0, cp
17.0, 52.0, 48.0, 5.0, 16.077246300894124, 93.84696710734791, 72.13272732150106, cp
36.0, 73.39797478900243, 48.0, 5.0, 53.0, 32.0, 41.0, cp
2.4801925989985913, 41.0, 46.9618308383417, 5.0, 55.0, 22.0, 33.0, cp
22.0, 34.0, 48.0, 5.0, 14.948074482136425, 29.0, 39.0, cp
27.0, 42.0, 17.49814147350801, 5.0, 37.0, 38.0, 43.0, cp
6.0, 61.0, 48.0, 5.0, 79.10668879167798, 92.0, 37.0, im
63.0, 22.754857072782436, 48.0, 5.0, 63.2127181364253, 82.0, 86.38446781164605, im
55.0, 47.0, 48.0, 4.224868040351399, 63.20414297822959, 1.2549330865160873, 80.01407314907155, im
47.0, 55.0, 48.0, 5.0, 58.0, 71.0, 51.44540460953615, im
47.0, 61.21045783655961, 48.0, 5.0, 52.0, 76.0, 79.0, im
63.0, 5.0, 48.0, 5.0, 59.0, 85.0, 86.0, im
31.0, 5.0, 48.0, 5.0, 57.0, 84.0, 98.3721973340428, im
74.0, 44.0, 48.0, 5.0, 55.0, 61.52184230543716, 89.0, im
44.787793016244606, 51.0, 48.0, 5.0, 67.0, 9.0, 9.0, im
2.0, 46.0, 12.407218820044589, 5.0, 57.0, 78.0, 81.0, im
89.0, 1.1211796272828196, 41.03972743941465, 5.0, 51.0, 72.0, 76.0, im
36.76072945300506, 47.0, 48.0, 1.2865527468469349, 39.0, 76.0, 39.01302192570013, im
58.0, 55.0, 48.0, 5.0, 57.0, 7.0, 74.0, im
68.50355832034339, 27.05124303606601, 48.0, 5.0, 46.0, 87.0, 88.0, im
52.0, 54.0, 48.0, 5.0, 62.0, 76.0, 79.0, im
72.38829545988429, 49.0, 48.0, 5.0, 46.88205148067373, 67.0, 21.0, im
72.0, 42.0, 48.0, 5.0, 65.0, 77.0, 89.5935119235873, imU
79.0, 41.0, 48.0, 5.0, 66.0, 81.0, 83.0, imU
9.426294214191449, 48.0, 48.0, 5.0, 65.0, 76.0, 79.0, imU
81.0, 44.0, 48.0, 5.0, 42.0, 67.0, 68.0, imU
63.0, 42.0, 48.0, 2.599606168828813, 48.0, 49.58503136890592, 8.0, imU
86.0, 39.0, 48.0, 5.0, 59.0, 22.97879785857601, 9.0, imU
30.42831094712678, 49.0, 48.0, 5.0, 61.0, 76.0, 79.0, imU
88.37458736807447, 36.09547855730529, 48.0, 5.0, 17.725284679263197, 86.789345562409, 29.0, om
74.0, 9.0, 48.0, 5.0, 57.0, 53.0, 29.0, om
75.0, 76.0, 48.0, 5.0, 83.0, 57.0, 61.772682193613775, om
74.0, 78.0, 48.0, 5.0, 75.0, 10.568673232004203, 15.0, om
17.322171959635376, 46.0, 14.901369281555844, 5.0, 52.0, 59.0, 3.0, omL
67.0, 7.0, 48.0, 5.0, 35.15062271131916, 45.0, 33.0, pp
76.81977969776368, 4.283844603524507, 48.0, 5.0, 54.0, 49.0, 23.0, pp
71.0, 71.0, 48.0, 1.5717375577827304, 4.0, 54.0, 39.0, pp
68.0, 82.0, 18.25513246591555, 1.4126145980350242, 38.0, 65.0, 56.0, pp
32.0, 39.0, 48.0, 5.0, 53.0, 28.0, 38.0, pp
64.0, 84.0, 41.96110578928169, 2.5265981027685567, 78.09720548570557, 45.0, 4.0, pp
63.0, 8.0, 48.0, 5.0, 46.0, 9.325642872677566, 29.0, pp
62.0, 83.89536345631242, 48.0, 4.1934375081196045, 47.0, 49.0, 54.0, pp
62.0, 83.0, 48.0, 5.0, 46.0, 36.0, 95.45506470125518, pp
56.0, 54.0, 48.0, 5.0, 43.0, 37.0, 3.0, pp
61.0, 6.0, 48.0, 5.0, 44.0, 39.0, 38.0, pp
69.44092116654872, 34.0, 48.0, 5.0, 51.0, 28.0, 39.0, cp
12.395929224415665, 43.0, 48.0, 5.0, 84.67772389684751, 16.0, 28.0, cp
4.0, 29.0, 48.0, 5.0, 42.0, 35.0, 89.76513232355126, cp
65.0, 47.0, 21.129764404876568, 4.312919887554115, 59.0, 25.347878323948912, 82.2682950974601, cp
28.0, 75.2380818653009, 48.0, 5.0, 5.0, 33.0, 42.0, cp
61.0, 45.0, 48.0, 5.0, 48.0, 35.0, 41.0, cp
42.0, 46.5602531981562, 48.0, 5.0, 58.0, 15.0, 27.0, cp
22.0, 36.0, 48.0, 5.0, 76.94651882465614, 88.1538090359312, 47.0, cp
47.0, 47.0, 4.534427022918692, 5.0, 22.0, 16.0, 26.0, cp
10.125804645271462, 37.0, 48.0, 5.0, 11.395757353723925, 36.0, 45.0, cp
42.0, 38.0, 48.0, 5.0, 54.0, 34.0, 43.0, cp
44.0, 56.0, 18.41648632507224, 5.0, 5.0, 46.0, 54.0, cp
25.0, 37.0, 48.0, 5.0, 43.0, 26.0, 36.0, cp
44.0, 42.0, 48.0, 5.0, 47.61505489601173, 60.860332165812224, 27.172915758139666, cp
24.0, 43.0, 48.0, 5.0, 37.0, 28.0, 38.0, cp
21.257738639893415, 56.0, 48.0, 1.9302861534362394, 46.09700787023105, 79.46308539818578, 53.0, cp
5.0, 49.0, 48.0, 5.0, 49.0, 46.0, 16.255985788594927, cp
3.0, 45.0, 48.0, 5.0, 36.0, 80.65298465864105, 32.0, cp
35.0, 37.0, 48.0, 5.0, 3.0, 34.0, 43.0, cp
14.021146417600368, 46.0, 48.0, 5.0, 53.987505055495426, 84.61998648886103, 41.0, cp
38.0, 4.0, 48.0, 5.0, 63.0, 91.65494964007637, 35.0, cp
47.0, 28.0, 48.0, 5.0, 56.0, 2.0, 25.0, cp
38.0, 44.0, 48.0, 4.569310354899921, 43.0, 31.02525832178659, 64.3959349725386, cp
75.47798873728094, 51.0, 48.0, 5.0, 58.0, 2.0, 31.0, cp
25.0, 51.0, 16.942525511594148, 1.2976224451087468, 57.429360382591696, 5.769981160939201, 5.0, cp
17.0, 39.0, 48.0, 5.0, 53.0, 3.0, 39.0, cp
37.0, 44.0, 24.03630376514893, 5.0, 42.0, 92.85644300325225, 47.0, cp
27.0, 3.0, 48.0, 5.0, 71.0, 28.0, 39.0, cp
16.0, 43.0, 48.0, 5.0, 54.0, 27.0, 46.68431346274082, cp
28.389369886692002, 48.0, 48.0, 5.0, 59.0, 36.0655580910541, 89.0, im
34.0, 44.30621957576513, 48.0, 5.0, 58.0, 85.0, 8.0, im
27.0, 35.0, 48.0, 5.0, 51.0, 77.0, 79.0, im
12.0, 19.319531655711945, 48.0, 5.0, 74.0, 58.0, 48.84969639891053, im
44.4166586153248, 67.26592560956858, 44.120521201081694, 5.0, 4.0, 87.0, 88.0, im
48.0, 41.0, 48.0, 5.0, 60.37222480316931, 9.0, 88.0, im
49.0, 42.0, 48.0, 5.0, 53.0, 79.0, 95.50968031690215, im
76.13536508710482, 16.172357071464035, 45.133300386400265, 5.0, 63.0, 7.0, 74.0, im
33.0, 70.33945572314306, 32.457256764047145, 5.0, 46.0, 65.0, 69.0, im
4.056344350580206, 51.0, 45.7329637705658, 4.932026245615451, 53.0, 75.0, 78.0, im
50.11923242130299, 5.211656372577804, 48.0, 5.0, 55.0, 8.0, 82.0, im
51.0, 4.0, 48.0, 5.0, 57.0, 62.0, 67.0, im
43.877261605318, 47.0, 48.0, 5.0, 51.0, 34.508668746917664, 72.0, im
31.0, 36.0, 48.0, 1.156384326553993, 20.871813711913262, 94.0, 94.0, im
36.0, 45.0, 9.327514438034854, 3.8332797761152686, 73.73813300433991, 79.0, 17.0, im
63.0, 71.33335258772908, 48.0, 4.20807175040433, 54.0, 76.0, 5.810766520400244, imS
69.0, 43.0, 48.0, 5.0, 59.0, 74.0, 77.0, imU
64.0, 46.0, 48.0, 5.0, 48.0, 73.0, 76.0, imU
47.0, 46.0, 48.0, 5.0, 76.00467445235807, 74.0, 77.0, imU
7.0, 53.0, 48.0, 5.0, 7.0, 86.0, 87.0, imU
64.0, 45.0, 48.0, 4.0313679722676445, 67.0, 61.0, 61.86557883067652, imU
81.0, 52.0, 13.123948342894192, 3.481745941210945, 57.0, 78.0, 8.0, imU
84.0, 54.0, 48.0, 5.0, 75.0, 92.0, 7.0, imU
