@relation  sonar
@attribute Band1 real[0.002,0.137]
@attribute Band2 real[0.001,0.234]
@attribute Band3 real[0.002,0.306]
@attribute Band4 real[0.006,0.426]
@attribute Band5 real[0.007,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.003,0.373]
@attribute Band8 real[0.006,0.459]
@attribute Band9 real[0.008,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.003,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.008,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.006,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.001,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.001,0.035]
@attribute Band55 real[0.001,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.001,0.044]
@attribute Type{R,M}
@inputs Band1, Band2, Band3, Band4, Band5, Band6, Band7, Band8, Band9, Band10, Band11, Band12, Band13, Band14, Band15, Band16, Band17, Band18, Band19, Band20, Band21, Band22, Band23, Band24, Band25, Band26, Band27, Band28, Band29, Band30, Band31, Band32, Band33, Band34, Band35, Band36, Band37, Band38, Band39, Band40, Band41, Band42, Band43, Band44, Band45, Band46, Band47, Band48, Band49, Band50, Band51, Band52, Band53, Band54, Band55, Band56, Band57, Band58, Band59, Band60
@outputs Type
@data
0.013, 0.007, 0.031, 0.031, 0.008, 0.077, 0.077, 0.38316875116833693, 0.073, 0.09, 0.075, 0.084, 0.123, 0.162, 0.232, 0.293, 0.353, 0.366, 0.322, 0.0883214704166915, 0.408, 0.428, 0.466, 0.596, 0.695, 0.8813437219339758, 0.6227089238350068, 0.64, 0.331, 0.342, 0.492, 0.459, 0.303, 0.437, 0.518, 0.512, 0.475, 0.49, 0.46, 0.446, 0.524303919823911, 0.30031683327032177, 0.23, 0.095, 0.01, 0.053, 0.038, 0.011, 0.0905131989616233, 0.028715897233857753, 0.011, 0.05531422287931531, 0.003, 0.004, 0.008337704297932262, 0.004, 0.005, 0.001, 0.005, 0.002, R
0.009, 0.005, 0.008, 0.023, 0.059, 0.068, 0.099, 0.024247267622325396, 0.6599994293111375, 0.082, 0.4729416462343516, 0.186, 0.279, 0.258, 0.40718829468362694, 0.257, 0.6189263825092759, 0.299, 0.392, 0.9921196556482743, 0.566, 0.646, 0.8893302894200502, 0.758, 0.886, 0.942, 1.0, 0.856, 0.679, 0.559, 0.415, 0.295, 0.202, 0.069, 0.117, 0.11149236113752525, 0.222, 0.278, 0.231, 0.144, 0.151, 0.174, 0.176, 0.13688117251379442, 0.04308365278716284, 0.014, 0.25000144275324454, 0.048, 0.016, 0.004, 0.05081180193247549, 0.005, 0.038476806239801646, 0.008, 0.011, 0.005, 0.003, 0.006, 0.006, 0.027772088699222562, R
0.038609917262478255, 0.01, 0.011, 0.026, 0.01, 0.039, 0.086, 0.092, 0.095, 0.15, 0.191, 0.6694816370158181, 0.5462807471226623, 0.257, 0.8664776840255312, 0.48192515914093825, 0.254, 0.342, 0.403, 0.455, 0.13582607208630676, 0.599, 0.585, 0.711, 0.95, 0.986, 1.0, 0.958, 0.864, 0.713, 0.589, 0.432, 0.29, 0.174, 0.239877116935299, 0.23, 0.246, 0.31, 0.331, 0.5771696008237008, 0.087, 0.206, 0.5939201144771465, 0.162, 0.112, 0.082, 0.112, 0.08495847348891163, 0.041, 0.012, 0.005, 0.005, 0.004, 0.004, 0.001, 0.005, 0.004, 0.001, 0.003, 0.003, R
0.06831564567827518, 0.015, 0.022, 0.018, 0.036, 0.07, 0.29038752169240906, 0.062, 0.125, 0.13, 0.089, 0.05, 0.063, 0.127, 0.08, 0.074, 0.205, 0.295, 0.9310568828010133, 0.542899744601664, 0.596, 0.566764835509184, 0.822, 0.842, 0.906, 0.4581314490554229, 1.0, 0.875, 0.758, 0.662, 0.579, 0.513, 0.478, 0.499, 0.925648250795819, 0.507, 0.458, 0.35, 0.6589976872482797, 0.189, 0.197, 0.104, 0.46119620373337444, 0.049, 0.17949942434101815, 0.05, 0.025, 0.022, 0.01, 0.018173381511162358, 0.002, 0.004, 4.365850878964609E-4, 0.003, 0.005, 0.005, 0.002, 0.004, 0.009, 0.006, R
0.013, 0.001, 0.23093041708062648, 0.046, 0.052, 0.078, 0.093, 0.094, 0.171, 0.148, 0.153, 0.14697539469110205, 0.089, 0.124, 0.12, 0.114, 0.4666061672898024, 0.284, 0.5428703472688492, 0.543, 0.7848117713436511, 0.798, 0.927, 0.903, 0.919, 1.0, 0.982, 0.909, 0.8771173432094783, 0.696, 0.59, 0.2884643083604668, 0.514, 0.0416065485078391, 0.553, 0.15620914453738582, 0.483, 0.379, 0.183, 0.175, 0.168, 0.067, 0.061, 0.038, 0.053, 0.028, 0.018, 0.011, 0.007, 0.012, 0.009, 0.008, 0.025796494588906992, 0.001, 0.001, 0.004, 0.004, 0.031032641844598724, 0.002, 0.002, R
0.007, 0.01, 0.014, 0.049, 0.025, 0.04838398588783666, 0.07, 0.074, 0.012, 0.09, 0.029, 0.155, 0.144, 0.104, 0.6778827522936934, 0.123, 0.089, 0.205, 0.08716623158640374, 0.152, 0.303, 0.161, 0.30629120047630065, 0.143, 0.04, 0.165, 0.34, 0.4074740839254749, 0.521, 0.4829838078205902, 0.24157695169550758, 0.599, 0.676, 0.89, 0.15661277835038787, 0.952, 0.846, 0.707, 0.67, 0.12147736115322387, 0.51, 0.416, 0.282, 0.17, 0.142, 0.097, 0.088, 0.086, 0.036, 0.023, 0.025, 0.004, 0.005, 0.008, 0.012, 0.01, 0.005, 0.003, 0.008983656808031643, 0.006, R
0.011, 0.09781677777106333, 0.006, 0.046, 0.075, 0.089, 0.102, 0.3066064039193109, 0.6400754515838519, 0.039, 0.111, 0.141, 0.22, 0.9635687046913822, 0.412, 0.475, 0.983631658374479, 0.3282142316052257, 0.706, 0.792, 0.949, 1.0, 0.254283253123584, 0.943, 0.6202863255972709, 0.6502314627920817, 0.723534777869362, 0.449, 0.474, 0.615, 0.493, 0.32, 0.40479147015437283, 0.334, 0.105, 0.067, 0.038, 0.046, 0.169, 0.217, 0.168, 0.064, 0.016, 0.078, 0.065, 0.021, 0.20836622099028115, 0.039, 0.025666725872472568, 0.07384980955623319, 0.016, 0.036142339320188, 0.008, 0.011, 0.008, 0.01844373479402711, 0.0, 0.002, 0.003, 0.003, R
0.027, 0.024, 0.062, 0.056, 0.113, 0.09835637899869036, 0.182, 0.174, 0.144, 0.5716290847669888, 0.237, 0.091, 0.175, 0.401, 0.519, 0.15973645194078245, 0.906, 0.926, 0.743, 0.446, 0.51, 0.695, 0.776, 0.836, 0.728, 0.64, 0.2344054307794211, 0.5729049334146327, 0.35, 0.444, 0.266, 0.202, 0.9137354814134854, 0.5801248089222062, 0.372, 0.584, 0.483, 0.235, 0.1, 0.324, 0.6475475004174625, 0.298, 0.168, 0.176, 0.168, 0.073, 0.119, 0.13, 0.075, 0.007, 0.026, 0.011, 0.011, 0.008, 0.005, 0.007, 0.03485412552367293, 0.016, 0.022, 0.017, R
0.013, 0.18105155190523983, 0.062, 0.052, 0.3030203203391331, 0.259, 0.23, 0.207, 0.342, 0.428, 0.302, 0.121, 0.33, 0.571, 0.696, 0.975, 1.0, 0.929, 0.621, 0.459, 0.5, 0.29524280278506754, 0.708, 0.5669908612144624, 0.811, 0.769, 0.81, 0.21821386670000242, 0.236, 0.9728819914310896, 0.08418385510569994, 0.676, 0.29, 0.04835562690611827, 0.853, 0.718, 0.48, 0.586, 0.499, 0.287, 0.06, 0.117, 0.274, 0.281, 0.208, 0.066, 0.049, 0.034, 0.017, 0.029, 0.003, 0.021, 0.005, 0.033736690615475344, 0.013, 0.002, 0.004, 0.003, 0.011, 0.008, R
0.029, 0.1422202997741337, 0.077, 0.2072171601320657, 0.052, 0.105, 0.014, 0.014395881132780548, 0.129, 0.061270628870993535, 0.094, 0.079, 0.025, 0.119, 0.10216349141210398, 0.205, 0.32770274086918283, 0.269, 0.378, 0.13573289770813027, 0.347, 0.14, 0.121, 0.22003491675202616, 0.15, 0.263, 0.447, 0.752, 0.904, 0.781, 0.477, 0.248, 0.537, 0.628, 0.365, 0.457, 0.636, 0.647, 0.552, 0.31866003035443374, 0.229, 0.12205227850914288, 0.12147481934574313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13438299682745314, 0.0, 0.0, 0.006, 0.024, 0.02, 0.005, 0.014, 0.016, 0.008, 0.008765019037938913, 0.011, R
0.09341113296184018, 0.042, 0.0666690699496933, 0.082, 0.084, 0.076, 0.037, 0.096, 0.055, 0.019, 0.726413255193367, 0.173, 0.194, 0.864357702263947, 0.02455339995644833, 0.502, 0.636, 0.71, 0.833, 0.873, 0.807, 0.751, 0.753, 0.73, 0.618, 0.3899806565069548, 0.453, 0.5618601821395243, 0.558157928036097, 0.48071638933190064, 0.314, 0.319, 0.369, 0.023716808729506288, 0.447, 0.478, 0.919041820859779, 0.466, 0.389, 0.426, 0.406, 0.371, 0.04938725841892587, 0.28, 0.128, 0.112, 0.13, 0.079, 0.044, 0.022, 0.009551731173310367, 0.008, 0.017, 0.018, 0.004, 0.013, 0.007, 0.02884060778767816, 0.013, 0.009, M
0.04275349768524839, 0.012, 0.02, 0.2985582776108194, 0.22463915084899383, 0.042, 0.345217298395051, 0.0305419570674519, 0.049, 0.069, 0.112, 0.174, 0.271, 0.309, 0.358, 0.5, 0.601, 0.647, 0.4345951324674755, 0.901, 0.891, 0.934, 1.0, 0.91, 0.85, 0.787, 0.769, 0.772, 0.627, 0.43, 0.208, 0.12, 0.9868232233326005, 0.262, 0.386, 0.396, 0.325, 0.23, 0.325, 0.402, 0.05352324352076353, 0.401, 0.337, 0.08365173483911244, 0.21, 0.118, 0.115, 0.055, 0.029, 0.018, 0.01, 0.012, 0.01586311207568811, 0.018983591387975868, 0.003, 0.02048598689783504, 0.008, 0.04100947906752337, 0.016, 0.013, M
0.053, 0.088, 0.2, 0.26, 0.322, 0.225, 0.062, 0.229, 0.6767377088863258, 0.074, 0.6139227781896299, 0.223, 0.27, 0.336, 0.1769913406779504, 0.414, 0.566, 0.692, 0.855, 0.923, 0.917, 1.0, 0.06989270586471369, 0.91, 0.834, 0.43249770162731815, 0.36673201041452863, 0.448, 0.246, 0.202, 0.145, 0.099, 0.151, 0.239, 0.443, 0.502, 0.444, 0.457, 0.4116299636453925, 0.4371204663014786, 0.341, 0.499, 0.23060635179225505, 0.139, 0.18, 0.13, 0.052, 0.082, 0.047, 0.011, 0.03, 0.01643450971027708, 0.02, 0.026, 0.008, 0.024702055615303586, 0.017, 0.015, 0.013, 0.006, M
0.028, 0.07767900507517136, 0.066, 0.023, 0.084, 0.167, 0.115, 0.11, 0.3804542468489274, 0.177, 0.2, 0.287, 0.04890787243119159, 0.5062450183348834, 0.417, 0.504, 0.618, 0.802, 0.933, 0.94, 0.928, 0.46328420563025496, 0.833, 0.058718394116200126, 0.22511175405073716, 0.615, 0.581, 0.5598410034412148, 0.371, 0.289, 0.218, 0.5123810702833302, 0.358, 0.395, 0.287, 0.24, 0.362, 0.331, 0.376, 0.477, 0.406, 0.366, 0.232, 0.145, 0.5513981803165279, 0.111, 0.066, 0.027, 0.024, 0.018, 0.011, 0.015, 0.017, 0.016, 0.007758984343791144, 0.007, 0.005, 0.003, 0.0015333395175480607, 0.042218597392602496, M
0.10943689540481123, 0.026, 0.012, 0.077, 0.106, 0.168, 0.302, 0.346, 0.331, 0.412, 0.5742047699399304, 0.26562548608743247, 0.462, 0.997, 0.914, 0.829, 0.37973181417787716, 0.782, 0.879, 0.85, 0.892, 0.947, 1.0, 0.898, 0.781, 0.832, 0.65, 0.455, 0.9226421133579319, 0.339, 0.14713219525086046, 0.098, 0.048, 0.14, 0.183, 0.215, 0.127, 0.8974154856287445, 0.339, 0.6041175305908819, 0.237, 0.12, 0.266, 0.259, 0.6409394161267996, 0.7255951743965491, 0.27066271280652443, 0.132, 0.107, 0.032, 0.003851557989570209, 0.006, 0.016, 0.008, 0.037, 0.01, 0.013, 0.02380031822617173, 0.013, 0.0018954521540774619, M
0.108, 0.07090648762111237, 0.1548593312000994, 0.084, 0.075, 0.18980581223028847, 0.332, 0.459, 0.553, 0.597, 0.53, 0.225, 0.24, 0.3433417346464334, 0.665, 0.3168511956343081, 0.167, 0.084, 0.433, 0.7589732465480858, 0.786560971299317, 0.371, 0.24662424322930726, 0.161, 0.209, 0.285, 0.221, 0.613, 0.581, 0.692, 0.382, 0.43, 0.779, 0.87, 1.0, 0.921, 0.939, 0.93, 0.731, 0.479, 0.6660338057032865, 0.202, 0.167, 0.529873400738899, 0.437, 0.07966021826552697, 0.158, 0.055, 0.0753680807397161, 0.021, 0.017, 0.018, 0.011, 0.023, 0.03517679930529017, 0.003, 0.008, 0.012, 0.008, 0.014, M
0.043, 0.20063715433833126, 0.083, 0.081, 0.016, 0.028, 0.057, 0.206, 0.389, 0.5137018704457911, 0.734, 0.6329290113292935, 0.3, 0.195, 0.277, 0.37710664757180645, 0.251, 0.251, 0.329, 0.487, 0.653, 0.845, 0.974, 0.47932410549915494, 0.4143246619976882, 0.532, 0.402, 0.344, 0.6655040964315422, 0.418, 0.439, 0.116, 0.7944894913571164, 0.655, 0.617, 0.437, 0.412, 0.364, 0.457, 0.437, 0.296, 0.431, 0.416, 0.182, 0.149, 0.25382169158799145, 0.116, 0.205, 0.107, 0.02, 0.021, 0.018, 0.02, 0.021, 0.014, 0.005, 0.003, 0.016, 0.006, 0.002, M
0.052, 0.094, 0.062, 0.042, 0.1798059448350235, 0.243, 0.13815832039880527, 0.202, 0.261, 0.129, 0.40463130123322627, 0.278, 0.443, 0.367, 0.204, 0.265617012120927, 0.325, 0.154, 0.278, 0.351, 0.519, 0.705, 0.714, 0.681, 0.51, 0.531, 0.613, 0.839, 0.903, 0.861, 0.06637190119651423, 0.917, 0.713, 0.69, 0.731, 0.051602812732477396, 0.158, 0.182, 0.138, 0.296, 0.521557470024926, 0.825, 0.535, 0.44, 0.645, 0.621, 0.07764649181013147, 0.009158931578779344, 0.036, 0.036, 0.046, 0.043, 0.027, 0.015, 0.012, 0.013, 0.015623289021575656, 0.011, 0.007, 0.008, M
0.03, 0.069, 0.099, 0.102, 0.14966568129199223, 0.063, 0.013, 0.081, 0.176, 0.5262683729807074, 0.052, 0.09, 0.266, 0.6192625065041386, 0.352, 0.389, 0.396, 0.245, 0.236, 0.931349521068239, 0.311, 0.47, 0.553, 0.453, 0.446, 0.467, 0.6311520646696799, 0.5078283831644403, 0.6533076284647239, 0.702, 0.738, 0.745, 0.793, 0.523, 0.714416258175023, 0.304, 0.131, 0.1522338331100144, 0.178, 0.16, 0.566, 0.644, 0.424, 0.457, 0.576, 0.529, 0.329, 0.128, 0.07, 0.033, 0.034, 0.046, 0.028, 0.017, 0.009, 0.005, 0.02679531450075919, 0.013, 0.012, 0.002, M
0.08129570814112567, 0.083, 0.058, 0.063, 0.064, 0.133, 0.099, 0.179, 0.12, 0.137, 0.251, 0.263, 0.28, 0.5061255579165009, 0.382, 0.313, 0.396, 0.9051550139717653, 0.322, 0.334, 0.318, 0.289, 0.2529555082220946, 0.257, 0.3513594290929286, 0.459, 0.2641659992859154, 0.728, 0.21216124896289812, 0.658, 0.751, 0.256701410140307, 0.49, 0.2598765471090741, 0.655, 0.401, 0.119, 0.9360317545151412, 0.311, 0.135, 0.511, 0.799, 0.752, 0.551, 0.40433221778933237, 0.729, 0.552, 0.334, 0.161, 0.048, 0.1, 0.005352817964822244, 0.032, 0.031, 0.025, 1.0935580663135177E-4, 0.004401404352952122, 0.021, 0.023, 0.028984111396359303, M
0.012, 0.007, 0.028, 0.058, 0.092, 0.127, 0.158, 0.193, 0.236, 0.217, 0.118, 0.5365275410601235, 0.278, 0.376, 0.509, 0.659, 0.707, 0.753, 0.836, 0.859, 0.962, 0.984, 0.87, 0.4070063160320293, 0.507, 0.54, 0.693, 0.849, 0.821, 0.9591984823411792, 0.295, 0.3580674218498327, 0.7993618662318591, 0.189, 0.145, 0.769839171542283, 0.089, 0.084, 0.089, 0.155, 0.232, 0.222, 0.104, 0.2801010073740271, 0.202, 0.08714944946559831, 0.111, 0.04, 0.03, 0.008, 0.004, 0.005, 0.003, 0.002, 0.001, 0.003, 0.002, 0.006, 0.003, 0.005, M
