@relation  sonar
@attribute Band1 real[0.002,0.137]
@attribute Band2 real[0.001,0.234]
@attribute Band3 real[0.002,0.306]
@attribute Band4 real[0.006,0.426]
@attribute Band5 real[0.007,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.003,0.373]
@attribute Band8 real[0.006,0.459]
@attribute Band9 real[0.008,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.003,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.008,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.006,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.001,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.001,0.035]
@attribute Band55 real[0.001,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.001,0.044]
@attribute Type{R,M}
@inputs Band1, Band2, Band3, Band4, Band5, Band6, Band7, Band8, Band9, Band10, Band11, Band12, Band13, Band14, Band15, Band16, Band17, Band18, Band19, Band20, Band21, Band22, Band23, Band24, Band25, Band26, Band27, Band28, Band29, Band30, Band31, Band32, Band33, Band34, Band35, Band36, Band37, Band38, Band39, Band40, Band41, Band42, Band43, Band44, Band45, Band46, Band47, Band48, Band49, Band50, Band51, Band52, Band53, Band54, Band55, Band56, Band57, Band58, Band59, Band60
@outputs Type
@data
0.009, 0.018, 0.006, 0.006, 0.026, 0.046, 0.047, 0.006, 0.042, 0.15791338547200742, 0.089, 0.16, 0.154, 0.277, 0.218, 0.2853200738223549, 0.25849621838855, 0.282, 0.248, 0.3, 0.43, 0.468, 0.452, 0.503, 0.622, 0.657, 0.663, 0.732, 0.853, 1.0, 0.845, 0.1273080483338116, 0.631, 0.621, 0.698, 0.587, 0.489, 0.34823385692300124, 0.204, 0.147, 0.70443856239981, 0.145, 0.149, 0.121, 0.114, 0.079, 0.036, 0.05332618296037572, 0.008, 0.012, 0.002, 0.007, 0.006, 0.013, 0.011, 0.005, 0.016822671505814107, 0.038282101529250406, 0.01316344592095433, 0.002, R
0.041, 0.065, 0.04, 0.3888132779669979, 0.05, 0.182, 0.118, 0.102, 0.058, 0.218, 0.246, 0.333, 0.309, 0.261, 0.8107676382541581, 0.373, 0.42, 0.5945501492364682, 0.8486597073955134, 0.82, 0.884, 0.83, 0.761, 0.9411199372124671, 0.06549821099487557, 0.6484389666599312, 0.765, 0.59, 0.304, 0.082, 0.1031801983362949, 0.724, 0.7915446376911236, 0.805, 0.768, 0.747, 0.625, 0.173, 0.9710445823040895, 0.5, 0.1448267247706714, 0.482, 0.4, 0.388, 0.165, 0.044, 0.066, 0.042, 0.048, 0.024, 0.007, 0.006, 0.013, 0.018, 0.007, 0.02, 0.006302469680621863, 0.01, 0.007, 0.006, R
0.029, 0.038, 0.026, 0.30036443178783273, 0.013, 0.061, 0.09, 0.111, 0.097, 0.075, 0.053, 0.121, 0.176, 0.9570804318837077, 0.273, 0.232, 0.4310810331816508, 0.293, 0.33, 0.491, 0.5654599340063194, 0.626, 0.683, 0.753, 0.3687741467712387, 0.894, 0.993, 0.6294982900865139, 0.708, 0.1469665009758823, 0.613, 0.464, 0.28, 0.172, 0.166, 0.6232877792583983, 0.274, 0.321, 0.272, 0.188, 0.155, 0.252, 0.212, 0.18, 0.147, 0.068, 0.109, 0.092, 0.04, 0.037414538649240166, 0.09669985447467767, 0.006, 0.007, 0.011, 0.005, 0.01, 0.004, 0.006, 0.005, 0.009, R
0.022, 0.012, 0.017, 0.015, 0.061, 0.103, 0.114, 0.088, 0.116, 0.087, 0.156, 0.078, 0.2679948046309861, 0.092, 0.066, 0.113, 0.174, 0.8843711691387862, 0.27646439440838627, 0.391, 0.544, 0.612, 0.702, 0.21412465227724162, 0.797, 0.6035556764508494, 0.881, 0.795, 0.7072277249906277, 0.2490433134776641, 0.641, 0.631, 0.8131240952175866, 0.617, 0.3497154883653194, 0.676, 0.625, 0.512, 0.389, 0.327, 0.8403255264396606, 0.153, 0.132, 0.166, 0.122, 0.098, 0.045, 0.027, 0.018, 0.009, 0.002, 0.005, 0.005, 0.006403112535691613, 0.013, 0.012, 0.005, 0.002, 0.001161476131799043, 0.002, R
0.007, 0.01, 0.13481109221391638, 0.006, 0.02, 0.029100346170156347, 0.043, 0.2612276097438828, 0.084, 0.118, 0.098, 0.44992452530793947, 0.17991710337342626, 0.059, 0.083, 0.13, 0.204, 0.381, 0.445, 0.522, 0.591, 0.657, 0.631, 0.6, 0.496, 0.565, 0.691, 0.851, 1.0, 0.917, 0.21146598000392924, 0.7808361983440901, 0.547, 0.552, 0.546, 0.552, 0.456, 0.347, 0.338, 0.285, 0.25, 0.164, 0.16, 0.149, 0.133, 0.069, 0.06, 0.056, 0.031, 0.007837895218245195, 0.003, 0.005, 0.002, 0.002, 0.004, 0.002, 0.003, 0.003, 0.018082092573419698, 0.003, R
0.040038320077592116, 0.08278415103717338, 0.21179829745781567, 0.028, 0.1804380038975361, 0.035, 0.036, 0.054, 0.026, 0.047, 0.053, 0.185, 0.104, 0.095, 0.091, 0.169, 0.157, 0.038, 0.132, 0.209, 0.198, 0.095, 0.196, 0.124, 0.062, 0.32284251893377924, 0.464, 0.144880167662371, 0.3053445758534, 0.611, 0.705, 0.538, 0.5996018036603001, 0.844, 0.5471474226920743, 0.97, 0.777, 0.631, 0.576, 0.615, 0.545, 0.481, 0.341, 0.192, 0.113, 0.064, 0.091, 0.098, 0.056, 0.002504177280819085, 0.009, 0.004, 0.018, 0.017, 0.008, 0.005, 0.011, 0.018, 0.029, 0.006, R
0.024, 0.019, 0.047, 0.044, 0.066, 0.074, 0.138, 0.11, 0.2830779901165697, 0.138, 0.094, 0.026, 0.15, 0.285, 0.574, 0.828, 0.867, 0.813, 0.904, 0.905, 1.0, 0.998, 0.8408201214598539, 0.976, 0.901, 0.972, 0.968, 0.763, 0.443, 0.382, 0.473, 0.401, 0.338, 0.317, 0.9880886478279923, 0.073, 0.09998593247378848, 0.189, 0.071, 0.106, 0.069, 0.6169751269544882, 0.6084230655362883, 0.146, 0.135, 0.039, 0.10337165242791449, 0.047, 0.02, 0.01, 0.016, 0.04718557629319503, 0.021465048700446507, 0.008, 0.002, 0.03768461414675336, 0.004, 0.003, 0.002719568742141027, 0.002, R
0.022056493761962392, 0.163, 0.164, 0.26324157693731637, 0.113, 0.131, 0.026823611068963915, 0.227, 0.299, 0.374, 0.304, 0.039, 0.268, 0.54, 0.33152730571514166, 0.726, 0.47724963910813667, 0.689, 0.445, 0.392, 0.56, 0.754, 0.831, 1.0, 0.876, 0.709, 0.701, 0.501, 0.3256967251477057, 0.446, 0.407, 0.077, 0.142, 0.04, 0.36, 0.3518689332734488, 0.11501186351175696, 0.36, 0.061, 0.303, 0.397, 0.387, 0.238, 0.206, 0.229, 0.17, 0.43467900420042666, 0.179, 0.102, 0.015, 0.022, 0.011, 0.008663294356237933, 0.0056399938079155975, 0.014159571329401703, 0.008506216079114521, 0.008, 0.03606620145497522, 0.011, 0.007, R
0.026, 0.1520421531654527, 0.025, 0.18229939452658858, 0.035, 0.07, 0.06241262488006909, 0.108, 0.152, 0.163, 0.103, 0.219, 0.154, 0.263, 0.294, 0.298, 0.09904746198306034, 0.14, 0.299, 0.8998786937789709, 0.36, 0.24, 0.421, 0.4599558906527133, 0.609, 0.632, 0.655, 0.767, 1.0, 0.846, 0.551, 0.6672871396889182, 0.517, 0.427, 0.18, 0.079, 0.054, 0.191, 0.8775983848135449, 0.19045871927041066, 0.277, 0.284, 0.173, 0.082, 0.034, 0.3508140728438306, 0.5473781622413961, 0.031, 0.12406613135665331, 0.032, 0.013, 0.012, 0.012, 0.005, 0.007, 0.002, 0.004, 0.001, 0.004, 0.004585143038906423, R
0.018, 0.015, 0.003, 0.014, 0.042, 0.047, 0.3498921892314432, 0.074, 0.14, 0.104, 0.45266492708531786, 0.067, 0.1, 0.571135530410366, 0.035, 0.123, 0.163, 0.365, 0.326, 0.3, 0.211, 0.7853081055375067, 0.8314063039662797, 0.228, 0.075, 0.197, 0.5433717419652668, 0.638, 0.797, 0.751, 0.552, 0.221, 0.467, 0.8872423857157683, 0.23, 0.324, 0.448, 0.558, 0.652, 0.10453215930716417, 0.2772095311920181, 0.227, 0.221172032364917, 0.09, 0.054, 0.037, 0.099, 0.096, 0.032, 0.014, 0.008, 0.022, 0.031703854661598765, 0.014, 0.023, 0.004, 0.002, 0.005, 0.009, 0.008, R
0.034, 0.013, 0.07, 0.118, 0.035, 0.10407240502398282, 0.195, 0.161, 0.3614020608124328, 0.437, 0.553, 0.577, 0.11510093846127877, 0.707, 0.737, 0.739, 0.862, 0.946, 0.878, 0.791, 0.576, 0.306, 0.7115545880122935, 0.024, 0.803606297234913, 0.486, 0.503, 0.18592902423020663, 0.38173140097868896, 0.18, 0.356, 0.352, 0.332, 0.03327537252667252, 0.364, 0.075, 0.183, 0.182, 0.182, 0.159, 0.058, 0.27124004157312215, 0.109, 0.5003026279574965, 0.21269416565953153, 0.049, 0.044, 0.059, 0.08608722045693715, 0.053026186498120936, 0.03, 0.024, 0.023, 0.009, 0.0015915983348599632, 0.027114650126107656, 0.003, 0.038, 0.025901272519934283, 0.016, M
0.043, 0.20974052579136113, 0.09826690783357875, 0.07180981833995548, 0.122, 0.152, 0.154, 0.039, 0.061, 0.011, 0.09572141375060225, 0.247, 0.07979918755469824, 0.375, 0.4027991220836526, 0.539, 0.659, 0.711, 0.9075924211795424, 0.867, 0.842, 0.797, 0.838, 0.5056005641225727, 0.856, 0.616, 0.414, 0.327, 0.311, 0.255, 0.337, 0.446, 0.5, 0.511, 0.519, 0.462, 0.423, 0.437, 0.428, 0.443, 0.37, 0.332, 0.256, 0.253, 0.214, 0.179, 0.3552034367591151, 0.0933146876178949, 0.15238890159325416, 0.012, 0.001, 0.014, 0.018, 0.008, 0.003260589181040551, 0.013, 0.009, 0.008, 0.011, 0.005, M
0.06, 0.047, 0.27066295048889305, 0.046107081229823425, 0.103, 0.077, 0.085, 0.045, 0.109, 0.035, 0.158, 0.397232236560721, 0.227, 0.283, 0.382, 0.466, 0.669, 0.865, 0.936, 0.7475586497289031, 0.34909773082334955, 0.916, 0.931, 0.86, 0.733, 0.5774578560966668, 0.416, 0.411, 0.415, 0.315, 0.294, 0.8952853495637619, 0.315, 0.413, 0.399, 0.42, 0.453, 0.04785330235442456, 0.474, 0.343, 0.319, 0.6172234942664446, 0.249, 0.062346246705936796, 0.175, 0.015589887587956593, 0.053, 0.008, 0.034, 0.014, 0.04080488256663198, 0.001, 0.0, 0.023, 0.021, 0.018574278059083568, 0.012, 0.011, 0.011, 0.01, M
0.026, 0.027, 0.22657509185387173, 0.23884023132474166, 0.136, 0.151, 0.132, 0.165, 0.186, 0.201, 0.289, 0.365, 0.351, 0.35, 0.432, 0.54, 0.624, 0.688, 0.733, 0.811, 0.1589734361623352, 0.863, 0.875, 0.961, 0.972, 0.912, 0.858, 0.88, 0.772, 0.47517954165050286, 0.426, 0.286, 0.311, 0.207, 0.116, 0.018, 0.6991601358689741, 0.248, 0.7571848437854054, 0.8328379300396977, 0.214, 0.203, 0.189, 0.137, 0.138, 0.031, 0.037, 0.061, 0.04, 0.017, 0.014, 0.022, 0.02087174255817005, 0.013, 0.002, 0.012, 0.005, 0.002, 0.003, 0.002, M
0.035, 0.051, 0.008, 0.024, 0.043, 0.074, 0.094, 0.113, 0.123, 0.19460688925804728, 0.181, 0.239, 0.4617642690024255, 0.287, 0.401, 0.532, 0.549, 0.0638033719378997, 0.6587969617982854, 0.675, 0.14916175341446924, 0.789, 0.7781063103494482, 0.21088845023766356, 0.974, 1.0, 0.97, 0.996, 0.824, 0.602, 0.534, 0.487, 0.353, 0.157, 0.25970600046583125, 0.161, 0.282, 0.339, 0.302, 0.294, 0.298, 0.268, 0.206, 0.207, 0.5545109618230515, 0.122, 0.101, 0.074, 0.039, 0.005, 0.015, 0.023127423654805735, 0.012, 0.011, 0.011, 0.01, 0.005, 0.002, 0.008, 0.003, M
0.044, 0.045, 0.024, 0.101, 0.225, 0.261, 0.206, 0.167, 0.4329620038550259, 0.308, 0.379, 0.536, 0.6981600919792336, 0.784, 0.839, 0.4163024162988417, 1.0, 0.891, 0.875, 0.789, 0.716, 0.6222436068002702, 0.3813147360843873, 0.321, 0.9825542514209064, 0.228, 0.331, 0.285, 0.030706177508622916, 0.167, 0.102, 0.136, 0.221, 0.112, 0.168, 0.104, 0.7628175106080755, 0.6315940622821437, 0.4090880585059263, 0.118, 0.11, 0.06583227769002138, 0.4318080249174517, 0.026, 0.197, 0.148, 0.043, 0.03175866348197653, 0.051, 0.047, 0.025, 0.027, 0.02, 0.012001273173140658, 0.018, 0.006, 0.004, 0.04395120227615144, 0.015, 0.01, M
0.10059664905201567, 0.1368615592380198, 0.087, 0.036, 0.18943647063533695, 0.16074767110933263, 0.242, 0.266, 0.435, 0.538, 0.5793851999436471, 0.45152961476462183, 0.062, 0.18, 0.391, 0.36, 0.304, 0.243, 0.406, 0.84, 0.978, 0.468, 0.061, 0.214, 0.135, 0.6146096982915443, 0.162, 0.265, 0.7980022791572852, 0.65, 0.285, 0.33, 0.600832297966078, 0.663, 0.863, 0.855, 0.785, 0.902, 0.883, 0.609, 0.281, 0.091, 0.118, 0.269, 0.521, 0.44417011059079553, 0.234, 0.193, 0.1725721159010595, 0.051, 0.023, 0.005130347616535226, 0.006, 0.008, 0.017, 0.011, 0.019, 0.014, 0.007, 0.009, M
0.05292025785262703, 0.11770038513343327, 0.21155413766241496, 0.123, 0.128, 0.2519236052599558, 0.195, 0.426, 0.683, 0.576, 0.473, 0.236, 0.102, 0.29, 0.471, 0.466, 0.38923227669536886, 0.05346063878141824, 0.326, 0.901, 0.931, 0.486, 0.135, 0.16, 0.274, 0.561, 0.365, 0.614, 0.547, 0.41914277333839395, 0.3239039466166645, 0.544, 0.509, 0.625, 0.85, 0.841, 0.842, 0.11367591405559235, 0.771, 0.488, 0.372, 0.447, 0.459, 0.6359374316343892, 0.7021998201564885, 0.43, 0.094, 0.079, 0.027, 0.015, 0.07982284335415411, 0.01678313030902835, 0.021, 0.008, 0.012, 0.017, 0.01, 0.02, 0.018, 0.02421692848210617, M
0.021, 0.054, 0.033, 0.082, 0.074, 0.04471927814993991, 0.092, 0.09793993631911929, 0.155, 0.123, 0.18, 0.179, 0.125, 0.21833144734691162, 0.337, 0.399, 0.5300049982918438, 0.227, 0.322, 0.536, 0.816, 1.0, 0.87, 0.689, 0.63, 0.574, 0.571, 0.598, 0.43, 0.206, 0.1, 0.225, 0.231, 0.398, 0.332, 0.173, 0.143, 0.217, 0.197, 0.2639165658820226, 0.367, 0.202, 0.32945039308547286, 0.24507530024207091, 0.239, 0.34, 0.259, 0.11, 0.091, 0.046, 0.017, 0.003, 0.005, 0.019, 0.01, 0.012, 0.004, 0.014609315585021234, 0.007, 0.01, M
0.10171037729520128, 0.028, 0.012, 0.044, 0.043, 0.077, 0.34446305053761767, 0.143, 0.189, 0.185, 0.175, 0.4325980715850829, 0.148, 0.38793506529949023, 0.258, 0.383, 0.478, 0.536, 0.619, 0.791, 0.926, 1.0, 0.280433477141064, 0.744, 0.556, 0.317, 0.13, 0.06, 0.272, 0.108127002574533, 0.329, 0.486, 0.394, 0.3068444686564255, 0.034, 0.249, 0.384, 0.351, 0.265, 0.7039024277431664, 0.16, 0.087, 0.059, 0.081, 0.049, 0.042, 0.05, 0.037, 0.012, 0.012, 0.013, 0.01, 0.001, 0.005, 0.004, 0.003, 0.003683181885556127, 0.005, 0.002, 0.001, M
0.023, 0.032, 0.017, 0.023, 0.041, 0.012, 0.022, 0.08, 0.236, 0.246, 0.224, 0.152, 0.173, 0.31, 0.438, 0.56, 0.682, 0.616, 0.68, 0.844, 0.992, 1.0, 0.798, 0.543, 0.395, 0.518, 0.565, 0.5938851204667904, 0.188, 0.396, 0.229, 0.354, 0.419, 0.24, 0.185, 0.04453458476172169, 0.433, 0.7214470021374167, 0.252, 0.187, 0.105, 0.234, 0.199, 0.11, 0.068, 0.7252694659187154, 0.067, 0.02665409133645103, 0.11667695190680144, 0.07417211506286919, 0.015, 0.012, 0.004, 0.012, 0.004, 0.011, 0.005, 0.009, 0.001, 0.009, M
