@relation  sonar
@attribute Band1 real[0.002,0.137]
@attribute Band2 real[0.001,0.234]
@attribute Band3 real[0.002,0.306]
@attribute Band4 real[0.006,0.426]
@attribute Band5 real[0.007,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.003,0.373]
@attribute Band8 real[0.006,0.459]
@attribute Band9 real[0.008,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.003,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.008,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.006,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.001,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.001,0.035]
@attribute Band55 real[0.001,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.001,0.044]
@attribute Type{R,M}
@inputs Band1, Band2, Band3, Band4, Band5, Band6, Band7, Band8, Band9, Band10, Band11, Band12, Band13, Band14, Band15, Band16, Band17, Band18, Band19, Band20, Band21, Band22, Band23, Band24, Band25, Band26, Band27, Band28, Band29, Band30, Band31, Band32, Band33, Band34, Band35, Band36, Band37, Band38, Band39, Band40, Band41, Band42, Band43, Band44, Band45, Band46, Band47, Band48, Band49, Band50, Band51, Band52, Band53, Band54, Band55, Band56, Band57, Band58, Band59, Band60
@outputs Type
@data
0.022, 0.009280432839244707, 0.027, 0.014, 0.036, 0.078, 0.091, 0.091, 0.115, 0.097, 0.5314290933302672, 0.11, 0.119, 0.176, 0.239, 0.214, 0.193, 0.176, 0.075, 0.126, 0.2, 0.3364439357319949, 0.26, 0.539, 0.31718717260406987, 1.0, 0.868, 0.5599150160904777, 0.554, 0.464, 0.361, 0.206, 0.162, 0.209, 0.31, 0.234, 0.106, 0.21408390174808073, 0.053, 0.129, 0.224, 0.192, 0.159, 0.094, 0.084, 0.067, 0.034, 0.047, 0.036, 0.014, 0.07069704126815708, 0.014, 0.01798250248096476, 0.005, 0.007, 0.002, 0.005, 0.002, 0.001, 0.002, R
0.004, 0.008, 0.009, 0.039, 0.053, 0.12, 0.05970516187015576, 0.103, 0.124, 0.089, 0.094, 0.124, 0.11379477528943557, 0.154, 0.185, 0.173, 0.148, 0.175, 0.146, 0.6312485642245151, 0.226, 0.198, 0.337, 0.583, 0.18831190830569525, 1.0, 0.846, 0.662, 0.980375026536727, 0.28492359457512473, 0.323, 0.34171695776323713, 0.192, 0.223, 0.315, 0.227, 0.08, 0.04070887107092628, 0.18868966461664288, 0.197, 0.262, 0.11654094623018545, 0.198, 0.095, 0.34593474290797827, 0.7097873482652445, 0.038, 0.044, 0.034, 0.04743029944818241, 0.019441280634943697, 0.012, 0.006, 0.004, 0.004, 0.0, 0.002, 0.04154291431734872, 0.002, 0.002, R
0.034, 0.029, 0.048, 0.054, 0.079, 0.08, 0.07578706925520372, 0.123, 0.07700120993820048, 0.084, 0.036, 0.069, 0.17, 0.326, 0.46, 0.622, 0.8095529758079334, 0.784, 0.799, 0.826, 1.0, 0.22468883843735998, 0.962, 0.5127745571119651, 0.912, 0.909, 0.793, 0.9607085520505692, 0.347, 0.424, 0.463, 0.341, 0.285, 0.285, 0.174, 0.055, 0.119, 0.6653076627555553, 0.04634765246239203, 0.181, 0.126, 0.08, 0.038, 0.127, 0.112, 0.05, 0.07934524059839204, 0.068, 0.026, 0.017, 0.003, 0.019553935803601968, 0.011, 0.002727946663212019, 0.010453542856837982, 0.017, 0.014, 0.002, 0.007, 0.005, R
0.023, 0.037, 0.004, 0.038, 0.046, 0.145, 0.221, 0.119, 0.075, 0.163, 0.271, 0.336, 0.409, 0.44, 0.8282912231272299, 0.721, 0.814, 0.918, 1.0, 0.942, 0.912, 0.935, 0.748, 0.515, 0.11560611441256621, 0.344, 0.698, 0.871, 0.901, 0.801, 0.438, 0.132, 0.5964617284397739, 0.248, 0.304, 0.231, 0.134, 0.09937754116705094, 0.247, 0.279, 0.07876058340323171, 0.006, 0.035, 0.115, 0.133, 0.028, 0.076, 0.063, 0.031, 0.024, 0.012, 0.006, 0.002, 0.012, 0.015, 0.013175013428594687, 0.003, 0.003, 0.01, 0.016, R
0.022, 0.11658973923804931, 0.039, 0.024, 0.108, 0.116, 0.14, 0.101, 0.115, 0.178, 0.408, 0.411, 0.4293784289002368, 0.508, 0.651, 0.807, 0.982, 0.8280307278931212, 0.941, 0.845, 0.811, 0.25319475819803655, 0.621, 0.582, 0.1109700093471841, 0.82, 0.56, 0.2602844302338279, 0.501, 0.663, 0.8992894962176888, 0.406, 0.7945276232926473, 0.705789297382531, 0.158, 0.7180800426765531, 0.213, 0.187, 0.1, 0.24, 0.224, 0.203, 0.09880707145431245, 0.161, 0.167, 0.17, 0.183, 0.14520397989433353, 0.051, 0.022, 0.01, 0.02633424211324524, 0.01, 0.008, 0.008, 0.009, 0.003, 0.003, 0.001, 0.007, R
0.038, 0.032, 0.21594807988916245, 0.035, 0.179, 0.164, 0.089, 0.082, 0.178, 0.205, 0.314, 0.312, 0.369, 0.388, 0.585, 0.787, 0.974, 1.0, 0.984, 0.861, 0.33471187787752404, 0.906, 0.585, 0.9714119710557656, 0.815496054993825, 0.20765718217838025, 0.639, 0.5, 0.558, 0.483, 0.473, 0.332, 0.397, 0.389, 0.231, 0.2782071416709123, 0.131, 0.086, 0.257, 0.318, 0.265, 0.2099006394759986, 0.171, 0.058, 0.6280291217041735, 0.22, 0.22, 0.107, 0.042, 0.016, 0.009, 0.005, 0.004, 0.008, 0.024522604174800823, 0.006, 0.006, 0.006, 0.03141230758079614, 0.005, R
0.046, 0.044, 0.035, 0.046, 0.007, 0.3684168378884012, 0.18, 0.174, 0.16, 0.141, 0.269, 0.326, 0.454, 0.8338128761152767, 0.447, 0.223, 0.216, 0.32, 0.292, 0.424, 0.446, 0.238, 0.6069436349139884, 0.35589569711962155, 0.892, 0.753, 0.684, 0.839, 1.0, 0.836, 0.543, 0.458, 0.807, 0.6778274960966845, 0.392, 0.156, 0.38560811176561005, 0.216, 0.518, 0.478, 0.234, 0.36, 0.7413700648789224, 0.181, 0.035, 0.4957651617496193, 0.032, 0.041, 0.009841990410313474, 0.05933541796201268, 0.012, 0.007, 0.01026052968047106, 0.011, 0.016, 0.015, 0.007, 0.008, 0.012, 0.006, R
0.10090373301433953, 0.08674622306151927, 0.026, 0.039, 0.064, 0.047, 0.106, 0.2837188288443067, 0.09352392776136378, 0.28372432355040783, 0.297, 0.475, 0.568, 0.569, 0.642, 0.749, 0.9, 1.0, 0.2006570185361563, 0.903, 0.768, 0.7, 0.2006947225557395, 0.917789610538117, 0.371, 0.092, 0.048, 0.088, 0.104, 0.171, 0.9507497573147411, 0.461, 0.5846927364265296, 0.37378397705796734, 0.483, 0.351, 0.7975041473569591, 0.403, 0.8540382162933328, 0.151, 0.074, 0.14, 0.155, 0.5620536318780048, 0.064, 0.044, 0.026, 0.022, 0.019, 0.008, 0.014, 0.007, 0.008, 0.032415887648103735, 0.02, 0.007, 0.004, 0.01, 0.034982436979883916, 0.002, M
0.026, 0.007, 0.2132688992776137, 0.079, 0.104, 0.078, 0.142, 0.118, 0.045, 0.094, 0.113, 0.6155725284175882, 0.072, 0.197, 0.263, 0.419, 0.505, 0.671, 0.9047872578147304, 0.838, 0.876, 0.942, 1.0, 0.993, 0.958, 0.865, 0.722, 0.58, 0.07081020643441244, 0.489, 0.408, 0.244, 0.177, 0.247, 0.352, 0.376, 0.291, 0.231, 0.317, 0.355, 0.374, 0.444, 0.326, 0.196, 0.086, 0.169, 0.199, 0.13421888213889183, 0.063, 0.032, 0.025, 0.021, 0.026, 0.018, 0.004, 0.007, 0.008490298741611255, 0.008, 0.008, 0.012078956071538607, M
0.039, 0.032, 0.0617595939440093, 0.22511222153322588, 0.127, 0.152, 0.317721911774185, 0.261, 0.283, 0.272, 0.364, 0.393, 0.384, 0.7345939530524411, 0.536, 0.482, 0.484, 0.24761927082194463, 0.758, 0.7, 0.692, 0.863, 0.3903903959166236, 0.935, 0.7984534595213956, 0.858, 0.926, 0.4598952145846317, 0.578, 0.522, 0.45, 0.313, 0.145, 0.105, 0.182, 0.5452512470468067, 0.3756849491888855, 0.144, 0.199, 0.204, 0.7734228820655084, 0.288, 0.133, 0.4823133048662714, 0.32001231207512604, 0.143, 0.062, 0.01, 0.01, 0.013, 0.015, 0.026, 0.007, 0.02124939239775981, 0.008, 0.028911763615885693, 0.011, 0.03225594575709103, 0.01, 0.007, M
0.023, 0.04086297595847002, 0.1, 0.043, 0.156348482682218, 0.165, 0.16, 0.212, 0.33, 0.352, 0.333, 0.364, 0.402, 0.3735254501943769, 0.52, 0.33160571342976897, 0.843, 0.47712775258979007, 0.834, 0.6667011930064068, 0.8, 0.854, 0.964, 1.0, 0.936, 0.941, 0.907, 0.71, 0.632, 0.567, 0.35, 0.39006259589224646, 0.17, 0.329, 0.367, 0.5401970246853766, 0.241, 0.256, 0.189, 0.03320237537128906, 0.307, 0.278, 0.7575512156764863, 0.124, 0.185, 0.175, 0.108, 0.073, 0.024, 0.019, 0.016, 0.017, 0.019, 0.026, 0.014, 0.012, 0.012, 0.009, 0.001, 0.009821047833613362, M
0.037, 0.059, 0.18769018548580124, 0.053, 0.026, 0.142, 0.207, 0.273, 0.6231575789938583, 0.26, 0.348, 0.1669356425872388, 0.24620989724206965, 0.595, 0.792, 0.827, 0.809, 0.898, 0.983, 0.898, 0.43854644229834583, 0.937, 0.912, 0.794, 0.672, 0.632, 0.486, 0.339, 0.483, 0.382, 0.308, 0.127, 0.074, 0.151, 0.191, 0.03647538582153511, 0.171, 0.095, 0.283, 0.301, 0.16, 0.148, 0.288, 0.205, 0.5791126745855698, 0.14, 0.106, 0.053, 0.04, 0.018, 0.035, 0.012, 0.0273650235061918, 0.024, 0.007106323071314563, 0.009, 0.013647597682114595, 0.011, 0.01, 0.013, M
0.097, 0.082, 0.063, 0.061, 0.062, 0.121, 0.094, 0.422, 0.574, 0.502, 0.349, 0.3495941415782073, 0.208, 0.309, 0.422, 0.531, 0.244, 0.188, 0.39271972508908237, 0.832, 1.0, 0.408, 0.096, 0.193, 0.242, 0.379, 0.289, 0.345, 0.3965756813405491, 0.1296800481231604, 0.13112740297176118, 0.421525789303129, 0.478, 0.612, 0.7197780752735627, 0.738, 0.736, 0.779, 0.679, 0.526, 0.276, 0.154, 0.202, 0.7204082859699634, 0.422, 0.307, 0.133, 0.135, 0.020040428344169733, 0.05, 0.021, 0.007, 0.008, 0.03, 0.019, 0.021, 0.013, 0.02, 0.021, 0.004, M
0.05954499614297995, 0.061, 0.114, 0.12, 0.04, 0.123, 0.1252811989212132, 0.457, 0.659, 0.508, 0.335, 0.083, 0.1698086622519904, 0.396, 0.786801660059905, 0.9168243378107027, 0.125, 0.136, 0.268, 0.26513249399399674, 0.978, 0.324, 0.194, 0.25959870442273064, 0.5258762802234562, 0.344, 0.295, 0.591, 0.456, 0.7447383087351309, 0.197, 0.279, 0.621, 0.868, 0.8156332837831306, 0.938, 0.833, 0.948, 0.672, 0.444, 0.516, 0.381, 0.156, 0.145, 0.266, 0.181, 0.17, 0.256, 0.113, 0.02, 0.048, 0.012687197448147274, 0.018, 0.013525544812093851, 0.016, 0.033, 0.02, 0.017, 0.01698865890432816, 0.015, M
0.073, 0.125, 0.166, 0.18255543180102377, 0.144, 0.277, 0.3505077430618712, 0.030764283777392536, 0.047, 0.6936637406793106, 0.174, 0.316, 0.325, 0.216, 0.203, 0.258, 0.18, 0.242, 0.361, 0.181, 0.26, 0.657, 0.973, 0.976, 0.808, 0.652, 0.492, 0.536, 0.765, 0.525, 0.51, 0.422, 0.416, 0.191, 0.022, 0.422, 0.55, 0.248, 0.6645874688500975, 0.28942988369833444, 0.284, 0.446, 0.318, 0.081, 0.119, 0.213, 0.324, 0.294, 0.147, 0.012111613669924347, 0.06746224760251639, 0.044, 0.023, 0.029, 0.014, 0.03192514270984687, 0.018, 0.014267031088067924, 0.031712704848431215, 0.006, M
0.016, 0.063, 0.074, 0.061, 0.023, 0.105, 0.134, 0.064, 0.152, 0.5519121270386763, 0.16576152725861443, 0.14350108556717192, 0.179, 0.104, 0.198, 0.323, 0.375, 0.259, 0.8398808824934254, 0.351, 0.561, 0.523, 0.547, 0.695, 0.635, 0.676, 0.85, 0.802, 0.656, 0.7688560147753116, 0.666, 0.537, 0.312, 0.376, 0.28, 0.088, 0.332, 0.58723047090397, 0.18, 0.374, 0.463, 0.161, 0.249, 0.32, 0.226, 0.115, 0.22643778973502057, 0.094, 0.082, 0.017, 0.024, 0.026, 0.010335376943772514, 0.023, 0.019, 0.018, 0.011, 0.009, 0.01821362630981338, 0.011, M
0.09682468613186496, 0.15252228931582587, 0.145, 0.164, 0.1185929882287963, 0.084, 0.072, 0.095, 0.158, 0.125, 0.234, 0.2974154919817614, 0.228, 0.8663921456181891, 0.472, 0.554, 0.539, 0.375, 0.458, 0.596, 0.746, 0.7465962221931192, 0.571, 0.626, 0.67, 0.5451481612942061, 0.757, 0.808, 0.848, 0.8506807366727573, 0.951, 0.8, 0.436, 0.405, 0.495, 0.171, 0.365, 0.376, 0.16508262419865527, 0.043, 0.6164890448536, 0.695, 0.429, 0.306, 0.584, 0.569, 0.263, 0.12, 0.098, 0.037, 0.029, 0.016, 0.02, 0.014, 0.013, 0.014, 0.013, 0.013, 0.015, 0.022, M
0.072, 0.157, 0.111, 0.108, 0.067, 0.18, 0.111, 0.1963438489978071, 0.141, 0.6197741336805686, 0.14712394641179685, 0.392, 0.6870222216406888, 0.161, 0.189, 0.331, 0.9109755761399808, 0.218, 0.185, 0.517, 0.5297832577223385, 0.63, 0.844, 0.676, 0.582, 0.614, 0.881, 0.838, 0.387, 0.505, 0.5072278378999856, 0.424, 0.153, 0.495, 0.698, 0.711, 0.565, 0.487, 0.552, 0.3069241462733886, 0.4489404659785657, 0.608, 0.577819605561397, 0.2589729317172833, 0.427, 0.444, 0.219, 0.09, 0.12, 0.05023991213930769, 0.04021026055333444, 0.009155154671556118, 0.013, 0.008, 0.028, 0.012, 0.02994835277878408, 0.015, 0.02860967349927166, 0.032363558048932706, M
0.021, 0.013, 0.002, 0.045, 0.071, 0.156, 0.152, 0.121, 0.167, 0.134, 0.078, 0.037, 0.123, 0.261, 0.428, 0.612, 0.744, 0.813, 0.901, 0.96, 0.08813387654864552, 0.914, 0.785, 0.513, 0.9938983987555602, 0.329, 0.257, 0.368, 0.576, 0.619, 0.461, 0.362, 0.443, 0.386, 0.309, 0.214, 0.8659551756388869, 0.139, 0.152, 0.3915960873499504, 0.164, 0.19, 0.131, 0.178, 0.2, 0.076, 0.073, 0.25061961503993246, 0.11733126598348173, 0.053678548660985786, 0.017, 0.012, 0.002, 0.005, 0.005, 0.002544708030425177, 0.002, 0.004, 0.005, 0.002, M
