@relation  sonar
@attribute Band1 real[0.002,0.137]
@attribute Band2 real[0.001,0.234]
@attribute Band3 real[0.002,0.306]
@attribute Band4 real[0.006,0.426]
@attribute Band5 real[0.007,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.003,0.373]
@attribute Band8 real[0.006,0.459]
@attribute Band9 real[0.008,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.003,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.008,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.006,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.001,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.001,0.035]
@attribute Band55 real[0.001,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.001,0.044]
@attribute Type{R,M}
@inputs Band1, Band2, Band3, Band4, Band5, Band6, Band7, Band8, Band9, Band10, Band11, Band12, Band13, Band14, Band15, Band16, Band17, Band18, Band19, Band20, Band21, Band22, Band23, Band24, Band25, Band26, Band27, Band28, Band29, Band30, Band31, Band32, Band33, Band34, Band35, Band36, Band37, Band38, Band39, Band40, Band41, Band42, Band43, Band44, Band45, Band46, Band47, Band48, Band49, Band50, Band51, Band52, Band53, Band54, Band55, Band56, Band57, Band58, Band59, Band60
@outputs Type
@data
0.02, 0.012, 0.012, 0.3685091534206898, 0.09739345801258309, 0.021, 0.10513777655319724, 0.084, 0.134, 0.5852110378514536, 0.174, 0.139, 0.204, 0.258, 0.2683522042495553, 0.21, 0.253, 0.321, 0.4597748150289465, 0.476, 0.3408408681507783, 0.606, 0.67, 0.748, 0.893, 0.94, 0.6726782092677146, 0.978, 0.847, 0.764, 0.67, 0.499, 0.5827661375232893, 0.22, 0.142, 0.268, 0.263, 0.3173451254454779, 0.9147910313137787, 0.212, 0.117, 0.266, 0.22, 0.154, 0.146, 0.104, 0.4231559465302052, 0.074, 0.049, 0.022, 0.003, 0.008, 0.004, 0.006, 0.008, 0.004, 0.004, 0.034402670789138105, 0.001, 0.002, R
0.021, 0.019, 0.013, 0.021, 0.061, 0.061, 0.061, 0.051, 0.11744497317761299, 0.109, 0.106, 0.118, 0.129, 0.159, 0.168, 0.3268550206648314, 0.7943680374101662, 0.165, 0.9708725063625893, 0.143, 0.243, 0.9530733341083567, 0.429, 0.773621031958056, 0.3507880111687789, 1.0, 0.809, 0.270555024573243, 0.526, 0.8233075855409977, 0.275, 0.102, 0.134, 0.1723559621291598, 0.195, 0.179, 0.043, 0.11, 0.176, 0.26365170066702454, 0.315, 0.4614831624479227, 0.19, 0.6969497413469827, 0.076, 0.091, 0.044, 0.024, 0.026, 0.01, 0.014, 0.007, 0.006, 0.008, 0.032663438187833745, 0.004, 0.003, 0.002, 0.005, 0.002, R
0.014, 0.022, 0.20063951912304376, 0.011, 0.022, 0.014, 0.066, 0.095, 0.079, 0.4714457621603379, 0.126, 0.23404804525339232, 0.19389097120587037, 0.085, 0.5214689679104996, 0.13222436298411905, 0.107, 0.09587858255111578, 0.299, 0.843069740337103, 0.3484230587171444, 0.566, 0.748, 0.876, 0.3579399270745786, 0.751, 0.686, 0.704, 0.586, 0.377, 0.221, 0.263, 0.267, 0.2704494320138938, 0.198, 0.229, 0.8124541937460783, 0.287, 0.07310765902234885, 0.39250781726709283, 0.19136376968663274, 0.211, 0.151, 0.4424952831758408, 0.185, 0.172, 0.09, 0.066, 0.044, 0.011, 0.002, 0.006, 0.0057092845290222394, 0.011, 0.001, 0.002, 0.002, 0.006, 0.004, 0.005, R
0.023, 0.035, 0.003, 0.03, 0.034, 0.086, 0.174, 0.23720045328494174, 0.106, 0.035, 0.058, 0.3312462503447305, 0.227, 0.2885228268787085, 0.39925177116092564, 0.685, 0.752, 0.776, 0.771, 0.863, 0.7839246020468242, 0.887, 0.806, 0.876, 0.907, 0.943, 0.885, 0.65, 0.297, 0.242, 0.299, 0.228, 0.228, 0.4237888246781167, 0.11562464404004269, 0.5309076885680919, 0.107, 0.137, 0.9582303242134467, 0.7980457596383165, 0.7781020087688467, 0.044, 0.076, 0.138, 0.083, 0.3044356049821795, 0.084, 0.06, 0.05, 0.031, 0.015, 0.011, 0.01, 0.002, 0.005, 0.007, 0.006, 0.004, 0.03385674286583828, 0.003, R
0.01, 0.019, 0.22570789577060096, 0.049, 0.084, 0.101, 0.13841584546105373, 0.207, 0.5354913977138912, 0.299, 0.324, 0.356, 0.395, 0.52, 0.695, 0.847, 1.0, 0.928, 0.851, 0.9251345177039352, 0.814, 0.882, 0.73, 0.611, 0.716, 0.846, 0.632, 0.481, 0.629, 0.715, 0.6, 0.424, 0.896766478626236, 0.399, 0.2914571830205287, 0.19577991358092517, 0.08967328647609643, 0.134, 0.158, 0.06466497780770646, 0.197, 0.3931661117230929, 0.127, 0.4588877646147478, 0.15551264942961573, 0.22, 0.193, 0.15, 0.077, 0.02, 0.012, 0.013, 0.007, 0.008, 0.008, 0.006, 0.008, 0.002, 0.005, 0.002, R
0.04051134736638315, 0.045, 0.038, 0.22076380726200617, 0.038, 0.053, 0.214, 0.311, 0.284, 0.275, 0.271, 0.095, 0.102, 0.6365948512036342, 0.674, 0.053872363258356315, 0.9614236544308773, 0.7517530322269893, 0.378, 0.272, 0.18396173041499259, 0.8385257871412964, 0.864, 0.93, 0.937, 0.625, 0.602, 0.681, 0.505, 0.578, 0.475, 0.24, 0.278, 0.2, 0.8488883161686567, 0.741, 0.778, 0.442, 0.142, 0.351, 0.5274584152874208, 0.421, 0.5296616325764129, 0.224, 0.266922625818039, 0.28, 0.239, 0.202, 0.133, 0.036, 0.013, 0.017, 0.014, 0.024102006599097985, 0.004, 0.005, 0.026, 0.01, 0.004, 0.03137216872032083, R
0.024, 0.029, 0.075, 0.052, 0.023, 0.083, 0.068, 0.2695579346855073, 0.288, 0.367, 0.6125497726019354, 0.084, 0.191, 0.9357082286525303, 0.635, 0.68, 0.75, 0.66, 0.451, 0.296, 0.402, 0.679, 0.83, 1.0, 0.7587324882966309, 0.29161991643524265, 0.773, 0.7900649938848953, 0.494, 0.565, 0.491, 0.182, 0.181, 0.111, 0.46, 0.665, 0.642, 0.9303638774776747, 0.195, 0.495, 0.492, 0.404, 0.05838192647401754, 0.1765097622183407, 0.178, 0.195, 0.172, 0.152, 0.093, 0.07464222979746811, 0.024, 0.008, 0.004, 0.01, 0.01, 0.003, 0.013, 0.007, 0.011, 0.009, R
0.025, 0.081, 0.051, 0.024, 0.172, 0.03417210139897003, 0.373, 0.358, 0.343, 0.07099144056346068, 0.265, 0.322, 0.558, 0.692, 0.794, 0.715, 0.8793710570350222, 0.9969330176145148, 0.268, 0.43, 0.528, 0.5638690561051176, 0.143, 0.545, 0.634, 0.7121335261706573, 0.684, 0.802, 0.3447941304153749, 0.831, 0.779, 0.505, 0.141, 0.080020984007749, 0.508, 0.479, 0.136, 0.6322408945053445, 0.279, 0.383, 0.293, 0.116, 0.17, 0.129, 0.45309089872173286, 0.08, 0.057, 0.02, 0.011, 0.015, 0.005408095546394609, 0.0570519175455095, 0.007, 0.004221931552333276, 0.025369145163420852, 0.012, 0.014374191013717603, 0.021013019730572825, 0.008, 0.005, R
0.002, 0.031, 0.017, 0.023, 0.043, 0.122, 0.195, 0.166, 0.07695944778666819, 0.143, 0.099, 0.225, 0.244, 0.3227761292568818, 0.304, 0.241, 0.037, 0.167, 0.304, 0.5291493449577012, 0.361, 0.08396168185583355, 0.461, 0.5653420260728668, 0.727, 0.715, 0.71, 0.852, 0.6596057515376261, 0.769, 0.484, 0.372, 0.61, 0.511, 0.259, 0.092, 0.095, 0.229, 0.348, 0.21, 0.19, 0.294, 0.221, 0.152, 0.075, 0.061, 0.069, 0.045, 0.034, 0.008, 0.011, 0.015, 0.008, 0.025158792663868237, 0.011, 0.008, 0.01, 0.002, 0.003, 0.001, R
0.049, 0.028, 0.18550673815782803, 0.127, 0.177, 0.3793893949849041, 0.222, 0.077, 0.125, 0.12792664204559442, 0.095, 0.25, 0.1850300166860758, 0.32, 0.334, 0.332, 0.278, 0.27294239638395196, 0.295, 0.173, 0.9634252979532875, 0.383, 0.352, 0.541, 0.7079013317851119, 0.448, 0.534, 0.532, 0.66406910311572, 0.346, 0.32742680175495953, 0.464, 0.558, 0.573, 0.636, 0.756, 0.69, 0.618, 0.538, 0.562, 0.651, 0.48, 0.374, 0.28, 0.198, 0.244, 0.179, 0.010283288111976183, 0.01764006247409621, 0.024, 0.007605045686383975, 0.008, 0.013, 0.016, 0.006, 0.012, 0.019, 0.028564717655201608, 0.033, 0.044, M
0.031, 0.052, 0.065, 0.415490848074083, 0.061, 0.058, 0.066, 0.066, 0.146, 0.279, 0.388, 0.3371063911624035, 0.498, 0.497, 0.561, 0.12283143854067462, 0.823, 0.917, 0.998, 0.991, 0.824, 0.65, 0.598, 0.486, 0.315, 0.154, 0.29543398116888336, 0.609052059402003, 0.8729635715882675, 0.264, 0.7228094885421007, 0.293, 0.292, 0.4, 0.366, 0.317, 0.461, 0.437, 0.5807129604543357, 0.338, 0.5840392435873019, 0.445, 0.186, 0.142, 0.059, 0.058, 0.067, 0.1142608342082847, 0.024, 0.0189615142939057, 0.006, 0.032, 0.019, 0.014, 0.028, 0.015, 0.005, 0.00805818528962745, 0.012, 0.006, M
0.06092414841426634, 0.047, 0.07, 0.102, 0.14, 0.149, 0.149, 0.077, 0.3065836842035837, 0.168, 0.28, 0.332, 0.401, 0.43, 0.1508548166018107, 0.541, 0.687, 0.804, 0.919, 0.5674686946946821, 1.0, 0.997, 0.909, 0.792, 0.67, 0.7495993391865863, 0.357, 0.248, 0.316, 0.378, 0.314, 0.171, 0.294, 0.523, 0.8164655911192451, 0.544, 0.452, 0.338, 0.322, 0.218, 0.167, 0.263, 0.298, 0.204, 0.20598058156808388, 0.627871562722342, 0.088, 0.023, 0.011402220577793713, 0.01625365395337661, 0.07112824254928349, 0.03186829734753544, 0.004, 0.024, 0.013, 0.008, 0.022, 0.019318770438274083, 0.015, 0.005, M
0.011, 0.022, 0.027, 0.038, 0.122, 0.206, 0.149, 0.093, 0.135, 0.18, 0.249, 0.297, 0.367, 0.439, 0.526, 0.676, 0.74, 0.828, 0.903, 0.6453400202080002, 1.0, 0.998, 0.89, 0.749, 0.637, 0.674, 0.721, 0.682, 0.551, 0.479, 0.0783455379736483, 0.341721124646189, 0.25191571895496817, 0.139, 0.255, 0.33, 0.3166215807156687, 0.09436138545543919, 0.227, 0.214, 0.235, 0.287, 0.26, 0.192, 0.1860889770097772, 0.1, 0.095, 0.121, 0.073, 0.017, 0.021, 0.027, 0.015, 0.026, 0.01, 0.004, 0.028464865443404964, 0.0106262066249331, 0.01, 0.002, M
0.041, 0.044, 0.1995855254730176, 0.084, 0.042, 0.11545903929636325, 0.3187220224979618, 0.152, 0.082, 0.198, 0.231, 0.5612084615387042, 0.394, 0.505, 0.6267577921586944, 0.661, 0.8789675354489515, 0.801, 0.846, 0.794, 0.88, 0.838, 0.785, 0.848, 0.743, 0.643, 0.34102295734291493, 0.47890662791554506, 0.317, 0.335, 0.206, 0.103, 0.317, 0.404, 0.428, 0.454, 0.37, 0.374, 0.384, 0.8094449078546476, 0.438, 0.426, 0.285, 0.281, 0.24, 0.037, 0.08, 0.054, 0.018, 0.006, 0.0923536064551104, 0.004, 0.014, 0.0032703600605647923, 0.005, 0.016, 0.014, 0.008, 0.02929629469972483, 0.02, M
0.023, 0.011, 0.013, 0.084, 0.112, 0.151, 0.178, 0.30526861153525964, 0.143, 0.223, 0.3568814660589866, 0.13736155556593124, 0.286, 0.332, 0.376, 0.45, 0.476, 0.625, 0.73, 0.87, 0.935, 0.961, 0.913, 0.2377908136783612, 1.0, 0.11397416815673331, 0.882, 0.752, 0.707, 0.5696457333379998, 0.386, 0.251, 0.216, 0.097, 0.132, 0.134, 0.225, 0.324, 0.8033032839573695, 0.381, 0.326, 0.3059899395892839, 0.298, 0.09903670531209482, 0.154, 0.12, 0.096, 0.07354366128136024, 0.18156870335377026, 0.031, 0.018, 0.024054396741337702, 0.018, 0.021607776397515037, 0.007, 0.030259630705290388, 0.006, 0.004, 0.006, 0.03487532308997478, M
0.07952556950727609, 0.048, 0.03, 0.021, 0.14463010645416335, 0.192, 0.135, 0.161, 0.17, 0.144, 0.199, 0.215, 0.2582432280954074, 0.052793483347118246, 0.398, 0.436, 0.533, 0.63, 0.7, 0.744, 0.838, 0.864, 0.901, 0.943, 0.954, 1.0, 0.955, 0.974, 0.896, 0.72, 0.546, 0.316, 0.252, 0.197, 0.219, 0.153, 0.071, 0.15, 0.176, 0.228, 0.132, 0.106, 0.197, 0.3364968382400686, 0.188, 0.318010839816651, 0.078, 0.05, 0.049, 0.019, 0.025, 0.012, 0.026177916331025286, 0.006, 0.01, 0.004218697192198293, 0.007, 0.011, 0.007, 0.003, M
0.052249092745419855, 0.1804574270011991, 0.024, 0.044, 0.063, 0.092, 0.137, 0.108, 0.4463376705956966, 0.49276318257622487, 0.216, 0.257, 0.309, 0.383, 0.47158806758108274, 0.534, 0.6, 0.23197462232550015, 0.731, 0.809, 0.894, 0.07042452972485325, 1.0, 0.989, 0.938, 0.899, 0.918, 0.913, 0.781, 0.602, 0.4612560355931651, 0.33, 0.228, 0.14967931575343926, 0.112, 0.5969999040544499, 0.8114018023704183, 0.284, 0.224, 0.272, 0.336, 0.6877331545450103, 0.187, 0.216, 0.128, 0.077, 0.107, 0.095, 0.064, 0.023, 0.013, 0.017, 0.014476858006435646, 0.011, 0.006, 0.03612460064238976, 0.009, 0.004, 0.005, 0.019818832335718635, M
0.025, 0.012, 0.028, 0.076, 0.122, 0.154, 0.119, 0.123, 0.212, 0.33736725637744347, 0.41167066723263607, 0.296, 0.334, 0.429, 0.52, 0.609, 0.724, 0.758, 0.8882232624467516, 0.81, 0.9, 0.925, 0.936, 0.985, 0.8605436684723347, 1.0, 0.99, 0.908, 0.731, 0.576, 0.447, 0.5505179223526544, 0.208, 0.096, 0.049, 0.141, 0.255, 0.205, 0.161, 0.37423632722632877, 0.177, 0.229, 0.252, 0.146, 0.067, 0.3297476883110934, 0.1573943334290279, 0.113, 0.046, 0.07983583875695148, 0.014, 0.003, 0.007, 0.015, 0.021296444483170387, 0.013, 0.005, 0.024, 0.01217566108707703, 0.001419935891502522, M
0.137, 0.123, 0.0987373614312935, 0.148, 0.14286838116214343, 0.143, 0.177, 0.21649920870538317, 0.163, 0.207, 0.1424985562189246, 0.548, 0.713, 0.7, 0.678, 0.794, 0.938, 0.892, 0.13129950972956128, 0.783, 0.796, 0.798, 0.772, 0.8867838859741538, 0.486, 0.557, 0.47, 0.564, 0.6950437615274089, 0.337, 0.268, 0.234, 0.0653019083070806, 0.302, 0.275, 0.104, 0.176, 0.316, 0.36, 0.274, 0.13, 0.246, 0.34, 0.175, 0.068, 0.106, 0.43169953381635706, 0.053, 0.053, 0.027, 0.017, 0.012, 0.013, 0.034, 0.006, 0.007, 0.002, 0.008, 0.015, 0.005, M
0.005, 0.006, 0.008, 0.055, 0.088, 0.128, 0.167, 0.137, 0.292, 0.347, 0.326, 0.326, 0.23, 0.920625534568826, 0.21, 0.24, 0.193, 0.167, 0.061330044701772286, 0.09, 0.156, 0.06670321958575007, 0.7993825856911444, 0.6185672597332316, 0.791, 0.668058381776339, 0.94, 0.23332869608079285, 0.904, 0.915, 0.883, 0.809, 0.718, 0.27435023697776495, 0.645, 0.688, 0.624, 0.494, 0.9404546974411828, 0.424, 0.455, 0.439, 0.432, 0.492, 0.471, 0.32, 0.224, 0.181, 0.099, 0.025, 0.046244775118828935, 0.06482480199537817, 0.013, 0.007, 0.004, 0.0052274683223169915, 0.006, 0.004, 7.008868643783234E-4, 0.003, M
0.08934674907693332, 0.036, 0.021, 0.023, 0.046, 0.066, 0.094, 0.097, 0.254, 0.313, 0.219, 0.262, 0.242, 0.218, 0.116, 0.124, 0.089, 0.176, 0.4368493577413841, 0.154, 0.051, 0.18, 0.404, 0.57, 0.658, 0.747, 0.854, 0.908, 0.867, 0.889, 0.906, 0.852, 0.72, 0.62, 0.625, 0.685, 0.734, 0.628, 0.572, 0.8615485640362717, 0.56, 0.496, 0.503, 0.577, 0.591, 0.48, 0.5510975468994811, 0.278, 0.040909122396472174, 0.042, 0.027, 0.06930361836084714, 0.007, 0.007, 0.009, 0.009, 0.007, 0.03397382108819993, 0.006, 0.012315279773975552, M
