@relation  wine
@attribute Alcohol real[11.0,14.9]
@attribute MalicAcid real[0.7,5.8]
@attribute Ash real[1.3,3.3]
@attribute AlcalinityOfAsh real[10.6,30.0]
@attribute Magnesium real[70.0,162.0]
@attribute TotalPhenols real[0.9,3.9]
@attribute flavanoids real[0.3,5.1]
@attribute NonflavanoidsPhenols real[0.1,0.7]
@attribute Proanthocyanins real[0.4,3.6]
@attribute ColorIntensity real[1.2,13.0]
@attribute Hue real[0.4,1.8]
@attribute OD280/OD315 real[1.2,4.0]
@attribute Proline real[278.0,1680.0]
@attribute Class{1,2,3}
@inputs Alcohol, MalicAcid, Ash, AlcalinityOfAsh, Magnesium, TotalPhenols, flavanoids, NonflavanoidsPhenols, Proanthocyanins, ColorIntensity, Hue, OD280/OD315, Proline
@outputs Class
@data
12.96, 3.45, 1.8240758695928556, 18.5, 106.0, 1.39, 0.7, 0.4, 3.111741749083563, 5.28, 0.4768235995613094, 1.75, 1596.8532933403862, 3
13.58, 2.3668917246318637, 2.69, 24.5, 85.42973782574519, 2.7421476841536694, 0.84, 0.39, 1.54, 8.66, 0.74, 1.2568716170398684, 750.0, 3
13.4, 4.6, 2.86, 25.0, 112.0, 1.98, 0.96, 0.27, 1.11, 8.5, 0.67, 1.92, 630.0, 3
12.043854675848003, 3.03, 1.3169731471727075, 19.0, 78.17108257584532, 3.5631377739047485, 0.49, 0.4, 0.73, 5.5, 0.66, 1.5049703974986846, 510.0, 3
14.13, 4.1, 2.74, 24.5, 96.0, 2.05, 0.76, 0.56, 1.35, 9.2, 0.61, 1.6, 560.0, 3
13.07, 1.5, 2.1, 15.5, 98.0, 2.4, 2.64, 0.28, 1.37, 3.7, 1.18, 2.69, 1020.0, 1
13.74, 1.67, 2.25, 16.4, 160.72201359894171, 3.876998648135224, 2.9, 0.21, 1.62, 12.495283152744006, 0.92, 3.2, 1060.0, 1
13.11, 1.2736390213886366, 1.7, 24.340139878992957, 78.0, 2.98, 3.18, 0.26, 2.28, 12.255927717931552, 1.12, 3.18, 502.0, 2
12.25, 1.73, 1.4924771541246393, 19.0, 80.0, 1.6418457418079129, 2.03, 0.37, 1.63, 3.4, 1.0, 3.17, 510.0, 2
12.7, 3.1614204575916336, 2.36, 10.888681086452836, 106.0, 1.7, 1.2, 0.22017106346790005, 1.1216875219535287, 5.0, 0.78, 1.29, 600.0, 3
14.06, 2.15, 2.61, 17.6, 121.0, 2.6, 2.51, 0.31, 1.25, 5.05, 1.06, 3.58, 799.1366123424696, 1
13.63, 1.81, 2.907796816063997, 17.2, 120.98745348001538, 3.8951359159301817, 3.7323008008842122, 0.3, 1.46, 9.98477548481542, 1.28, 2.88, 1310.0, 1
13.692550622251012, 1.92, 2.72, 28.338266000835752, 149.24567384162117, 2.8, 3.14, 0.33, 1.97, 6.2, 1.07, 2.8886363512111446, 1280.0, 1
13.83, 1.57, 2.62, 20.0, 115.0, 2.95, 3.4, 0.4, 1.72, 6.6, 1.13, 2.57, 1130.0, 1
13.64, 0.8605984239514447, 1.7814706050049212, 15.2, 116.0, 2.7, 3.03, 0.17, 1.66, 11.568381869226783, 0.96, 3.36, 845.0, 1
11.728778925009253, 4.317665703319401, 2.21, 23.328078243678455, 96.0, 2.65, 2.33, 0.26, 1.98, 2.5255781961897337, 1.04, 2.036769438077875, 1035.0, 1
13.28, 1.64, 2.84, 19.535455646304285, 110.0, 2.6, 2.68, 0.22085789337774225, 1.36, 4.6, 1.09, 2.78, 880.0, 1
13.88, 1.89, 2.59, 15.0, 144.51220211165776, 3.25, 3.56, 0.17, 1.7, 5.43, 0.88, 3.56, 1095.0, 1
14.21, 4.04, 2.44, 18.9, 111.0, 0.9445668648566508, 2.65, 0.3, 1.25, 4.770321572704781, 0.87, 3.33, 1080.0, 1
13.56, 1.73, 2.46, 20.5, 151.45003151182317, 2.96, 2.78, 0.2, 2.45, 6.25, 0.98, 3.03, 770.52881593968, 1
14.435509194418675, 5.108713538061994, 2.3, 26.16536340833766, 118.0, 3.2, 3.3859449032428546, 0.26, 0.7684065692984514, 6.38, 0.94, 3.31, 970.0, 1
13.67, 1.25, 1.92, 18.0, 112.916085076266, 1.783436740814577, 1.79, 0.36860067454832623, 0.73, 3.8, 1.4896345862861802, 2.46, 630.0, 2
13.34, 3.048097683733352, 2.36, 17.0, 110.0, 2.53, 1.3, 0.55, 0.42, 3.17, 1.02, 1.8775543069181855, 1544.8476665441058, 2
12.395067715946368, 0.99, 2.011653330529028, 14.8, 136.0, 1.9, 1.85, 0.35, 1.7827302891255195, 3.4, 1.06, 2.31, 750.0, 2
12.7, 3.87, 2.4, 22.983036313295138, 101.0, 2.83, 2.55, 0.43, 1.95, 2.57, 1.19, 2.262488062088957, 463.0, 2
12.08, 1.33, 2.3, 23.6, 70.0, 2.5912864902269295, 1.59, 0.42, 1.38, 1.74, 1.07, 3.186243832201288, 709.3774481684384, 2
12.29, 3.17, 2.21, 18.0, 88.0, 2.85, 2.99, 0.45, 2.81, 2.3, 1.42, 2.83, 406.0, 2
12.34, 2.45, 2.46, 21.0, 106.45340943440175, 2.56, 2.11, 0.34, 1.31, 2.8, 0.8, 3.788498175560613, 438.0, 2
12.51, 1.73, 1.98, 20.5, 85.0, 3.821563017629451, 1.92, 0.32, 1.48, 2.94, 1.04, 3.57, 672.0, 2
12.22, 1.29, 1.5201729477895827, 19.0, 92.0, 2.36, 2.04, 0.39, 2.08, 2.7, 0.86, 3.02, 312.0, 2
11.274217356223199, 3.74, 1.82, 19.5, 107.0, 3.18, 4.626027902105363, 0.4205265627523248, 3.58, 2.9, 0.5148565701476431, 2.81, 832.7555461378665, 2
12.52, 2.43, 2.17, 21.0, 88.0, 2.55, 2.27, 0.26, 1.22, 6.137021716576308, 0.9, 2.78, 325.0, 2
12.77, 3.43, 1.98, 16.0, 80.0, 1.63, 1.25, 0.4495645241228782, 0.5342073798492103, 3.4, 0.7, 2.12, 372.0, 2
12.07, 2.16, 2.17, 21.531147185138227, 85.0, 2.6, 2.65, 0.691384405314779, 1.35, 2.76, 0.7264675484799006, 3.28, 378.0, 2
11.719605120788236, 2.99, 2.4, 20.0, 104.0, 1.3, 1.22, 0.24, 1.8668037291306079, 5.4, 0.74, 1.42, 1298.4049464823688, 3
12.6, 2.46, 1.41408988761578, 18.5, 150.29082354164933, 1.62, 0.66, 0.37192417585102944, 0.94, 7.1, 0.73, 1.58, 695.0, 3
13.52, 4.715043076922894, 2.72, 23.5, 97.0, 1.55, 0.49574998770741513, 0.5, 1.8768662694554932, 6.375255087850443, 0.89, 2.06, 520.0, 3
13.62, 4.95, 2.35, 20.0, 92.0, 2.0, 0.8, 0.47, 1.02, 4.4, 0.91, 2.05, 550.0, 3
13.23, 3.3, 2.224600712704612, 18.5, 98.0, 2.086767213555697, 2.619851935077424, 0.61, 1.87, 10.52, 0.56, 1.230814647309206, 675.0, 3
13.45, 3.7, 2.6, 23.0, 111.0, 3.63750448593346, 0.92, 0.43, 1.46, 10.68, 0.6919025842314359, 1.56, 695.0, 3
12.77, 5.614314584763328, 2.28, 19.5, 86.0, 1.39, 1.2945450997433032, 0.48, 0.64, 9.899999, 0.57, 1.63, 470.0, 3
13.27, 4.28, 2.26, 20.0, 120.0, 1.59, 0.69, 0.43, 1.35, 10.2, 0.5276046001183812, 1.56, 835.0, 3
13.17, 2.59, 2.37, 20.0, 120.0, 1.65, 4.520590204238097, 0.5536544442301743, 2.908228283959494, 9.3, 1.2445960426806928, 1.62, 840.0, 3
11.2031194216579, 3.99, 2.51, 13.2, 128.0, 3.0, 3.04, 0.2, 2.9316897092693694, 5.1, 0.89, 3.53, 760.0, 1
11.82, 2.094034063628417, 1.70259515922577, 20.082802145528326, 86.0, 2.5, 1.64, 0.37, 1.42, 2.06, 1.437499911020859, 2.44, 717.0584764371297, 2
13.4, 3.91, 2.48, 23.0, 102.0, 1.8, 0.75, 0.43, 1.41, 4.644089456238805, 0.7, 1.56, 750.0, 3
13.16, 2.36, 2.67, 28.30635487625989, 101.0, 2.8, 3.24, 0.3, 2.81, 9.982739418461625, 1.03, 3.17, 1352.9284884824717, 1
14.39, 1.87, 2.45, 14.6, 105.64548665742518, 2.5, 2.52, 0.3, 1.98, 5.25, 1.02, 3.58, 1290.0, 1
13.573875461745512, 1.73, 2.41, 16.0, 89.0, 2.6, 1.0698766520176726, 0.29, 1.81, 5.6, 1.15, 1.8992122345369338, 1320.0, 1
14.38, 5.31414854198558, 2.38, 12.0, 102.0, 1.057521583409403, 3.64, 0.29, 2.8273834062803966, 2.2282043955354496, 1.2, 3.0, 1547.0, 1
12.85, 4.680859024655273, 2.52, 23.640336363539177, 75.51176186313661, 2.48, 2.37, 0.26, 1.46, 3.93, 1.09, 1.898771856049721, 1015.0, 1
13.05, 4.851031791290974, 3.22, 25.0, 124.0, 2.63, 2.6485365679367763, 0.47, 3.3851078815257893, 3.58, 0.8403696855624135, 3.2, 830.0, 1
13.68, 1.83, 2.36, 17.2, 104.0, 2.42, 2.69, 0.42, 3.140578509015166, 3.84, 1.23, 2.87, 847.3019252683273, 1
13.76, 1.53, 2.3080656434893756, 19.5, 132.0, 2.95, 2.74, 0.5, 1.35, 5.4, 1.25, 3.0, 547.5798747245176, 1
13.41, 3.84, 2.12, 18.8, 90.0, 2.45, 2.68, 0.27, 1.4936531754894307, 4.28, 0.91, 3.0, 1035.0, 1
14.38, 3.59, 2.28, 16.0, 102.0, 2.1328455541825027, 3.17, 0.19517624580654694, 2.19, 5.7438955167177825, 1.04, 3.44, 1065.0, 1
13.9, 1.68, 2.12, 16.0, 90.83903716989771, 2.224722346226853, 3.39, 0.1672189203247472, 2.14, 6.1, 1.2981455951226282, 2.800380251556723, 985.0, 1
13.168033608763487, 1.97, 2.68, 23.019684271891528, 102.0, 3.0, 3.3780995033397567, 0.31, 2.5808732849966907, 10.539784644716368, 1.07, 2.84, 1270.0, 1
13.59757692289948, 1.61, 2.608012662294324, 20.4, 76.64210723215763, 1.1, 1.02, 0.37, 1.46, 6.169761968397014, 0.906, 1.82, 870.0, 2
11.84, 2.89, 2.8688232974076695, 18.0, 112.0, 1.72, 1.32, 0.43, 0.95, 2.65, 0.96, 2.52, 440.3930809875934, 2
12.0, 1.51, 2.42, 22.0, 86.0, 3.6398930636094633, 1.25, 0.5657413939167143, 1.63, 3.6, 0.8054963829008621, 3.404877698841709, 450.0, 2
12.69, 1.53, 2.26, 20.7, 80.0, 1.38, 1.46, 0.58, 1.62, 3.05, 1.6625398092117485, 2.06, 1445.7789161274625, 2
14.89368085679451, 4.766452719938581, 2.28, 28.346021832094067, 98.0, 0.9566072934438957, 2.26, 0.17, 1.35, 3.25, 1.16, 2.96, 345.0, 2
12.47, 1.52, 2.2, 19.0, 162.0, 2.5, 2.27, 0.32, 3.28, 2.6, 1.16, 1.208548030911141, 937.0, 2
12.37, 1.07, 2.733190058784836, 23.409315023014628, 88.0, 3.52, 3.75, 0.24, 1.95, 4.5, 1.5642579838550321, 2.77, 660.0, 2
12.6, 1.34, 1.9, 21.369285785818768, 88.0, 1.45, 3.001060024160207, 0.29, 1.35, 2.45, 1.04, 2.77, 562.0, 2
12.08, 1.39, 2.5, 22.5, 84.0, 2.56, 2.29, 0.5156161558850706, 2.678532498115332, 2.9, 0.93, 3.19, 385.0, 2
12.42, 4.43, 1.5153123184608557, 26.5, 102.0, 2.2, 2.13, 0.43, 1.71, 2.08, 0.92, 3.12, 365.0, 2
13.628120887635305, 4.31, 2.39, 23.793281242668925, 82.0, 2.86, 3.03, 0.21, 2.91, 11.841260241121347, 0.75, 3.64, 380.0, 2
12.493305424156903, 1.63, 2.3, 24.5, 88.0, 2.22, 2.45, 0.4, 1.9, 2.12, 0.89, 2.5893923134983963, 788.7022002792689, 2
12.51, 1.24, 2.25, 17.5, 85.0, 2.0, 0.58, 0.6, 1.25, 5.45, 0.75, 1.51, 650.0, 3
12.84, 5.337347725694381, 2.61, 24.0, 101.0, 2.32, 0.6, 0.5574919668625788, 0.81, 4.92, 0.89, 2.15, 590.0, 3
13.36, 2.56, 2.35, 20.0, 89.0, 1.4882219026303436, 0.5, 0.5648081408033166, 0.64, 5.6, 0.7, 2.47, 780.0, 3
12.25, 3.88, 2.2, 18.5, 142.69029688013026, 1.38, 0.78, 0.29, 1.14, 8.21, 0.65, 2.0, 855.0, 3
12.87, 0.7257327500092174, 2.48, 21.5, 86.0, 1.7, 0.65, 0.47, 0.86, 7.65, 0.54, 1.5621986394660077, 625.0, 3
13.5, 3.12, 2.4348993953165827, 24.0, 123.0, 1.4, 1.57, 0.22, 1.25, 8.6, 0.59, 1.3, 500.0, 3
13.69, 3.26, 2.54, 20.0, 107.0, 1.83, 4.973765460372381, 0.14008312682623117, 2.5184401293560956, 5.88, 0.96, 1.82, 680.0, 3
12.85, 3.27, 2.58, 22.0, 147.33449485742824, 1.65, 3.0248507129784787, 0.6, 0.96, 5.58, 1.7246638698793628, 2.11, 570.0, 3
12.994006530822722, 1.75, 2.28, 22.5, 84.6824359061854, 1.38, 1.76, 0.48, 1.63, 3.3, 0.88, 2.42, 488.0, 2
11.79, 2.13, 2.78, 28.5, 92.0, 2.13, 2.24, 0.58, 1.76, 12.97358882459197, 1.1246699664566364, 2.44, 466.0, 2
13.32, 1.3132129787498183, 1.4826636661269386, 21.5, 92.0, 3.120126933935128, 2.48275015628495, 0.45, 1.25, 8.42, 0.55, 1.62, 718.5703459928209, 3
11.547175673895323, 1.95, 2.5, 16.8, 113.0, 3.85, 3.49, 0.24, 2.18, 2.7750365629734093, 0.86, 3.45, 1480.0, 1
14.75, 3.9918207750171, 2.39, 11.4, 91.0, 3.1, 3.69, 0.43, 2.81, 5.4, 1.25, 2.73, 1150.0, 1
14.19, 1.59, 2.48, 25.615250642275264, 108.0, 3.3, 0.6411240176160643, 0.32, 1.86, 8.7, 1.23, 2.82, 1680.0, 1
13.71, 1.86, 2.36, 16.500535941659596, 96.26708100882058, 2.61, 2.88, 0.27, 0.733452595102939, 12.602438683482456, 1.11, 4.0, 1035.0, 1
13.39, 1.77, 2.62, 16.1, 93.0, 2.85, 2.94, 0.34, 2.1088698704049156, 4.8, 0.6827211503597723, 3.22, 1195.0, 1
12.42147535731119, 1.9, 2.8, 19.4, 107.0, 2.95, 2.97, 0.4306819939358816, 1.76, 4.5, 0.9985261312682475, 3.4, 915.0, 1
13.58, 1.66, 2.36, 19.1, 106.0, 2.86, 3.19, 0.22, 1.95, 6.9, 1.09, 2.88, 1515.0, 1
13.24, 1.057812853985888, 2.29, 17.5, 103.0, 2.64, 4.296260895020389, 0.32, 1.66, 9.914290358385605, 0.82, 3.0, 644.3637685059485, 1
13.05, 1.73, 1.5310492289790534, 12.4, 92.0, 2.72, 3.27, 0.17, 2.91, 7.2, 1.12, 2.91, 1150.0, 1
12.64, 1.36, 2.02, 16.8, 115.48195595421873, 1.7450565328460783, 2.8169576844472806, 0.53, 1.4988549570317509, 5.75, 0.98, 1.59, 450.0, 2
12.37, 1.13, 2.16, 19.0, 87.0, 1.4046512671989975, 3.1, 0.19, 1.87, 4.45, 1.545636674143755, 1.9539967469763933, 420.0, 2
12.17, 1.45, 2.039055260256644, 19.0, 104.0, 1.89, 1.75, 0.45, 1.03, 2.95, 1.45, 3.29693911692522, 355.0, 2
14.710141046161331, 1.51, 1.671157954067727, 25.0, 92.58196561564272, 2.95, 2.86, 0.21, 1.87, 3.38, 1.36, 3.16, 410.0, 2
11.96, 1.09, 2.153980430135033, 21.0, 101.0, 3.38, 2.14, 0.5921259537553708, 1.65, 7.757206714608988, 0.99, 3.13, 886.0, 2
11.84, 2.4607778087632677, 1.7515632876315068, 18.0, 94.0, 2.2, 2.21, 0.22, 2.35, 3.05, 0.79, 3.08, 520.0, 2
12.29, 0.7663357883380576, 2.22, 18.0, 88.0, 3.5756023742900234, 2.25, 0.5910351584411774, 1.99, 2.15, 1.15, 3.3, 290.0, 2
12.465602610624769, 3.172889604226893, 1.98, 16.0, 153.6867852526919, 3.1187092376916454, 2.5, 0.29, 1.77, 2.9, 1.23, 3.688628576437157, 428.0, 2
12.066370818546593, 4.977026430372388, 2.6552154608432237, 15.27281823513862, 79.0457894003591, 2.6229214642948753, 2.92, 0.29, 2.49, 2.65, 0.96, 3.26, 918.5507642348648, 2
11.76, 2.68, 2.92, 20.0, 103.0, 1.75, 2.03, 0.6, 1.05, 3.8, 1.23, 2.5, 607.0, 2
11.45, 2.4, 1.583279627161864, 12.703706159140847, 96.0, 2.9, 3.20906074673614, 0.13134355275690174, 1.1389781536392352, 3.25, 0.8, 1.9423213028214688, 625.0, 2
11.56, 2.05, 3.23, 28.699841771484316, 119.0, 3.18, 5.08, 0.47, 1.87, 6.0, 0.5074254723050226, 3.69, 652.0702118496574, 2
12.04, 4.3, 2.38, 22.0, 80.0, 0.9005418648944566, 1.75, 0.42, 1.35, 2.6, 0.6082782364935331, 2.57, 580.0, 2
12.86, 1.35, 2.32, 18.0, 122.0, 2.844025686929008, 1.25, 0.21, 0.94, 4.1, 0.76, 1.29, 630.0, 3
12.81, 2.31, 2.4, 12.543610430728553, 98.0, 1.15, 1.09, 0.27, 0.83, 5.7, 0.66, 3.129476915749134, 560.0, 3
12.25, 4.72, 2.54, 21.0, 115.22096112678315, 1.38, 0.47, 0.53, 1.1957545051341305, 3.85, 0.75, 1.27, 720.0, 3
12.53, 5.51, 2.64, 25.0, 96.0, 1.79, 0.6, 0.63, 1.1, 5.0, 0.82, 1.69, 515.0, 3
13.16, 3.57, 2.15, 21.0, 102.0, 1.5, 0.55, 0.43, 1.3, 8.462275281888962, 0.6, 1.6823388511506696, 1061.8499101395369, 3
13.08, 3.9, 2.36, 21.5, 113.0, 1.41, 1.39, 0.24880456350483107, 1.14, 9.4, 0.57, 3.010464970537104, 550.0, 3
12.58, 1.29, 2.1, 20.0, 103.0, 1.48, 0.58, 0.53, 1.4, 7.6, 1.2835021974713312, 1.55, 1108.338106231377, 3
13.17, 5.19, 2.32, 14.655090791418935, 118.63043976496682, 1.74, 0.63, 0.61, 1.8308168533795555, 7.9, 0.6, 1.48, 725.0, 3
13.78, 4.044249626655189, 2.3, 22.0, 90.0, 1.35, 4.717039560064915, 0.41, 1.6096412966981628, 9.58, 0.7, 1.68, 422.9799856564449, 3
13.56, 1.71, 2.31, 16.2, 117.0, 3.15, 1.1191699607342411, 0.29125100760516964, 2.34, 6.13, 0.9357204023133312, 3.38, 795.0, 1
11.247672994981444, 1.73, 2.27, 17.4, 108.0, 2.88, 0.6434916359240868, 0.32, 2.08, 2.5286811280363892, 1.12, 3.1, 1260.0, 1
11.36059609748437, 3.86, 2.32, 22.5, 85.0, 1.65, 1.59, 0.61, 1.62, 4.8, 0.84, 2.01, 389.26190897805196, 2
11.82, 1.47, 1.99, 20.8, 86.0, 1.98, 1.6, 0.14484658866302264, 1.53, 3.858480091360044, 0.95, 3.33, 495.0, 2
